geoAbb,seriesDate,dateLabel,item2,GovAgency,Business,CommNPO,BusNPO,GovAgencyStat,BusinessStat,CommNPOStat,BusNPOStat
ON,2021.75,2021 Q4,Conservation d'employés qualifiés,NA,0.23199999999999998,0.335,NA,NA,A,E,NA
MB,2021.75,2021 Q4,Conservation d'employés qualifiés,NA,0.20600000000000002,0.272,NA,NA,A,C,NA
SK,2021.75,2021 Q4,Conservation d'employés qualifiés,0.17800000000000002,0.19399999999999998,0.21600000000000003,0.146,D,A,C,D
AB,2021.75,2021 Q4,Conservation d'employés qualifiés,NA,0.207,0.41200000000000003,NA,NA,A,E,NA
BC,2021.75,2021 Q4,Conservation d'employés qualifiés,NA,0.293,0.203,NA,NA,A,D,NA
YT,2021.75,2021 Q4,Conservation d'employés qualifiés,0.21100000000000002,0.275,0.27899999999999997,0,E,B,E,A
NT,2021.75,2021 Q4,Conservation d'employés qualifiés,NA,0.24600000000000002,0.389,0.078,NA,B,D,B
NU,2021.75,2021 Q4,Conservation d'employés qualifiés,0.132,0.37200000000000005,0.39899999999999997,0.2,D,C,D,E
CA,2021.75,2021 Q4,Coûts liés au transport,0.071,0.326,0.099,0.024,B,A,A,A
NL,2021.75,2021 Q4,Coûts liés au transport,NA,0.31,0.23,0.011000000000000001,NA,B,D,A
PE,2021.75,2021 Q4,Coûts liés au transport,0.132,0.257,0.08,NA,C,B,C,NA
NS,2021.75,2021 Q4,Coûts liés au transport,0.257,0.306,0.085,0,E,A,B,A
NB,2021.75,2021 Q4,Coûts liés au transport,0.032,0.32,0.134,0.11800000000000001,B,B,C,E
QC,2021.75,2021 Q4,Coûts liés au transport,0,0.299,0.055,0.035,A,A,A,A
ON,2021.75,2021 Q4,Coûts liés au transport,NA,0.348,0.099,0.009000000000000001,NA,B,B,A
MB,2021.75,2021 Q4,Coûts liés au transport,0.09699999999999999,0.335,0.008,0.06,D,B,A,B
SK,2021.75,2021 Q4,Coûts liés au transport,0,0.424,0.14300000000000002,NA,A,A,C,NA
AB,2021.75,2021 Q4,Coûts liés au transport,0.031,0.345,0.159,0.032,B,B,E,B
BC,2021.75,2021 Q4,Coûts liés au transport,NA,0.27899999999999997,0.149,0,NA,A,C,A
YT,2021.75,2021 Q4,Coûts liés au transport,0.048,0.213,0.02,0,B,B,A,A
NT,2021.75,2021 Q4,Coûts liés au transport,0,0.272,0.218,0.078,A,B,D,B
NU,2021.75,2021 Q4,Coûts liés au transport,0.157,0.263,0.215,NA,D,C,D,NA
CA,2021.75,2021 Q4,Obtention de financement,0.008,0.107,0.11599999999999999,0.121,A,A,A,C
NL,2021.75,2021 Q4,Obtention de financement,0.035,0.12300000000000001,0.063,0.14400000000000002,B,A,C,E
PE,2021.75,2021 Q4,Obtention de financement,0,0.055,0.08,NA,A,A,C,NA
NS,2021.75,2021 Q4,Obtention de financement,0,0.071,0.09,0.047,A,A,C,B
NB,2021.75,2021 Q4,Obtention de financement,0.028999999999999998,0.085,0.045,NA,B,A,A,NA
QC,2021.75,2021 Q4,Obtention de financement,0.004,0.12300000000000001,0.262,0.025,A,A,C,A
ON,2021.75,2021 Q4,Obtention de financement,0.006999999999999999,0.122,0.07200000000000001,0.005,A,A,B,A
MB,2021.75,2021 Q4,Obtention de financement,0,0.09,0.044000000000000004,0.027999999999999997,A,A,A,A
SK,2021.75,2021 Q4,Obtention de financement,0.018000000000000002,0.065,0.034,0.004,A,A,A,A
AB,2021.75,2021 Q4,Obtention de financement,0.015,0.109,0.099,NA,A,A,E,NA
BC,2021.75,2021 Q4,Obtention de financement,0,0.07,0.033,0.083,A,A,B,D
YT,2021.75,2021 Q4,Obtention de financement,0,0.066,0.151,0,A,A,C,A
NT,2021.75,2021 Q4,Obtention de financement,0,0.078,0.21899999999999997,0.163,A,B,D,E
NU,2021.75,2021 Q4,Obtention de financement,0.09,0.073,0.193,0,C,B,D,A
CA,2021.75,2021 Q4,Pénurie d'espace ou d'équipement,0.147,0.085,0.122,0.034,E,A,B,A
NL,2021.75,2021 Q4,Pénurie d'espace ou d'équipement,0.035,0.063,0.107,0,B,A,C,A
PE,2021.75,2021 Q4,Pénurie d'espace ou d'équipement,0.16699999999999998,0.051,0.077,NA,D,A,B,NA
NS,2021.75,2021 Q4,Pénurie d'espace ou d'équipement,0,0.086,0.049,0.034,A,A,A,B
NB,2021.75,2021 Q4,Pénurie d'espace ou d'équipement,0.006,0.055999999999999994,0.078,0,A,A,B,A
QC,2021.75,2021 Q4,Pénurie d'espace ou d'équipement,NA,0.09300000000000001,0.303,0.121,NA,A,D,E
ON,2021.75,2021 Q4,Pénurie d'espace ou d'équipement,0.037000000000000005,0.08800000000000001,0.035,0.008,B,A,A,A
MB,2021.75,2021 Q4,Pénurie d'espace ou d'équipement,0.192,0.073,0.087,0.153,E,A,B,D
SK,2021.75,2021 Q4,Pénurie d'espace ou d'équipement,0.018000000000000002,0.083,0.05,0.004,A,A,B,A
AB,2021.75,2021 Q4,Pénurie d'espace ou d'équipement,0.025,0.075,0.081,0.02,A,A,B,A
BC,2021.75,2021 Q4,Pénurie d'espace ou d'équipement,0.016,0.084,0.091,0.001,A,A,C,A
YT,2021.75,2021 Q4,Pénurie d'espace ou d'équipement,0,0.057,0.209,0,A,A,D,A
NT,2021.75,2021 Q4,Pénurie d'espace ou d'équipement,NA,0.08900000000000001,0.336,0.031,NA,B,E,A
NU,2021.75,2021 Q4,Pénurie d'espace ou d'équipement,0.064,0.063,0.265,0,B,A,D,A
CA,2021.75,2021 Q4,Difficulté à attirer de nouveaux clients,0.036000000000000004,0.207,0.187,0.314,A,A,B,E
NL,2021.75,2021 Q4,Difficulté à attirer de nouveaux clients,0.063,0.193,0.163,0.14,B,A,D,C
PE,2021.75,2021 Q4,Difficulté à attirer de nouveaux clients,0,0.113,0.147,NA,A,A,C,NA
NS,2021.75,2021 Q4,Difficulté à attirer de nouveaux clients,NA,0.14800000000000002,0.111,0.047,NA,A,B,B
NB,2021.75,2021 Q4,Difficulté à attirer de nouveaux clients,0.011000000000000001,0.17,0.22899999999999998,0.138,A,A,C,E
QC,2021.75,2021 Q4,Difficulté à attirer de nouveaux clients,0.003,0.155,0.215,0.07400000000000001,A,A,D,B
ON,2021.75,2021 Q4,Difficulté à attirer de nouveaux clients,0.064,0.257,0.187,NA,B,B,D,NA
MB,2021.75,2021 Q4,Difficulté à attirer de nouveaux clients,0.023,0.154,0.146,0.059000000000000004,B,A,B,B
SK,2021.75,2021 Q4,Difficulté à attirer de nouveaux clients,0.003,0.18600000000000003,0.239,NA,A,A,D,NA
AB,2021.75,2021 Q4,Difficulté à attirer de nouveaux clients,0.054000000000000006,0.245,0.13699999999999998,NA,B,A,C,NA
BC,2021.75,2021 Q4,Difficulté à attirer de nouveaux clients,0.075,0.154,0.183,NA,C,A,D,NA
YT,2021.75,2021 Q4,Difficulté à attirer de nouveaux clients,NA,0.149,0.217,0,NA,B,D,A
NT,2021.75,2021 Q4,Difficulté à attirer de nouveaux clients,0.203,0.175,0.145,0.242,E,B,C,E
NU,2021.75,2021 Q4,Difficulté à attirer de nouveaux clients,0,0.11599999999999999,0.087,0.12,A,B,B,C
CA,2021.75,2021 Q4,Flux de trésorerie ou dette,0.01,0.2,0.188,0.165,A,A,B,D
NL,2021.75,2021 Q4,Flux de trésorerie ou dette,0,0.19399999999999998,0.08199999999999999,0.071,A,A,B,B
PE,2021.75,2021 Q4,Flux de trésorerie ou dette,0,0.139,0.115,0.059000000000000004,A,A,C,C
NS,2021.75,2021 Q4,Flux de trésorerie ou dette,0,0.183,0.11599999999999999,0.222,A,A,C,E
NB,2021.75,2021 Q4,Flux de trésorerie ou dette,0.028999999999999998,0.20199999999999999,0.14300000000000002,NA,B,A,D,NA
QC,2021.75,2021 Q4,Flux de trésorerie ou dette,0.004,0.14300000000000002,0.023,0,A,A,A,A
ON,2021.75,2021 Q4,Flux de trésorerie ou dette,0.019,0.22399999999999998,0.303,NA,A,A,E,NA
MB,2021.75,2021 Q4,Flux de trésorerie ou dette,0,0.166,0.08199999999999999,0.004,A,A,B,A
SK,2021.75,2021 Q4,Flux de trésorerie ou dette,0,0.25,0.183,0.02,A,B,D,A
AB,2021.75,2021 Q4,Flux de trésorerie ou dette,0.031,0.27399999999999997,0.27699999999999997,NA,B,A,E,NA
BC,2021.75,2021 Q4,Flux de trésorerie ou dette,0,0.153,0.248,0.001,A,A,D,A
YT,2021.75,2021 Q4,Flux de trésorerie ou dette,0,0.157,0.109,0,A,B,D,A
NT,2021.75,2021 Q4,Flux de trésorerie ou dette,0.131,0.107,0.278,0,E,B,E,A
NU,2021.75,2021 Q4,Flux de trésorerie ou dette,0,0.127,0.095,0.069,A,B,C,C
CA,2021.75,2021 Q4,Fluctuations in demand,0.021,0.221,0.095,0.106,A,A,A,C
NL,2021.75,2021 Q4,Fluctuations in demand,0.009000000000000001,0.22,0.045,0.047,A,B,A,B
PE,2021.75,2021 Q4,Fluctuations in demand,0,0.142,0.032,0.153,A,A,A,D
NS,2021.75,2021 Q4,Fluctuations in demand,0.257,0.198,0.133,0.03,E,A,B,B
NB,2021.75,2021 Q4,Fluctuations in demand,0.03,0.205,0.11900000000000001,NA,B,A,C,NA
QC,2021.75,2021 Q4,Fluctuations in demand,0.002,0.175,0.121,0.034,A,A,C,A
ON,2021.75,2021 Q4,Fluctuations in demand,0.053,0.24100000000000002,0.08800000000000001,0.013000000000000001,B,A,B,A
MB,2021.75,2021 Q4,Fluctuations in demand,0,0.179,0.114,NA,A,A,B,NA
SK,2021.75,2021 Q4,Fluctuations in demand,0.037000000000000005,0.19699999999999998,0.11,0.17300000000000001,B,A,B,E
AB,2021.75,2021 Q4,Fluctuations in demand,0.026000000000000002,0.26899999999999996,0.04,0.05,A,A,B,B
BC,2021.75,2021 Q4,Fluctuations in demand,0.013999999999999999,0.215,0.08,NA,A,A,B,NA
YT,2021.75,2021 Q4,Fluctuations in demand,0,0.184,0.156,0.39399999999999996,A,B,D,E
NT,2021.75,2021 Q4,Fluctuations in demand,0.131,0.11599999999999999,0.182,0,E,A,D,A
NU,2021.75,2021 Q4,Fluctuations in demand,0,0.145,0.015,0,A,B,A,A
CA,2021.75,2021 Q4,Augmentation de la concurrence,0.051,0.185,0.033,0.162,B,A,A,D
NL,2021.75,2021 Q4,Augmentation de la concurrence,0,0.188,0,0.01,A,B,A,A
PE,2021.75,2021 Q4,Augmentation de la concurrence,0,0.10300000000000001,0.040999999999999995,0.094,A,A,A,C
NS,2021.75,2021 Q4,Augmentation de la concurrence,0.213,0.146,0.048,0.013000000000000001,E,A,B,A
NB,2021.75,2021 Q4,Augmentation de la concurrence,0,0.13699999999999998,0.026000000000000002,0.036000000000000004,A,A,A,B
QC,2021.75,2021 Q4,Augmentation de la concurrence,0.001,0.11900000000000001,0.046,0.021,A,A,B,A
ON,2021.75,2021 Q4,Augmentation de la concurrence,NA,0.223,0.017,NA,NA,A,A,NA
MB,2021.75,2021 Q4,Augmentation de la concurrence,0,0.156,0.012,0.037000000000000005,A,A,A,B
SK,2021.75,2021 Q4,Augmentation de la concurrence,0.011000000000000001,0.154,0.063,0,A,A,B,A
AB,2021.75,2021 Q4,Augmentation de la concurrence,0,0.204,0.031,0.037000000000000005,A,A,A,B
BC,2021.75,2021 Q4,Augmentation de la concurrence,NA,0.191,0.055,NA,NA,A,C,NA
YT,2021.75,2021 Q4,Augmentation de la concurrence,0,0.156,0.07,0,A,B,C,A
NT,2021.75,2021 Q4,Augmentation de la concurrence,0,0.055,0.068,0,A,A,B,A
NU,2021.75,2021 Q4,Augmentation de la concurrence,0,0.124,0.146,0,A,B,E,A
CA,2021.75,2021 Q4,Insuffisance de la demande,0.12,0.153,0.05,0.012,E,A,A,A
NL,2021.75,2021 Q4,Insuffisance de la demande,0,0.17800000000000002,0.03,0.057999999999999996,A,B,A,B
PE,2021.75,2021 Q4,Insuffisance de la demande,0,0.07,0.055999999999999994,0.094,A,A,A,C
NS,2021.75,2021 Q4,Insuffisance de la demande,0.152,0.11900000000000001,0.142,0.03,D,A,C,B
NB,2021.75,2021 Q4,Insuffisance de la demande,0.006,0.134,0.059000000000000004,0.11800000000000001,A,A,A,E
QC,2021.75,2021 Q4,Insuffisance de la demande,NA,0.109,0.042,0.008,NA,A,A,A
ON,2021.75,2021 Q4,Insuffisance de la demande,0.013000000000000001,0.17300000000000001,0.06,0.001,A,A,B,A
MB,2021.75,2021 Q4,Insuffisance de la demande,0.023,0.121,0.10300000000000001,0.053,B,A,B,B
SK,2021.75,2021 Q4,Insuffisance de la demande,0.064,0.121,0.033,0.004,B,A,A,A
AB,2021.75,2021 Q4,Insuffisance de la demande,0.027000000000000003,0.212,0.019,0.011000000000000001,A,A,A,A
BC,2021.75,2021 Q4,Insuffisance de la demande,0,0.132,0.017,0.001,A,A,A,A
YT,2021.75,2021 Q4,Insuffisance de la demande,0,0.08199999999999999,0.005,0,A,A,A,A
NT,2021.75,2021 Q4,Insuffisance de la demande,0.203,0.105,0.008,0.08,E,A,A,B
NU,2021.75,2021 Q4,Insuffisance de la demande,0,0.047,0.03,0.12,A,A,A,C
CA,2021.75,2021 Q4,Maintien des stocks,0.157,0.195,0.023,0.08199999999999999,E,A,A,C
NL,2021.75,2021 Q4,Maintien des stocks,0.035,0.221,0.046,0,B,B,B,A
PE,2021.75,2021 Q4,Maintien des stocks,NA,0.145,0.013000000000000001,0.067,NA,A,A,C
NS,2021.75,2021 Q4,Maintien des stocks,0,0.218,0.043,0.03,A,A,B,B
NB,2021.75,2021 Q4,Maintien des stocks,0.025,0.19699999999999998,0.003,0,B,A,A,A
QC,2021.75,2021 Q4,Maintien des stocks,NA,0.171,0.006,0,NA,A,A,A
ON,2021.75,2021 Q4,Maintien des stocks,NA,0.21600000000000003,0.009000000000000001,0.008,NA,A,A,A
MB,2021.75,2021 Q4,Maintien des stocks,0.07200000000000001,0.19,0,0,D,A,A,A
SK,2021.75,2021 Q4,Maintien des stocks,0.005,0.23,0.025,0.004,A,B,A,A
AB,2021.75,2021 Q4,Maintien des stocks,0.095,0.17300000000000001,0.040999999999999995,0.055999999999999994,E,A,B,B
BC,2021.75,2021 Q4,Maintien des stocks,0.066,0.18600000000000003,0.092,NA,C,A,C,NA
YT,2021.75,2021 Q4,Maintien des stocks,0,0.146,0.142,0,A,B,D,A
NT,2021.75,2021 Q4,Maintien des stocks,0,0.124,0.055,0,A,B,B,A
NU,2021.75,2021 Q4,Maintien des stocks,0.064,0.109,0.085,0,B,B,B,A
CA,2021.75,2021 Q4,Acquisition d'intrants à l'étranger,0.155,0.185,0.042,0.012,E,A,A,A
NL,2021.75,2021 Q4,Acquisition d'intrants à l'étranger,0.055999999999999994,0.12300000000000001,0.043,0,C,A,B,A
PE,2021.75,2021 Q4,Acquisition d'intrants à l'étranger,0.091,0.142,0.024,0.067,C,A,A,C
NS,2021.75,2021 Q4,Acquisition d'intrants à l'étranger,0.044000000000000004,0.19,0.047,0,B,A,B,A
NB,2021.75,2021 Q4,Acquisition d'intrants à l'étranger,0.044000000000000004,0.15,0,0,B,A,A,A
QC,2021.75,2021 Q4,Acquisition d'intrants à l'étranger,NA,0.175,0.063,0.001,NA,A,C,A
ON,2021.75,2021 Q4,Acquisition d'intrants à l'étranger,NA,0.18100000000000002,0.012,0.02,NA,A,A,A
MB,2021.75,2021 Q4,Acquisition d'intrants à l'étranger,0.095,0.19399999999999998,0.028999999999999998,0.032,D,A,B,B
SK,2021.75,2021 Q4,Acquisition d'intrants à l'étranger,0,0.23199999999999998,0.055,0.012,A,A,B,A
AB,2021.75,2021 Q4,Acquisition d'intrants à l'étranger,0.11599999999999999,0.20600000000000002,0.111,0.034,E,A,D,B
BC,2021.75,2021 Q4,Acquisition d'intrants à l'étranger,0.01,0.188,0.038,0,A,A,B,A
YT,2021.75,2021 Q4,Acquisition d'intrants à l'étranger,0.048,0.107,0.013000000000000001,0,B,A,A,A
NT,2021.75,2021 Q4,Acquisition d'intrants à l'étranger,0,0.08900000000000001,0.008,0,A,A,A,A
NU,2021.75,2021 Q4,Acquisition d'intrants à l'étranger,0,0.102,0,0,A,B,A,A
CA,2021.75,2021 Q4,Défis liés à l'exportation,0.003,0.028999999999999998,0.002,0.003,A,A,A,A
NL,2021.75,2021 Q4,Défis liés à l'exportation,0,0.026000000000000002,0.004,0,A,A,A,A
PE,2021.75,2021 Q4,Défis liés à l'exportation,0,0.024,0.024,0,A,A,A,A
NS,2021.75,2021 Q4,Défis liés à l'exportation,0,0.015,0.004,0,A,A,A,A
NB,2021.75,2021 Q4,Défis liés à l'exportation,0,0.02,0,0,A,A,A,A
QC,2021.75,2021 Q4,Défis liés à l'exportation,0,0.027000000000000003,0.006,0.008,A,A,A,A
ON,2021.75,2021 Q4,Défis liés à l'exportation,0.006999999999999999,0.033,0,0,A,A,A,A
MB,2021.75,2021 Q4,Défis liés à l'exportation,0,0.035,0,0,A,A,A,A
SK,2021.75,2021 Q4,Défis liés à l'exportation,0,0.040999999999999995,0,0,A,A,A,A
AB,2021.75,2021 Q4,Défis liés à l'exportation,0.016,0.028999999999999998,0,0.013000000000000001,A,A,A,A
BC,2021.75,2021 Q4,Défis liés à l'exportation,0,0.022000000000000002,0.001,0,A,A,A,A
YT,2021.75,2021 Q4,Défis liés à l'exportation,0,0.01,0,0,A,A,A,A
NT,2021.75,2021 Q4,Défis liés à l'exportation,0,0.015,0,0,A,A,A,A
NU,2021.75,2021 Q4,Défis liés à l'exportation,0,0.012,0,0,A,A,A,A
CA,2021.75,2021 Q4,Aucun,0.37200000000000005,0.182,0.217,0.20800000000000002,E,A,B,C
NL,2021.75,2021 Q4,Aucun,0.179,0.215,0.45299999999999996,0.474,E,A,E,E
PE,2021.75,2021 Q4,Aucun,0.257,0.292,0.436,NA,E,B,D,NA
NS,2021.75,2021 Q4,Aucun,0.146,0.212,0.251,NA,C,A,C,NA
NB,2021.75,2021 Q4,Aucun,0.13,0.20800000000000002,0.187,0.031,E,A,C,B
QC,2021.75,2021 Q4,Aucun,NA,0.162,0.23399999999999999,NA,NA,A,D,NA
ON,2021.75,2021 Q4,Aucun,0.205,0.179,0.209,0.023,E,A,C,A
MB,2021.75,2021 Q4,Aucun,NA,0.212,0.26,0.132,NA,A,C,D
SK,2021.75,2021 Q4,Aucun,0.20600000000000002,0.146,0.244,NA,E,A,C,NA
AB,2021.75,2021 Q4,Aucun,NA,0.175,0.18899999999999997,NA,NA,A,D,NA
BC,2021.75,2021 Q4,Aucun,0.038,0.209,0.126,NA,B,A,C,NA
YT,2021.75,2021 Q4,Aucun,NA,0.293,0.175,0.606,NA,B,D,E
NT,2021.75,2021 Q4,Aucun,NA,0.242,0.222,NA,NA,B,C,NA
NU,2021.75,2021 Q4,Aucun,NA,0.20199999999999999,0.179,NA,NA,B,C,NA
CA,2022,2022 Q1,Recrutement d'employés qualifiés,0.505,0.386,0.363,0.313,D,A,B,C
NL,2022,2022 Q1,Recrutement d'employés qualifiés,0.172,0.289,0.237,NA,D,A,C,NA
PE,2022,2022 Q1,Recrutement d'employés qualifiés,0.159,0.35100000000000003,0.24,0.22399999999999998,C,A,C,D
NS,2022,2022 Q1,Recrutement d'employés qualifiés,0.762,0.336,0.213,0.249,E,A,B,D
NB,2022,2022 Q1,Recrutement d'employés qualifiés,0.09300000000000001,0.342,0.28800000000000003,NA,C,A,C,NA
QC,2022,2022 Q1,Recrutement d'employés qualifiés,0.382,0.49700000000000005,0.5760000000000001,0.39799999999999996,E,A,C,E
ON,2022,2022 Q1,Recrutement d'employés qualifiés,0.746,0.36200000000000004,0.207,0.33799999999999997,E,A,C,E
MB,2022,2022 Q1,Recrutement d'employés qualifiés,NA,0.33399999999999996,0.337,NA,NA,A,C,NA
SK,2022,2022 Q1,Recrutement d'employés qualifiés,0.768,0.335,0.295,0.402,E,A,C,E
AB,2022,2022 Q1,Recrutement d'employés qualifiés,NA,0.33,0.23600000000000002,0.17600000000000002,NA,A,D,E
BC,2022,2022 Q1,Recrutement d'employés qualifiés,NA,0.384,0.513,0.128,NA,A,D,D
YT,2022,2022 Q1,Recrutement d'employés qualifiés,NA,0.444,0.331,NA,NA,C,D,NA
NT,2022,2022 Q1,Recrutement d'employés qualifiés,NA,0.355,0.41200000000000003,0.19,NA,B,E,D
NU,2022,2022 Q1,Recrutement d'employés qualifiés,0.40399999999999997,0.47,0.308,0.124,E,B,C,B
CA,2022,2022 Q1,Augmentation des coûts liés aux intrants,0.287,0.517,0.32,0.315,D,A,B,C
NL,2022,2022 Q1,Augmentation des coûts liés aux intrants,0.24100000000000002,0.41200000000000003,0.23600000000000002,0.142,E,A,C,D
PE,2022,2022 Q1,Augmentation des coûts liés aux intrants,0.465,0.541,0.19,0.369,E,A,B,E
NS,2022,2022 Q1,Augmentation des coûts liés aux intrants,0.054000000000000006,0.46399999999999997,0.306,0.22399999999999998,B,A,C,D
NB,2022,2022 Q1,Augmentation des coûts liés aux intrants,NA,0.43799999999999994,0.249,0.086,NA,A,B,C
QC,2022,2022 Q1,Augmentation des coûts liés aux intrants,NA,0.445,0.272,0.319,NA,A,C,E
ON,2022,2022 Q1,Augmentation des coûts liés aux intrants,NA,0.555,0.395,0.166,NA,A,D,D
MB,2022,2022 Q1,Augmentation des coûts liés aux intrants,0.064,0.511,0.251,NA,C,A,C,NA
SK,2022,2022 Q1,Augmentation des coûts liés aux intrants,0.055,0.6,0.231,0.344,B,A,C,E
AB,2022,2022 Q1,Augmentation des coûts liés aux intrants,0.158,0.525,0.256,NA,E,A,C,NA
BC,2022,2022 Q1,Augmentation des coûts liés aux intrants,0.052000000000000005,0.521,0.386,NA,C,A,D,NA
YT,2022,2022 Q1,Augmentation des coûts liés aux intrants,NA,0.44,0.159,0.02,NA,B,C,A
NT,2022,2022 Q1,Augmentation des coûts liés aux intrants,0.102,0.29,0.24100000000000002,NA,D,B,E,NA
NU,2022,2022 Q1,Augmentation des coûts liés aux intrants,0.305,0.39799999999999996,0.258,0.243,E,B,C,E
CA,2022,2022 Q1,Coûts liés à l'assurance,0.318,0.361,0.307,0.177,D,A,B,B
NL,2022,2022 Q1,Coûts liés à l'assurance,0.14,0.374,0.235,NA,E,A,C,NA
PE,2022,2022 Q1,Coûts liés à l'assurance,0.172,0.301,0.094,0.22899999999999998,D,A,B,D
NS,2022,2022 Q1,Coûts liés à l'assurance,0.07400000000000001,0.33,0.22899999999999998,0.177,C,A,B,C
NB,2022,2022 Q1,Coûts liés à l'assurance,NA,0.301,0.285,0.04,NA,A,C,B
QC,2022,2022 Q1,Coûts liés à l'assurance,NA,0.287,0.353,0.10800000000000001,NA,A,D,C
ON,2022,2022 Q1,Coûts liés à l'assurance,NA,0.38799999999999996,0.261,0.066,NA,A,D,B
MB,2022,2022 Q1,Coûts liés à l'assurance,NA,0.298,0.24,0.032,NA,A,C,A
SK,2022,2022 Q1,Coûts liés à l'assurance,0,0.35700000000000004,0.23800000000000002,0.43200000000000005,A,A,C,E
AB,2022,2022 Q1,Coûts liés à l'assurance,0.09699999999999999,0.41200000000000003,0.525,NA,D,A,D,NA
BC,2022,2022 Q1,Coûts liés à l'assurance,NA,0.376,0.268,0.188,NA,A,C,E
YT,2022,2022 Q1,Coûts liés à l'assurance,0,0.32,0.171,0,A,B,C,A
NT,2022,2022 Q1,Coûts liés à l'assurance,0,0.258,0.10800000000000001,0.139,A,B,C,D
NU,2022,2022 Q1,Coûts liés à l'assurance,0,0.272,0.11599999999999999,0.177,A,B,C,E
CA,2022,2022 Q1,Pénurie de main-d'œuvre,0.48,0.375,0.293,0.243,D,A,B,C
NL,2022,2022 Q1,Pénurie de main-d'œuvre,0.14800000000000002,0.313,0.17,0.006,D,A,C,A
PE,2022,2022 Q1,Pénurie de main-d'œuvre,0.322,0.39299999999999996,0.217,0.13,E,A,C,C
NS,2022,2022 Q1,Pénurie de main-d'œuvre,NA,0.33,0.193,0.172,NA,A,C,C
NB,2022,2022 Q1,Pénurie de main-d'œuvre,0.125,0.336,0.177,NA,D,A,B,NA
QC,2022,2022 Q1,Pénurie de main-d'œuvre,NA,0.512,0.512,0.405,NA,A,D,E
ON,2022,2022 Q1,Pénurie de main-d'œuvre,0.7559999999999999,0.355,0.203,0.191,E,A,C,D
MB,2022,2022 Q1,Pénurie de main-d'œuvre,0.742,0.32299999999999995,0.303,0.022000000000000002,E,A,C,A
SK,2022,2022 Q1,Pénurie de main-d'œuvre,NA,0.271,0.261,0.29,NA,A,C,E
AB,2022,2022 Q1,Pénurie de main-d'œuvre,0.113,0.278,0.122,0.174,D,A,B,E
BC,2022,2022 Q1,Pénurie de main-d'œuvre,NA,0.373,0.314,0.139,NA,A,C,D
YT,2022,2022 Q1,Pénurie de main-d'œuvre,NA,0.46799999999999997,0.369,NA,NA,C,D,NA
NT,2022,2022 Q1,Pénurie de main-d'œuvre,0.294,0.39899999999999997,0.32299999999999995,0.09,E,B,E,B
NU,2022,2022 Q1,Pénurie de main-d'œuvre,0.365,0.451,0.27699999999999997,0.066,E,B,C,B
CA,2022,2022 Q1,Conservation d'employés qualifiés,0.285,0.303,0.32299999999999995,0.33299999999999996,C,A,B,C
NL,2022,2022 Q1,Conservation d'employés qualifiés,0.105,0.256,0.172,NA,C,A,C,NA
PE,2022,2022 Q1,Conservation d'employés qualifiés,0.106,0.26,0.147,0.21600000000000003,C,A,B,D
NS,2022,2022 Q1,Conservation d'employés qualifiés,0.02,0.263,0.183,0.222,A,A,B,D
NB,2022,2022 Q1,Conservation d'employés qualifiés,0.059000000000000004,0.275,0.193,0.12300000000000001,C,A,B,C
QC,2022,2022 Q1,Conservation d'employés qualifiés,0.239,0.32,0.528,0.573,E,A,D,E
ON,2022,2022 Q1,Conservation d'employés qualifiés,NA,0.32,0.275,0.19,NA,A,C,E
MB,2022,2022 Q1,Conservation d'employés qualifiés,NA,0.23199999999999998,0.225,0.053,NA,A,B,B
SK,2022,2022 Q1,Conservation d'employés qualifiés,NA,0.244,0.155,0.242,NA,A,B,E
AB,2022,2022 Q1,Conservation d'employés qualifiés,0.139,0.264,0.273,NA,E,A,D,NA
BC,2022,2022 Q1,Conservation d'employés qualifiés,NA,0.311,0.32,0.107,NA,A,D,C
YT,2022,2022 Q1,Conservation d'employés qualifiés,0.18899999999999997,0.324,0.26,NA,E,B,C,NA
NT,2022,2022 Q1,Conservation d'employés qualifiés,NA,0.243,0.253,NA,NA,B,D,NA
NU,2022,2022 Q1,Conservation d'employés qualifiés,0.38799999999999996,0.419,0.195,0.266,E,B,C,E
CA,2022,2022 Q1,Coûts liés au transport,0.192,0.36200000000000004,0.13,0.162,C,A,B,B
NL,2022,2022 Q1,Coûts liés au transport,0.06,0.31,0.121,NA,B,A,B,NA
PE,2022,2022 Q1,Coûts liés au transport,0.07200000000000001,0.348,0.086,0.293,B,A,B,E
NS,2022,2022 Q1,Coûts liés au transport,NA,0.301,0.013999999999999999,0.07200000000000001,NA,A,A,B
NB,2022,2022 Q1,Coûts liés au transport,0.028999999999999998,0.318,0.11900000000000001,0.06,A,A,B,B
QC,2022,2022 Q1,Coûts liés au transport,0.155,0.342,0.154,0.252,E,A,C,E
ON,2022,2022 Q1,Coûts liés au transport,0.149,0.36200000000000004,0.179,0.019,E,A,D,A
MB,2022,2022 Q1,Coûts liés au transport,NA,0.361,0.012,0.009000000000000001,NA,A,A,A
SK,2022,2022 Q1,Coûts liés au transport,0.028999999999999998,0.425,0.078,0.42200000000000004,B,A,B,E
AB,2022,2022 Q1,Coûts liés au transport,NA,0.396,0.07,NA,NA,A,B,NA
BC,2022,2022 Q1,Coûts liés au transport,NA,0.364,0.14300000000000002,0.069,NA,A,C,C
YT,2022,2022 Q1,Coûts liés au transport,NA,0.27,0.095,0,NA,B,C,A
