geoAbb,seriesDate,dateLabel,item2,GovAgency,Business,CommNPO,BusNPO,GovAgencyStat,BusinessStat,CommNPOStat,BusNPOStat
MB,2022,2022 Q1,A suffisamment de liquidités,0,0.78,0.882,0.951,NA,A,B,B
MB,2022,2022 Q1,Pourra avoir accès à suffisamment de liquidités,0,0.014,0.01,0,A,A,A,A
MB,2022,2022 Q1,Ne pourra pas avoir accès à suffisamment de liquidités,0,0.014,0,0.046,A,A,A,B
MB,2022,2022 Q1,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0.021,0.039,0.013,0,A,A,A,A
MB,2022,2022 Q1,Statut des liquidités inconnu,0,0.154,0.095,0.004,NA,A,B,A
SK,2022,2022 Q1,A suffisamment de liquidités,0,0.77,0.9,0.859,NA,A,B,E
SK,2022,2022 Q1,Pourra avoir accès à suffisamment de liquidités,0,0.029,0.001,0,A,A,A,A
SK,2022,2022 Q1,Ne pourra pas avoir accès à suffisamment de liquidités,0,0.02,0.008,0,A,A,A,A
SK,2022,2022 Q1,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0.022,0.026,0.004,0.132,A,A,A,E
SK,2022,2022 Q1,Statut des liquidités inconnu,0,0.154,0.087,0.009,NA,A,B,A
AB,2022,2022 Q1,A suffisamment de liquidités,1,0.768,0.95,0.91,A,A,B,D
AB,2022,2022 Q1,Pourra avoir accès à suffisamment de liquidités,0,0.027,0.03,0,A,A,B,A
AB,2022,2022 Q1,Ne pourra pas avoir accès à suffisamment de liquidités,0,0.019,0,0,A,A,A,A
AB,2022,2022 Q1,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0.057,0.002,0.09,A,A,A,D
AB,2022,2022 Q1,Statut des liquidités inconnu,0,0.129,0.018,0,A,A,A,A
BC,2022,2022 Q1,A suffisamment de liquidités,0.949,0.74,0.813,0.964,C,A,C,B
BC,2022,2022 Q1,Pourra avoir accès à suffisamment de liquidités,0,0.024,0.073,0,A,A,B,A
BC,2022,2022 Q1,Ne pourra pas avoir accès à suffisamment de liquidités,0,0.025,0.022,0,A,A,A,A
BC,2022,2022 Q1,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0.064,0.003,0,A,A,A,A
BC,2022,2022 Q1,Statut des liquidités inconnu,0.051,0.147,0.089,0.036,C,A,B,B
YT,2022,2022 Q1,A suffisamment de liquidités,0,0.774,0.958,1,NA,B,A,A
YT,2022,2022 Q1,Pourra avoir accès à suffisamment de liquidités,0,0.016,0,0,A,A,A,A
YT,2022,2022 Q1,Ne pourra pas avoir accès à suffisamment de liquidités,0,0.03,0,0,A,A,A,A
YT,2022,2022 Q1,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0.057,0.022,0,A,B,A,A
YT,2022,2022 Q1,Statut des liquidités inconnu,0,0.122,0.02,0,NA,B,A,A
NT,2022,2022 Q1,A suffisamment de liquidités,0.795,0.776,0.819,0,E,B,E,NA
NT,2022,2022 Q1,Pourra avoir accès à suffisamment de liquidités,0,0.013,0,0,A,A,A,A
NT,2022,2022 Q1,Ne pourra pas avoir accès à suffisamment de liquidités,0,0.01,0.048,0,A,A,B,NA
NT,2022,2022 Q1,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0.034,0.133,0.028,A,A,E,A
NT,2022,2022 Q1,Statut des liquidités inconnu,0.205,0.167,0,0,E,B,A,A
NU,2022,2022 Q1,A suffisamment de liquidités,0.757,0.854,0.986,1,E,B,A,A
NU,2022,2022 Q1,Pourra avoir accès à suffisamment de liquidités,0,0.034,0,0,A,A,A,A
NU,2022,2022 Q1,Ne pourra pas avoir accès à suffisamment de liquidités,0,0,0,0,A,A,A,A
NU,2022,2022 Q1,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0.132,0.013,0,0,E,A,A,A
NU,2022,2022 Q1,Statut des liquidités inconnu,0.111,0.099,0.014,0,D,B,A,A
CA,2022.75,2022 Q4,A suffisamment de liquidités,0.839,0.761,0.916,0.945,C,A,A,A
CA,2022.75,2022 Q4,Pourra avoir accès à suffisamment de liquidités,0.001,0.051,0.009,0.008,A,A,A,A
CA,2022.75,2022 Q4,Ne pourra pas avoir accès à suffisamment de liquidités,0.007,0.024,0.007,0.017,A,A,A,A
CA,2022.75,2022 Q4,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0.003,0.039,0.017,0.01,A,A,A,A
CA,2022.75,2022 Q4,Statut des liquidités inconnu,0.149,0.124,0.051,0.02,B,A,A,A
NL,2022.75,2022 Q4,A suffisamment de liquidités,0.936,0.738,0.934,0.898,B,B,A,B
NL,2022.75,2022 Q4,Pourra avoir accès à suffisamment de liquidités,0,0.047,0.003,0.028,A,A,A,A
NL,2022.75,2022 Q4,Ne pourra pas avoir accès à suffisamment de liquidités,0,0.02,0.006,0.028,A,A,A,A
NL,2022.75,2022 Q4,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0.024,0.014,0,A,A,A,A
NL,2022.75,2022 Q4,Statut des liquidités inconnu,0.064,0.171,0.043,0.046,B,A,A,B
PE,2022.75,2022 Q4,A suffisamment de liquidités,1,0.822,0.836,0.989,A,A,C,A
PE,2022.75,2022 Q4,Pourra avoir accès à suffisamment de liquidités,0,0.033,0.089,0,A,A,C,A
PE,2022.75,2022 Q4,Ne pourra pas avoir accès à suffisamment de liquidités,0,0.009,0,0,A,A,A,A
PE,2022.75,2022 Q4,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0.034,0.011,0,A,A,A,A
PE,2022.75,2022 Q4,Statut des liquidités inconnu,0,0.103,0.065,0.011,A,A,B,A
NS,2022.75,2022 Q4,A suffisamment de liquidités,0.902,0.764,0.937,0.98,D,A,A,A
NS,2022.75,2022 Q4,Pourra avoir accès à suffisamment de liquidités,0,0.042,0.006,0,A,A,A,A
NS,2022.75,2022 Q4,Ne pourra pas avoir accès à suffisamment de liquidités,0,0.026,0.003,0,A,A,A,A
NS,2022.75,2022 Q4,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0.027,0.011,0,A,A,A,A
NS,2022.75,2022 Q4,Statut des liquidités inconnu,0.098,0.141,0.043,0.02,D,A,A,A
NB,2022.75,2022 Q4,A suffisamment de liquidités,0,0.777,0.937,0.774,NA,A,A,E
NB,2022.75,2022 Q4,Pourra avoir accès à suffisamment de liquidités,0,0.016,0.016,0.028,A,A,A,A
NB,2022.75,2022 Q4,Ne pourra pas avoir accès à suffisamment de liquidités,0.024,0.022,0.014,0,A,A,A,A
NB,2022.75,2022 Q4,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0.036,0.013,0,A,A,A,A
NB,2022.75,2022 Q4,Statut des liquidités inconnu,0,0.149,0.021,0.198,NA,A,A,E
QC,2022.75,2022 Q4,A suffisamment de liquidités,0.991,0.804,0.956,0.981,A,A,A,A
QC,2022.75,2022 Q4,Pourra avoir accès à suffisamment de liquidités,0,0.051,0.005,0.002,A,A,A,A
QC,2022.75,2022 Q4,Ne pourra pas avoir accès à suffisamment de liquidités,0,0.015,0.005,0,A,A,A,A
QC,2022.75,2022 Q4,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0.002,0.032,0.004,0.001,A,A,A,A
QC,2022.75,2022 Q4,Statut des liquidités inconnu,0.007,0.098,0.031,0.015,A,A,A,A
ON,2022.75,2022 Q4,A suffisamment de liquidités,0.922,0.744,0.918,0.939,C,A,A,B
ON,2022.75,2022 Q4,Pourra avoir accès à suffisamment de liquidités,0.004,0.059,0.01,0.016,A,A,A,A
ON,2022.75,2022 Q4,Ne pourra pas avoir accès à suffisamment de liquidités,0.005,0.021,0.005,0.007,A,A,A,A
ON,2022.75,2022 Q4,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0.04,0.013,0.03,A,A,A,A
ON,2022.75,2022 Q4,Statut des liquidités inconnu,0.069,0.137,0.054,0.008,B,A,A,A
MB,2022.75,2022 Q4,A suffisamment de liquidités,0,0.767,0.901,0.93,NA,A,B,C
MB,2022.75,2022 Q4,Pourra avoir accès à suffisamment de liquidités,0,0.044,0.004,0.004,A,A,A,A
MB,2022.75,2022 Q4,Ne pourra pas avoir accès à suffisamment de liquidités,0.014,0.022,0,0.004,A,A,A,A
MB,2022.75,2022 Q4,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0.044,0.024,0.001,0,B,A,A,A
MB,2022.75,2022 Q4,Statut des liquidités inconnu,0,0.143,0.094,0.063,NA,A,B,B
SK,2022.75,2022 Q4,A suffisamment de liquidités,0.827,0.752,0.925,0.985,D,A,B,A
SK,2022.75,2022 Q4,Pourra avoir accès à suffisamment de liquidités,0,0.04,0.003,0,A,A,A,A
SK,2022.75,2022 Q4,Ne pourra pas avoir accès à suffisamment de liquidités,0,0.017,0.018,0.013,A,A,A,A
SK,2022.75,2022 Q4,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0.041,0.029,0.003,A,A,A,A
SK,2022.75,2022 Q4,Statut des liquidités inconnu,0.173,0.15,0.026,0,D,A,A,A
AB,2022.75,2022 Q4,A suffisamment de liquidités,0,0.766,0.838,0.851,NA,A,C,E
AB,2022.75,2022 Q4,Pourra avoir accès à suffisamment de liquidités,0,0.049,0.018,0.007,A,A,A,A
AB,2022.75,2022 Q4,Ne pourra pas avoir accès à suffisamment de liquidités,0,0.042,0,0.133,A,A,A,E
AB,2022.75,2022 Q4,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0.049,0.084,0,A,A,C,A
AB,2022.75,2022 Q4,Statut des liquidités inconnu,0,0.094,0.06,0.01,NA,A,A,A
BC,2022.75,2022 Q4,A suffisamment de liquidités,0,0.743,0.905,0.982,NA,A,B,A
BC,2022.75,2022 Q4,Pourra avoir accès à suffisamment de liquidités,0,0.041,0.004,0.001,A,A,A,A
BC,2022.75,2022 Q4,Ne pourra pas avoir accès à suffisamment de liquidités,0.077,0.033,0.022,0.005,C,A,A,A
BC,2022.75,2022 Q4,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0.045,0.003,0.008,A,A,A,A
BC,2022.75,2022 Q4,Statut des liquidités inconnu,0,0.138,0.066,0.003,NA,A,B,A
YT,2022.75,2022 Q4,A suffisamment de liquidités,0.883,0.729,0.907,1,D,B,C,A
YT,2022.75,2022 Q4,Pourra avoir accès à suffisamment de liquidités,0,0.075,0,0,A,B,A,A
YT,2022.75,2022 Q4,Ne pourra pas avoir accès à suffisamment de liquidités,0,0.035,0.012,0,A,A,A,A
YT,2022.75,2022 Q4,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0.023,0.081,0,A,A,B,A
YT,2022.75,2022 Q4,Statut des liquidités inconnu,0.117,0.139,0,0,D,B,A,A
NT,2022.75,2022 Q4,A suffisamment de liquidités,0.971,0.904,0.752,0.973,A,A,D,A
NT,2022.75,2022 Q4,Pourra avoir accès à suffisamment de liquidités,0,0.012,0,0,A,A,A,A
NT,2022.75,2022 Q4,Ne pourra pas avoir accès à suffisamment de liquidités,0,0,0.102,0.027,A,A,D,A
NT,2022.75,2022 Q4,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0.02,0,0,A,A,A,A
NT,2022.75,2022 Q4,Statut des liquidités inconnu,0.029,0.064,0.147,0,A,A,D,A
NU,2022.75,2022 Q4,A suffisamment de liquidités,0,0.848,0.94,0.966,NA,B,B,A
NU,2022.75,2022 Q4,Pourra avoir accès à suffisamment de liquidités,0,0.02,0,0,A,A,A,A
NU,2022.75,2022 Q4,Ne pourra pas avoir accès à suffisamment de liquidités,0,0.018,0,0,A,A,A,A
NU,2022.75,2022 Q4,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0,0,0,A,A,A,A
NU,2022.75,2022 Q4,Statut des liquidités inconnu,0,0.114,0.06,0.034,NA,B,B,A
CA,2023,2023 Q1,A suffisamment de liquidités,0.728,0.762,0.879,0.927,D,A,B,A
CA,2023,2023 Q1,Pourra avoir accès à suffisamment de liquidités,0,0.031,0.031,0.016,A,A,A,A
CA,2023,2023 Q1,Ne pourra pas avoir accès à suffisamment de liquidités,0.001,0.037,0.006,0.016,A,A,A,A
CA,2023,2023 Q1,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0.002,0.039,0.013,0.002,A,A,A,A
CA,2023,2023 Q1,Statut des liquidités inconnu,0.27,0.131,0.071,0.039,D,A,A,A
NL,2023,2023 Q1,A suffisamment de liquidités,0.807,0.762,0.842,0.863,E,A,C,D
NL,2023,2023 Q1,Pourra avoir accès à suffisamment de liquidités,0,0.029,0.044,0,A,A,B,A
NL,2023,2023 Q1,Ne pourra pas avoir accès à suffisamment de liquidités,0,0.016,0.004,0.049,A,A,A,B
NL,2023,2023 Q1,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0.02,0.012,0,A,A,A,A
NL,2023,2023 Q1,Statut des liquidités inconnu,0.193,0.174,0.099,0.088,E,A,B,C
PE,2023,2023 Q1,A suffisamment de liquidités,0.826,0.802,0.946,0.773,E,A,A,E
PE,2023,2023 Q1,Pourra avoir accès à suffisamment de liquidités,0,0.029,0,0,A,A,A,A
PE,2023,2023 Q1,Ne pourra pas avoir accès à suffisamment de liquidités,0,0.012,0,0,A,A,A,A
PE,2023,2023 Q1,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0.174,0.013,0,0,E,A,A,A
PE,2023,2023 Q1,Statut des liquidités inconnu,0,0.144,0.054,0.227,A,A,A,E
NS,2023,2023 Q1,A suffisamment de liquidités,0.891,0.794,0.905,0.828,D,A,B,E
NS,2023,2023 Q1,Pourra avoir accès à suffisamment de liquidités,0,0.031,0.059,0,A,A,B,A
NS,2023,2023 Q1,Ne pourra pas avoir accès à suffisamment de liquidités,0,0.017,0.003,0.003,A,A,A,A
NS,2023,2023 Q1,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0.029,0,0,A,A,A,A
NS,2023,2023 Q1,Statut des liquidités inconnu,0.109,0.129,0.033,0.169,D,A,A,E
NB,2023,2023 Q1,A suffisamment de liquidités,0,0.768,0.912,0.975,NA,A,B,A
NB,2023,2023 Q1,Pourra avoir accès à suffisamment de liquidités,0,0.03,0.006,0,A,A,A,A
NB,2023,2023 Q1,Ne pourra pas avoir accès à suffisamment de liquidités,0,0.027,0,0,A,A,A,A
NB,2023,2023 Q1,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0.045,0.005,0.007,A,A,A,A
NB,2023,2023 Q1,Statut des liquidités inconnu,0,0.131,0.077,0.018,NA,A,B,A
QC,2023,2023 Q1,A suffisamment de liquidités,0.876,0.821,0.889,0.926,D,A,B,C
QC,2023,2023 Q1,Pourra avoir accès à suffisamment de liquidités,0,0.028,0.007,0.051,A,A,A,B
QC,2023,2023 Q1,Ne pourra pas avoir accès à suffisamment de liquidités,0,0.032,0.017,0.018,A,A,A,A
QC,2023,2023 Q1,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0.035,0.025,0.003,A,A,A,A
QC,2023,2023 Q1,Statut des liquidités inconnu,0.124,0.084,0.062,0.002,D,A,B,A
ON,2023,2023 Q1,A suffisamment de liquidités,0.765,0.719,0.858,0.945,E,A,C,B
ON,2023,2023 Q1,Pourra avoir accès à suffisamment de liquidités,0,0.037,0.06,0,A,A,B,A
ON,2023,2023 Q1,Ne pourra pas avoir accès à suffisamment de liquidités,0,0.048,0.001,0,A,A,A,A
ON,2023,2023 Q1,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0.036,0.006,0,A,A,A,A
ON,2023,2023 Q1,Statut des liquidités inconnu,0.235,0.161,0.076,0.055,E,A,B,B
MB,2023,2023 Q1,A suffisamment de liquidités,0.966,0.814,0.919,0,A,A,B,NA
MB,2023,2023 Q1,Pourra avoir accès à suffisamment de liquidités,0,0.022,0.001,0.024,A,A,A,B
MB,2023,2023 Q1,Ne pourra pas avoir accès à suffisamment de liquidités,0.034,0.023,0.008,0,A,A,A,NA
MB,2023,2023 Q1,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0.039,0.004,0,A,A,A,A
MB,2023,2023 Q1,Statut des liquidités inconnu,0,0.101,0.068,0.118,A,A,B,E
SK,2023,2023 Q1,A suffisamment de liquidités,0.989,0.77,0.879,0.993,A,A,C,A
SK,2023,2023 Q1,Pourra avoir accès à suffisamment de liquidités,0,0.027,0.005,0,A,A,A,A
SK,2023,2023 Q1,Ne pourra pas avoir accès à suffisamment de liquidités,0,0.029,0.012,0,A,A,A,A
SK,2023,2023 Q1,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0.029,0.019,0,A,A,A,A
SK,2023,2023 Q1,Statut des liquidités inconnu,0.011,0.145,0.084,0.007,A,A,B,A
AB,2023,2023 Q1,A suffisamment de liquidités,0.984,0.792,0.925,0.927,A,A,B,C
AB,2023,2023 Q1,Pourra avoir accès à suffisamment de liquidités,0,0.038,0.002,0.002,A,A,A,A
AB,2023,2023 Q1,Ne pourra pas avoir accès à suffisamment de liquidités,0.016,0.025,0.007,0.001,A,A,A,A
AB,2023,2023 Q1,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0.037,0.028,0.015,A,A,B,A
AB,2023,2023 Q1,Statut des liquidités inconnu,0,0.109,0.039,0.055,A,A,A,B
BC,2023,2023 Q1,A suffisamment de liquidités,0,0.739,0.864,0.993,NA,A,C,A
BC,2023,2023 Q1,Pourra avoir accès à suffisamment de liquidités,0,0.016,0.024,0,A,A,A,A
BC,2023,2023 Q1,Ne pourra pas avoir accès à suffisamment de liquidités,0,0.04,0.002,0.001,A,A,A,A
BC,2023,2023 Q1,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0.06,0.013,0,A,A,A,A
BC,2023,2023 Q1,Statut des liquidités inconnu,0,0.145,0.096,0.006,NA,A,B,A
YT,2023,2023 Q1,A suffisamment de liquidités,1,0.861,0.975,1,A,B,A,A
YT,2023,2023 Q1,Pourra avoir accès à suffisamment de liquidités,0,0.028,0.025,0,A,A,A,A
YT,2023,2023 Q1,Ne pourra pas avoir accès à suffisamment de liquidités,0,0.002,0,0,A,A,A,A
YT,2023,2023 Q1,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0.032,0,0,A,A,A,A
YT,2023,2023 Q1,Statut des liquidités inconnu,0,0.077,0,0,A,A,A,A
NT,2023,2023 Q1,A suffisamment de liquidités,0.943,0.852,0.951,1,C,B,A,A
NT,2023,2023 Q1,Pourra avoir accès à suffisamment de liquidités,0,0.013,0,0,A,A,A,A
NT,2023,2023 Q1,Ne pourra pas avoir accès à suffisamment de liquidités,0,0.006,0.008,0,A,A,A,A
NT,2023,2023 Q1,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0.041,0.008,0,A,B,A,A
NT,2023,2023 Q1,Statut des liquidités inconnu,0.057,0.088,0.033,0,C,A,A,A
NU,2023,2023 Q1,A suffisamment de liquidités,0.556,0.849,0.94,1,E,B,B,A
NU,2023,2023 Q1,Pourra avoir accès à suffisamment de liquidités,0,0.047,0,0,A,B,A,A
NU,2023,2023 Q1,Ne pourra pas avoir accès à suffisamment de liquidités,0,0.009,0,0,A,A,A,A
NU,2023,2023 Q1,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0,0,0,A,A,A,A
NU,2023,2023 Q1,Statut des liquidités inconnu,0.444,0.095,0.06,0,E,A,B,A
CA,2023.25,2023 Q2,A suffisamment de liquidités,0.704,0.792,0.916,0.913,E,A,A,B
CA,2023.25,2023 Q2,Pourra avoir accès à suffisamment de liquidités,0.001,0.029,0.023,0.038,A,A,A,B
CA,2023.25,2023 Q2,Ne pourra pas avoir accès à suffisamment de liquidités,0.005,0.019,0.007,0.01,A,A,A,A
CA,2023.25,2023 Q2,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0.017,0.023,0.008,0.004,A,A,A,A
CA,2023.25,2023 Q2,Statut des liquidités inconnu,0.273,0.136,0.046,0.035,E,A,A,A
NL,2023.25,2023 Q2,A suffisamment de liquidités,0.922,0.748,0.839,0.951,C,B,C,B
NL,2023.25,2023 Q2,Pourra avoir accès à suffisamment de liquidités,0.035,0.016,0.126,0,B,A,C,A
NL,2023.25,2023 Q2,Ne pourra pas avoir accès à suffisamment de liquidités,0,0.006,0.005,0,A,A,A,A
NL,2023.25,2023 Q2,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0.015,0.023,0.009,0,A,A,A,A
NL,2023.25,2023 Q2,Statut des liquidités inconnu,0.027,0.207,0.021,0.049,A,B,A,B
PE,2023.25,2023 Q2,A suffisamment de liquidités,0.975,0.847,0.927,0.834,A,A,B,D
PE,2023.25,2023 Q2,Pourra avoir accès à suffisamment de liquidités,0,0.025,0.02,0,A,A,A,A
PE,2023.25,2023 Q2,Ne pourra pas avoir accès à suffisamment de liquidités,0,0.013,0,0,A,A,A,A
PE,2023.25,2023 Q2,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0.015,0.039,0.019,A,A,A,A
PE,2023.25,2023 Q2,Statut des liquidités inconnu,0.025,0.101,0.014,0.146,A,A,A,C
NS,2023.25,2023 Q2,A suffisamment de liquidités,0,0.82,0.956,0.772,NA,A,A,E
NS,2023.25,2023 Q2,Pourra avoir accès à suffisamment de liquidités,0,0.017,0.014,0.079,A,A,A,D
NS,2023.25,2023 Q2,Ne pourra pas avoir accès à suffisamment de liquidités,0,0.018,0,0.041,A,A,A,B
NS,2023.25,2023 Q2,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0.016,0.001,0.083,A,A,A,D
NS,2023.25,2023 Q2,Statut des liquidités inconnu,0,0.129,0.029,0.025,NA,A,A,A
NB,2023.25,2023 Q2,A suffisamment de liquidités,0.954,0.797,0.779,0.972,B,A,D,A
NB,2023.25,2023 Q2,Pourra avoir accès à suffisamment de liquidités,0,0.048,0.001,0.007,A,A,A,A
NB,2023.25,2023 Q2,Ne pourra pas avoir accès à suffisamment de liquidités,0,0.006,0.074,0,A,A,C,A
NB,2023.25,2023 Q2,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0.022,0.07,0,A,A,C,A
NB,2023.25,2023 Q2,Statut des liquidités inconnu,0.046,0.128,0.076,0.02,B,A,B,A
QC,2023.25,2023 Q2,A suffisamment de liquidités,0.784,0.805,0.949,0.961,E,A,B,A
QC,2023.25,2023 Q2,Pourra avoir accès à suffisamment de liquidités,0,0.037,0.024,0.001,A,A,A,A
QC,2023.25,2023 Q2,Ne pourra pas avoir accès à suffisamment de liquidités,0.031,0.013,0.001,0.005,B,A,A,A
QC,2023.25,2023 Q2,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0.023,0.016,0.004,A,A,A,A
QC,2023.25,2023 Q2,Statut des liquidités inconnu,0.185,0.123,0.011,0.028,E,A,A,A
ON,2023.25,2023 Q2,A suffisamment de liquidités,0,0.79,0.917,0.902,NA,A,B,C
ON,2023.25,2023 Q2,Pourra avoir accès à suffisamment de liquidités,0,0.024,0.031,0.073,A,A,A,C
ON,2023.25,2023 Q2,Ne pourra pas avoir accès à suffisamment de liquidités,0.003,0.022,0.001,0.017,A,A,A,A
ON,2023.25,2023 Q2,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0.022,0.002,0,A,A,A,A
ON,2023.25,2023 Q2,Statut des liquidités inconnu,0,0.142,0.051,0.008,NA,A,A,A
MB,2023.25,2023 Q2,A suffisamment de liquidités,0,0.723,0.825,0.856,NA,B,C,E
MB,2023.25,2023 Q2,Pourra avoir accès à suffisamment de liquidités,0.011,0.011,0.025,0,A,A,A,A
MB,2023.25,2023 Q2,Ne pourra pas avoir accès à suffisamment de liquidités,0,0.038,0.029,0,A,A,B,A
MB,2023.25,2023 Q2,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0.023,0.002,0,A,A,A,A
MB,2023.25,2023 Q2,Statut des liquidités inconnu,0,0.206,0.118,0.144,NA,A,B,E
SK,2023.25,2023 Q2,A suffisamment de liquidités,0,0.738,0.798,0,NA,B,D,NA
SK,2023.25,2023 Q2,Pourra avoir accès à suffisamment de liquidités,0,0.02,0.005,0,A,A,A,A
SK,2023.25,2023 Q2,Ne pourra pas avoir accès à suffisamment de liquidités,0,0.011,0,0,A,A,A,A
SK,2023.25,2023 Q2,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0.044,0.017,0,A,A,A,A
SK,2023.25,2023 Q2,Statut des liquidités inconnu,0,0.188,0.179,0,NA,A,D,NA
AB,2023.25,2023 Q2,A suffisamment de liquidités,0.979,0.806,0.92,0.926,A,A,B,B
AB,2023.25,2023 Q2,Pourra avoir accès à suffisamment de liquidités,0,0.024,0.003,0,A,A,A,A
AB,2023.25,2023 Q2,Ne pourra pas avoir accès à suffisamment de liquidités,0,0.026,0.021,0.004,A,A,A,A
AB,2023.25,2023 Q2,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0.003,0.02,0.002,0.021,A,A,A,A
AB,2023.25,2023 Q2,Statut des liquidités inconnu,0.019,0.124,0.055,0.048,A,A,B,B
BC,2023.25,2023 Q2,A suffisamment de liquidités,0,0.792,0.97,0.966,NA,A,A,A
BC,2023.25,2023 Q2,Pourra avoir accès à suffisamment de liquidités,0,0.042,0.021,0,A,A,A,A
BC,2023.25,2023 Q2,Ne pourra pas avoir accès à suffisamment de liquidités,0,0.014,0,0,A,A,A,A
BC,2023.25,2023 Q2,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0.029,0.001,0,NA,A,A,A
BC,2023.25,2023 Q2,Statut des liquidités inconnu,0.056,0.123,0.008,0.034,C,A,A,A
YT,2023.25,2023 Q2,A suffisamment de liquidités,0,0.778,0.928,0,NA,C,B,NA
YT,2023.25,2023 Q2,Pourra avoir accès à suffisamment de liquidités,0,0.028,0,0,A,A,A,A
YT,2023.25,2023 Q2,Ne pourra pas avoir accès à suffisamment de liquidités,0,0.002,0,0,A,A,A,A
YT,2023.25,2023 Q2,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0.035,0,0,A,A,A,A
YT,2023.25,2023 Q2,Statut des liquidités inconnu,0,0.157,0.072,0,NA,B,B,NA
NT,2023.25,2023 Q2,A suffisamment de liquidités,0.978,0.797,0.817,0.781,A,B,E,E
NT,2023.25,2023 Q2,Pourra avoir accès à suffisamment de liquidités,0,0.014,0,0.075,A,A,A,C
NT,2023.25,2023 Q2,Ne pourra pas avoir accès à suffisamment de liquidités,0,0,0,0,A,A,A,A
NT,2023.25,2023 Q2,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0.002,0,0,A,A,A,A
NT,2023.25,2023 Q2,Statut des liquidités inconnu,0.022,0.187,0.183,0.144,A,B,E,E
NU,2023.25,2023 Q2,A suffisamment de liquidités,0.835,0.84,0.723,1,E,B,E,A
NU,2023.25,2023 Q2,Pourra avoir accès à suffisamment de liquidités,0,0.025,0.157,0,A,A,E,A
NU,2023.25,2023 Q2,Ne pourra pas avoir accès à suffisamment de liquidités,0,0,0,0,A,A,A,A
NU,2023.25,2023 Q2,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0,0.072,0,A,A,C,A
NU,2023.25,2023 Q2,Statut des liquidités inconnu,0.165,0.135,0.048,0,E,B,A,A
CA,2023.5,2023 Q3,A suffisamment de liquidités,0.909,0.746,0.864,0.94,C,A,A,A
CA,2023.5,2023 Q3,Pourra avoir accès à suffisamment de liquidités,0.057,0.036,0.02,0.003,C,A,A,A
