geoAbb,seriesDate,dateLabel,busChar,item2,valIncrease,valSame,valDecrease,valNA,statusIncrease,statusSame,statusDecrease,statusNA
SK,2022.25,2022 Q2,Institutions gouvernementales,Résultat opérationnel,0.171,0.8290000000000001,0,0,E,E,A,A
SK,2022.25,2022 Q2,Institutions gouvernementales,Dépenses opérationnelles,NA,NA,0,0,NA,NA,A,A
SK,2022.25,2022 Q2,Institutions gouvernementales,Rentabilité,0,NA,0,NA,A,NA,A,NA
SK,2022.25,2022 Q2,Institutions gouvernementales,Réserves de trésorerie,0.003,NA,0.043,NA,A,NA,B,NA
SK,2022.25,2022 Q2,Institutions gouvernementales,Dépenses en capital,NA,0.184,0.026000000000000002,NA,NA,E,A,NA
SK,2022.25,2022 Q2,Institutions gouvernementales,Dépenses liées à la formation,NA,NA,0.005,0.28,NA,NA,A,E
SK,2022.25,2022 Q2,Institutions gouvernementales,Budget de marketing,0,NA,0.005,NA,A,NA,A,NA
SK,2022.25,2022 Q2,Institutions gouvernementales,Dépenses liées à la recherche et au développement,NA,0.158,0.013000000000000001,NA,NA,E,A,NA
SK,2022.25,2022 Q2,Entreprises,Nombre d'employés,0.14800000000000002,0.8079999999999999,0.043,0,A,A,A,A
SK,2022.25,2022 Q2,Entreprises,Postes vacants,0.067,0.596,0.048,0.289,A,A,A,A
SK,2022.25,2022 Q2,Entreprises,Ventes,0.233,0.637,0.131,0,A,A,A,A
SK,2022.25,2022 Q2,Entreprises,Prix de vente,0.40399999999999997,0.531,0.065,0,A,B,A,A
SK,2022.25,2022 Q2,Entreprises,Demande,0.261,0.645,0.09300000000000001,0,A,A,A,A
SK,2022.25,2022 Q2,Entreprises,Importations,0.027000000000000003,0.174,0.019,0.78,A,A,A,A
SK,2022.25,2022 Q2,Entreprises,Exportations,0.009000000000000001,0.135,0.028999999999999998,0.8270000000000001,A,A,A,A
SK,2022.25,2022 Q2,Entreprises,Résultat opérationnel,0.245,0.584,0.171,0,A,A,A,A
SK,2022.25,2022 Q2,Entreprises,Dépenses opérationnelles,0.546,0.431,0.023,0,A,A,A,A
SK,2022.25,2022 Q2,Entreprises,Rentabilité,0.135,0.5579999999999999,0.306,0,A,B,A,A
SK,2022.25,2022 Q2,Entreprises,Réserves de trésorerie,0.079,0.5529999999999999,0.299,0.07,A,B,A,A
SK,2022.25,2022 Q2,Entreprises,Dépenses en capital,0.16399999999999998,0.645,0.078,0.113,A,A,A,A
SK,2022.25,2022 Q2,Entreprises,Dépenses liées à la formation,0.14,0.5329999999999999,0.044000000000000004,0.28300000000000003,A,B,A,A
SK,2022.25,2022 Q2,Entreprises,Budget de marketing,0.11900000000000001,0.569,0.068,0.243,A,A,A,A
SK,2022.25,2022 Q2,Entreprises,Dépenses liées à la recherche et au développement,0.053,0.36700000000000005,0.024,0.556,A,B,A,B
SK,2022.25,2022 Q2,Organismes communautaires à but non lucratif,Nombre d'employés,0.156,0.773,0.071,0,B,C,B,A
SK,2022.25,2022 Q2,Organismes communautaires à but non lucratif,Postes vacants,0.024,0.5770000000000001,0.063,0.335,A,C,A,C
SK,2022.25,2022 Q2,Organismes communautaires à but non lucratif,Ventes,0.085,0.34700000000000003,0.006999999999999999,0.561,B,C,A,C
SK,2022.25,2022 Q2,Organismes communautaires à but non lucratif,Prix de vente,0.055,0.276,0.004,0.664,A,C,A,C
SK,2022.25,2022 Q2,Organismes communautaires à but non lucratif,Demande,0.336,0.6459999999999999,0.018000000000000002,0,C,C,A,A
SK,2022.25,2022 Q2,Organismes communautaires à but non lucratif,Importations,0.001,0.025,0,0.973,A,A,A,A
SK,2022.25,2022 Q2,Organismes communautaires à but non lucratif,Exportations,0,0.017,0,0.983,A,A,A,A
SK,2022.25,2022 Q2,Organismes communautaires à but non lucratif,Résultat opérationnel,0.201,0.617,0.182,0,C,C,C,A
SK,2022.25,2022 Q2,Organismes communautaires à but non lucratif,Dépenses opérationnelles,0.387,0.607,0.006999999999999999,0,C,C,A,A
SK,2022.25,2022 Q2,Organismes communautaires à but non lucratif,Rentabilité,0.063,0.3,0.122,0.515,A,C,B,C
SK,2022.25,2022 Q2,Organismes communautaires à but non lucratif,Réserves de trésorerie,0.036000000000000004,0.537,0.22399999999999998,0.203,A,C,C,B
SK,2022.25,2022 Q2,Organismes communautaires à but non lucratif,Dépenses en capital,0.201,0.52,0.023,0.257,C,C,A,C
SK,2022.25,2022 Q2,Organismes communautaires à but non lucratif,Dépenses liées à la formation,0.102,0.627,0.004,0.266,B,C,A,C
SK,2022.25,2022 Q2,Organismes communautaires à but non lucratif,Budget de marketing,0.078,0.606,0.002,0.313,B,C,A,C
SK,2022.25,2022 Q2,Organismes communautaires à but non lucratif,Dépenses liées à la recherche et au développement,0.003,0.165,0.001,0.831,A,B,A,B
SK,2022.25,2022 Q2,Institutions commerciales à but non lucratif,Nombre d'employés,0.201,0.6409999999999999,0.159,0,E,E,E,A
SK,2022.25,2022 Q2,Institutions commerciales à but non lucratif,Postes vacants,0.016,0.322,0.07200000000000001,0.59,A,E,B,E
SK,2022.25,2022 Q2,Institutions commerciales à but non lucratif,Ventes,0.125,0.41200000000000003,0.005,NA,D,E,A,NA
SK,2022.25,2022 Q2,Institutions commerciales à but non lucratif,Prix de vente,0.016,0.435,0,0.5479999999999999,A,E,A,E
SK,2022.25,2022 Q2,Institutions commerciales à but non lucratif,Demande,0.18899999999999997,0.807,0.005,0,D,D,A,A
SK,2022.25,2022 Q2,Institutions commerciales à but non lucratif,Importations,0,0.099,0,0.9009999999999999,A,D,A,D
SK,2022.25,2022 Q2,Institutions commerciales à but non lucratif,Exportations,0,0.099,0,0.9009999999999999,A,D,A,D
SK,2022.25,2022 Q2,Institutions commerciales à but non lucratif,Résultat opérationnel,0.14400000000000002,0.762,0.094,0,E,E,D,A
SK,2022.25,2022 Q2,Institutions commerciales à but non lucratif,Dépenses opérationnelles,NA,NA,0.047,0,NA,NA,B,A
SK,2022.25,2022 Q2,Institutions commerciales à but non lucratif,Rentabilité,0.043,0.53,0.065,0.363,B,E,B,E
SK,2022.25,2022 Q2,Institutions commerciales à but non lucratif,Réserves de trésorerie,0.043,0.679,0.226,0.051,B,E,E,B
SK,2022.25,2022 Q2,Institutions commerciales à but non lucratif,Dépenses en capital,0.1,0.711,0.10400000000000001,0.084,D,E,D,B
SK,2022.25,2022 Q2,Institutions commerciales à but non lucratif,Dépenses liées à la formation,0.171,NA,0,0.35,D,NA,A,E
SK,2022.25,2022 Q2,Institutions commerciales à but non lucratif,Budget de marketing,0.11900000000000001,NA,0.015,0.35600000000000004,D,NA,A,E
SK,2022.25,2022 Q2,Institutions commerciales à but non lucratif,Dépenses liées à la recherche et au développement,0.2,0.303,0,0.496,E,E,A,E
AB,2022.25,2022 Q2,Institutions gouvernementales,Nombre d'employés,NA,NA,0,0,NA,NA,A,A
AB,2022.25,2022 Q2,Institutions gouvernementales,Postes vacants,0.028999999999999998,NA,0,0.122,B,NA,A,E
AB,2022.25,2022 Q2,Institutions gouvernementales,Ventes,0.028999999999999998,NA,0.122,0.040999999999999995,B,NA,E,C
AB,2022.25,2022 Q2,Institutions gouvernementales,Prix de vente,0.028999999999999998,NA,0,NA,B,NA,A,NA
AB,2022.25,2022 Q2,Institutions gouvernementales,Demande,0.069,0.9309999999999999,0,0,C,C,A,A
AB,2022.25,2022 Q2,Institutions gouvernementales,Importations,0,NA,0,NA,A,NA,A,NA
AB,2022.25,2022 Q2,Institutions gouvernementales,Exportations,0,NA,0,NA,A,NA,A,NA
AB,2022.25,2022 Q2,Institutions gouvernementales,Résultat opérationnel,0.069,0.9309999999999999,0,0,C,C,A,A
AB,2022.25,2022 Q2,Institutions gouvernementales,Dépenses opérationnelles,0.069,0.9309999999999999,0,0,C,C,A,A
AB,2022.25,2022 Q2,Institutions gouvernementales,Rentabilité,0.028999999999999998,NA,0,NA,B,NA,A,NA
AB,2022.25,2022 Q2,Institutions gouvernementales,Réserves de trésorerie,0.028999999999999998,NA,0,NA,B,NA,A,NA
AB,2022.25,2022 Q2,Institutions gouvernementales,Dépenses en capital,0.028999999999999998,NA,0,NA,B,NA,A,NA
AB,2022.25,2022 Q2,Institutions gouvernementales,Dépenses liées à la formation,0.028999999999999998,NA,0,NA,B,NA,A,NA
AB,2022.25,2022 Q2,Institutions gouvernementales,Budget de marketing,0.028999999999999998,NA,0,NA,B,NA,A,NA
AB,2022.25,2022 Q2,Institutions gouvernementales,Dépenses liées à la recherche et au développement,0.028999999999999998,NA,0,NA,B,NA,A,NA
AB,2022.25,2022 Q2,Entreprises,Nombre d'employés,0.154,0.7979999999999999,0.048,0,A,A,A,A
AB,2022.25,2022 Q2,Entreprises,Postes vacants,0.083,0.508,0.062,0.34700000000000003,A,A,A,A
AB,2022.25,2022 Q2,Entreprises,Ventes,0.215,0.6629999999999999,0.12300000000000001,0,A,A,A,A
AB,2022.25,2022 Q2,Entreprises,Prix de vente,0.33,0.627,0.044000000000000004,0,A,A,A,A
AB,2022.25,2022 Q2,Entreprises,Demande,0.263,0.638,0.099,0,A,A,A,A
AB,2022.25,2022 Q2,Entreprises,Importations,0.044000000000000004,0.18600000000000003,0.018000000000000002,0.752,A,A,A,A
AB,2022.25,2022 Q2,Entreprises,Exportations,0.015,0.122,0.008,0.856,A,A,A,A
AB,2022.25,2022 Q2,Entreprises,Résultat opérationnel,0.218,0.617,0.165,0,A,A,A,A
AB,2022.25,2022 Q2,Entreprises,Dépenses opérationnelles,0.545,0.42700000000000005,0.027999999999999997,0,A,A,A,A
AB,2022.25,2022 Q2,Entreprises,Rentabilité,0.125,0.528,0.34700000000000003,0,A,A,A,A
AB,2022.25,2022 Q2,Entreprises,Réserves de trésorerie,0.113,0.49,0.308,0.08900000000000001,A,A,A,A
AB,2022.25,2022 Q2,Entreprises,Dépenses en capital,0.2,0.599,0.061,0.141,A,A,A,A
AB,2022.25,2022 Q2,Entreprises,Dépenses liées à la formation,0.196,0.531,0.02,0.252,A,A,A,A
AB,2022.25,2022 Q2,Entreprises,Budget de marketing,0.147,0.5660000000000001,0.051,0.23600000000000002,A,A,A,A
AB,2022.25,2022 Q2,Entreprises,Dépenses liées à la recherche et au développement,0.075,0.32799999999999996,0.027999999999999997,0.569,A,A,A,A
AB,2022.25,2022 Q2,Organismes communautaires à but non lucratif,Nombre d'employés,0.11599999999999999,0.778,0.106,0,B,D,D,A
AB,2022.25,2022 Q2,Organismes communautaires à but non lucratif,Postes vacants,0.034,0.515,0.055,0.395,A,D,A,E
AB,2022.25,2022 Q2,Organismes communautaires à but non lucratif,Ventes,0.155,0.256,0.016,0.573,B,C,A,D
AB,2022.25,2022 Q2,Organismes communautaires à but non lucratif,Prix de vente,0.087,0.297,0.003,0.613,B,C,A,D
AB,2022.25,2022 Q2,Organismes communautaires à but non lucratif,Demande,0.289,0.693,0.018000000000000002,0,C,C,A,A
AB,2022.25,2022 Q2,Organismes communautaires à but non lucratif,Importations,0,0.016,0,0.9840000000000001,A,A,A,A
AB,2022.25,2022 Q2,Organismes communautaires à but non lucratif,Exportations,0.001,0.001,0,0.998,A,A,A,A
AB,2022.25,2022 Q2,Organismes communautaires à but non lucratif,Résultat opérationnel,0.17,0.6609999999999999,0.17,0,C,D,D,A
AB,2022.25,2022 Q2,Organismes communautaires à but non lucratif,Dépenses opérationnelles,0.424,0.562,0.013000000000000001,0,D,D,A,A
AB,2022.25,2022 Q2,Organismes communautaires à but non lucratif,Rentabilité,0.049,0.38299999999999995,0.121,0.447,A,D,B,E
AB,2022.25,2022 Q2,Organismes communautaires à but non lucratif,Réserves de trésorerie,0.076,0.45799999999999996,0.305,0.161,B,D,D,C
AB,2022.25,2022 Q2,Organismes communautaires à but non lucratif,Dépenses en capital,0.19399999999999998,0.335,0.10400000000000001,0.366,C,D,D,E
AB,2022.25,2022 Q2,Organismes communautaires à but non lucratif,Dépenses liées à la formation,0.133,0.562,0.095,0.21100000000000002,C,D,D,D
AB,2022.25,2022 Q2,Organismes communautaires à but non lucratif,Budget de marketing,0.124,0.536,0.12,0.22,C,D,D,D
AB,2022.25,2022 Q2,Organismes communautaires à but non lucratif,Dépenses liées à la recherche et au développement,0.027999999999999997,0.057,0.013000000000000001,0.9009999999999999,A,A,A,B
AB,2022.25,2022 Q2,Institutions commerciales à but non lucratif,Nombre d'employés,0.317,0.6829999999999999,0,0,E,E,A,A
AB,2022.25,2022 Q2,Institutions commerciales à but non lucratif,Postes vacants,0.145,0.418,0.11,0.327,D,E,D,E
AB,2022.25,2022 Q2,Institutions commerciales à but non lucratif,Ventes,0.085,0.48700000000000004,0,0.428,B,E,A,E
AB,2022.25,2022 Q2,Institutions commerciales à but non lucratif,Prix de vente,0.225,0.282,0,0.493,E,E,A,E
AB,2022.25,2022 Q2,Institutions commerciales à but non lucratif,Demande,0.134,0.866,0,0,C,C,A,A
AB,2022.25,2022 Q2,Institutions commerciales à but non lucratif,Importations,0.011000000000000001,0.011000000000000001,0,0.978,A,A,A,A
AB,2022.25,2022 Q2,Institutions commerciales à but non lucratif,Exportations,0,0.003,0,0.997,A,A,A,A
AB,2022.25,2022 Q2,Institutions commerciales à but non lucratif,Résultat opérationnel,0.114,0.772,0.114,0,C,E,D,A
AB,2022.25,2022 Q2,Institutions commerciales à but non lucratif,Dépenses opérationnelles,0.4,0.6,0,0,E,E,A,A
AB,2022.25,2022 Q2,Institutions commerciales à but non lucratif,Rentabilité,0.031,0.669,0.177,0.12300000000000001,A,E,E,C
AB,2022.25,2022 Q2,Institutions commerciales à but non lucratif,Réserves de trésorerie,0.011000000000000001,0.81,0.111,0.068,A,D,C,B
AB,2022.25,2022 Q2,Institutions commerciales à but non lucratif,Dépenses en capital,0.309,0.483,0.061,0.147,E,E,C,D
AB,2022.25,2022 Q2,Institutions commerciales à but non lucratif,Dépenses liées à la formation,0.124,0.8140000000000001,0.016,0.045,C,D,A,B
AB,2022.25,2022 Q2,Institutions commerciales à but non lucratif,Budget de marketing,0.134,0.66,0,0.20600000000000002,D,E,A,D
AB,2022.25,2022 Q2,Institutions commerciales à but non lucratif,Dépenses liées à la recherche et au développement,0.043,0.46,0,0.49700000000000005,B,E,A,E
BC,2022.25,2022 Q2,Institutions gouvernementales,Nombre d'employés,NA,NA,0,0,NA,NA,A,A
BC,2022.25,2022 Q2,Institutions gouvernementales,Postes vacants,0.009000000000000001,NA,NA,0,A,NA,NA,A
BC,2022.25,2022 Q2,Institutions gouvernementales,Ventes,NA,NA,0,0,NA,NA,A,A
BC,2022.25,2022 Q2,Institutions gouvernementales,Prix de vente,0.009000000000000001,NA,0,NA,A,NA,A,NA
BC,2022.25,2022 Q2,Institutions gouvernementales,Demande,NA,NA,0,0,NA,NA,A,A
BC,2022.25,2022 Q2,Institutions gouvernementales,Importations,0.009000000000000001,NA,0,NA,A,NA,A,NA
BC,2022.25,2022 Q2,Institutions gouvernementales,Exportations,0.009000000000000001,0.055,0,0.937,A,C,A,C
BC,2022.25,2022 Q2,Institutions gouvernementales,Résultat opérationnel,NA,NA,0,0,NA,NA,A,A
BC,2022.25,2022 Q2,Institutions gouvernementales,Dépenses opérationnelles,NA,NA,0.009000000000000001,0,NA,NA,A,A
BC,2022.25,2022 Q2,Institutions gouvernementales,Rentabilité,NA,NA,NA,0.015,NA,NA,NA,A
BC,2022.25,2022 Q2,Institutions gouvernementales,Réserves de trésorerie,NA,NA,0,0,NA,NA,A,A
BC,2022.25,2022 Q2,Institutions gouvernementales,Dépenses en capital,NA,NA,0,NA,NA,NA,A,NA
BC,2022.25,2022 Q2,Institutions gouvernementales,Dépenses liées à la formation,0.024,0.968,0,0.008,A,A,A,A
BC,2022.25,2022 Q2,Institutions gouvernementales,Budget de marketing,0.009000000000000001,0.983,0,0.008,A,A,A,A
BC,2022.25,2022 Q2,Institutions gouvernementales,Dépenses liées à la recherche et au développement,0.009000000000000001,NA,0,NA,A,NA,A,NA
BC,2022.25,2022 Q2,Entreprises,Nombre d'employés,0.20199999999999999,0.716,0.081,0,A,A,A,A
BC,2022.25,2022 Q2,Entreprises,Postes vacants,0.109,0.515,0.08900000000000001,0.287,A,A,A,A
BC,2022.25,2022 Q2,Entreprises,Ventes,0.228,0.635,0.13699999999999998,0,A,A,A,A
BC,2022.25,2022 Q2,Entreprises,Prix de vente,0.40299999999999997,0.552,0.045,0,A,A,A,A
BC,2022.25,2022 Q2,Entreprises,Demande,0.327,0.5579999999999999,0.115,0,A,A,A,A
BC,2022.25,2022 Q2,Entreprises,Importations,0.057,0.11599999999999999,0.03,0.797,A,A,A,A
BC,2022.25,2022 Q2,Entreprises,Exportations,0.028999999999999998,0.106,0.016,0.8490000000000001,A,A,A,A
BC,2022.25,2022 Q2,Entreprises,Résultat opérationnel,0.253,0.525,0.223,0,A,A,A,A
BC,2022.25,2022 Q2,Entreprises,Dépenses opérationnelles,0.596,0.36700000000000005,0.036000000000000004,0,A,A,A,A
BC,2022.25,2022 Q2,Entreprises,Rentabilité,0.146,0.512,0.342,0,A,A,A,A
BC,2022.25,2022 Q2,Entreprises,Réserves de trésorerie,0.132,0.452,0.297,0.11900000000000001,A,A,A,A
BC,2022.25,2022 Q2,Entreprises,Dépenses en capital,0.245,0.526,0.069,0.16,A,A,A,A
BC,2022.25,2022 Q2,Entreprises,Dépenses liées à la formation,0.228,0.47700000000000004,0.033,0.262,A,A,A,A
BC,2022.25,2022 Q2,Entreprises,Budget de marketing,0.198,0.519,0.057999999999999996,0.22399999999999998,A,A,A,A
BC,2022.25,2022 Q2,Entreprises,Dépenses liées à la recherche et au développement,0.086,0.33799999999999997,0.028999999999999998,0.5479999999999999,A,A,A,A
BC,2022.25,2022 Q2,Organismes communautaires à but non lucratif,Nombre d'employés,0.23399999999999999,0.7609999999999999,0.005,0,D,D,A,A
BC,2022.25,2022 Q2,Organismes communautaires à but non lucratif,Postes vacants,0.092,0.401,0.051,0.456,B,D,B,E
BC,2022.25,2022 Q2,Organismes communautaires à but non lucratif,Ventes,0.157,0.285,0.005,0.5529999999999999,D,D,A,E
BC,2022.25,2022 Q2,Organismes communautaires à but non lucratif,Prix de vente,0.124,0.26,0,0.616,C,D,A,E
BC,2022.25,2022 Q2,Organismes communautaires à but non lucratif,Demande,0.39,0.58,0.028999999999999998,0,D,D,B,A
BC,2022.25,2022 Q2,Organismes communautaires à but non lucratif,Importations,0.001,0.003,0,0.996,A,A,A,A
BC,2022.25,2022 Q2,Organismes communautaires à but non lucratif,Exportations,0,0.002,0,0.998,A,A,A,A
BC,2022.25,2022 Q2,Organismes communautaires à but non lucratif,Résultat opérationnel,0.23,0.691,0.078,0,C,D,B,A
BC,2022.25,2022 Q2,Organismes communautaires à but non lucratif,Dépenses opérationnelles,0.665,0.307,0.027999999999999997,0,D,D,A,A
BC,2022.25,2022 Q2,Organismes communautaires à but non lucratif,Rentabilité,0.068,0.341,0.099,0.493,C,D,B,E
BC,2022.25,2022 Q2,Organismes communautaires à but non lucratif,Réserves de trésorerie,0.047,0.42100000000000004,0.314,0.218,B,D,D,D
BC,2022.25,2022 Q2,Organismes communautaires à but non lucratif,Dépenses en capital,0.063,0.616,0.048,0.273,B,D,B,D
BC,2022.25,2022 Q2,Organismes communautaires à but non lucratif,Dépenses liées à la formation,0.146,0.496,0.017,0.341,C,E,A,E
BC,2022.25,2022 Q2,Organismes communautaires à but non lucratif,Budget de marketing,0.174,0.462,0.039,0.325,C,E,A,D
BC,2022.25,2022 Q2,Organismes communautaires à but non lucratif,Dépenses liées à la recherche et au développement,0.005,0.23199999999999998,0.016,0.746,A,D,A,D
BC,2022.25,2022 Q2,Institutions commerciales à but non lucratif,Nombre d'employés,0.9570000000000001,0.043,0,0,B,B,A,A
BC,2022.25,2022 Q2,Institutions commerciales à but non lucratif,Postes vacants,0.033,NA,0,NA,B,NA,A,NA
BC,2022.25,2022 Q2,Institutions commerciales à but non lucratif,Ventes,NA,NA,0,0.032,NA,NA,A,B
BC,2022.25,2022 Q2,Institutions commerciales à but non lucratif,Prix de vente,0.033,0.935,0,0.032,B,C,A,B
BC,2022.25,2022 Q2,Institutions commerciales à but non lucratif,Demande,NA,NA,0,0,NA,NA,A,A
BC,2022.25,2022 Q2,Institutions commerciales à but non lucratif,Importations,0,NA,0,NA,A,NA,A,NA
BC,2022.25,2022 Q2,Institutions commerciales à but non lucratif,Exportations,0,NA,0,NA,A,NA,A,NA
BC,2022.25,2022 Q2,Institutions commerciales à but non lucratif,Résultat opérationnel,NA,NA,0,0,NA,NA,A,A
BC,2022.25,2022 Q2,Institutions commerciales à but non lucratif,Dépenses opérationnelles,0.9229999999999999,0.077,0,0,C,C,A,A
BC,2022.25,2022 Q2,Institutions commerciales à but non lucratif,Rentabilité,NA,0.016,NA,0.062,NA,A,NA,C
BC,2022.25,2022 Q2,Institutions commerciales à but non lucratif,Réserves de trésorerie,NA,NA,0.006999999999999999,0,NA,NA,A,A
BC,2022.25,2022 Q2,Institutions commerciales à but non lucratif,Dépenses en capital,NA,NA,0,0.025,NA,NA,A,A
BC,2022.25,2022 Q2,Institutions commerciales à but non lucratif,Dépenses liées à la formation,NA,NA,0,0.018000000000000002,NA,NA,A,A
BC,2022.25,2022 Q2,Institutions commerciales à but non lucratif,Budget de marketing,0,1,0,0,A,A,A,A
BC,2022.25,2022 Q2,Institutions commerciales à but non lucratif,Dépenses liées à la recherche et au développement,NA,0.016,0,NA,NA,A,A,NA
YT,2022.25,2022 Q2,Institutions gouvernementales,Nombre d'employés,0,1,0,0,A,A,A,A
YT,2022.25,2022 Q2,Institutions gouvernementales,Postes vacants,0,1,0,0,A,A,A,A
YT,2022.25,2022 Q2,Institutions gouvernementales,Ventes,0,0.251,0,0.7490000000000001,A,E,A,E
YT,2022.25,2022 Q2,Institutions gouvernementales,Prix de vente,0,0.251,0,0.7490000000000001,A,E,A,E
YT,2022.25,2022 Q2,Institutions gouvernementales,Demande,0.135,0.865,0,0,D,D,A,A
YT,2022.25,2022 Q2,Institutions gouvernementales,Importations,0,0.171,0,0.8290000000000001,A,D,A,D
YT,2022.25,2022 Q2,Institutions gouvernementales,Exportations,0,0.124,0,0.8759999999999999,A,D,A,D
YT,2022.25,2022 Q2,Institutions gouvernementales,Résultat opérationnel,0,0.961,0.039,0,A,A,A,A
YT,2022.25,2022 Q2,Institutions gouvernementales,Dépenses opérationnelles,NA,NA,0,0,NA,NA,A,A
YT,2022.25,2022 Q2,Institutions gouvernementales,Rentabilité,0,0.159,NA,NA,A,D,NA,NA
YT,2022.25,2022 Q2,Institutions gouvernementales,Réserves de trésorerie,0,NA,0,NA,A,NA,A,NA
YT,2022.25,2022 Q2,Institutions gouvernementales,Dépenses en capital,0,NA,0,NA,A,NA,A,NA
YT,2022.25,2022 Q2,Institutions gouvernementales,Dépenses liées à la formation,NA,NA,0,0,NA,NA,A,A
YT,2022.25,2022 Q2,Institutions gouvernementales,Budget de marketing,0,0.29,0,0.71,A,E,A,E
YT,2022.25,2022 Q2,Institutions gouvernementales,Dépenses liées à la recherche et au développement,0,0.171,0,0.8290000000000001,A,D,A,D
YT,2022.25,2022 Q2,Entreprises,Nombre d'employés,0.319,0.62,0.061,0,B,B,A,A
YT,2022.25,2022 Q2,Entreprises,Postes vacants,0.14400000000000002,0.552,0.1,0.204,B,B,B,B
YT,2022.25,2022 Q2,Entreprises,Ventes,0.311,0.627,0.062,0,B,B,A,A
YT,2022.25,2022 Q2,Entreprises,Prix de vente,0.466,0.524,0.011000000000000001,0,C,C,A,A
YT,2022.25,2022 Q2,Entreprises,Demande,0.478,0.485,0.037000000000000005,0,C,C,A,A
YT,2022.25,2022 Q2,Entreprises,Importations,0.031,0.142,0.001,0.826,A,B,A,B
YT,2022.25,2022 Q2,Entreprises,Exportations,0.013000000000000001,0.08800000000000001,0,0.899,A,B,A,B
YT,2022.25,2022 Q2,Entreprises,Résultat opérationnel,0.33399999999999996,0.5660000000000001,0.1,0,B,B,B,A
YT,2022.25,2022 Q2,Entreprises,Dépenses opérationnelles,0.5720000000000001,0.385,0.043,0,B,B,A,A
YT,2022.25,2022 Q2,Entreprises,Rentabilité,0.172,0.638,0.19,0,B,B,B,A
YT,2022.25,2022 Q2,Entreprises,Réserves de trésorerie,0.125,0.588,0.17800000000000002,0.11,B,B,B,B
YT,2022.25,2022 Q2,Entreprises,Dépenses en capital,0.292,0.478,0.071,0.159,B,C,A,B
YT,2022.25,2022 Q2,Entreprises,Dépenses liées à la formation,0.221,0.47200000000000003,0.027999999999999997,0.27899999999999997,B,C,A,B
YT,2022.25,2022 Q2,Entreprises,Budget de marketing,0.136,0.545,0.045,0.27399999999999997,B,C,A,B
YT,2022.25,2022 Q2,Entreprises,Dépenses liées à la recherche et au développement,0.10099999999999999,0.289,0.004,0.607,B,B,A,C
YT,2022.25,2022 Q2,Organismes communautaires à but non lucratif,Nombre d'employés,0.040999999999999995,0.94,0.018000000000000002,0,A,A,A,A
YT,2022.25,2022 Q2,Organismes communautaires à but non lucratif,Postes vacants,0.038,0.336,0,0.627,B,E,A,E
YT,2022.25,2022 Q2,Organismes communautaires à but non lucratif,Ventes,0.057,0.42,0.018000000000000002,NA,B,E,A,NA
YT,2022.25,2022 Q2,Organismes communautaires à but non lucratif,Prix de vente,0.059000000000000004,0.41,0,NA,B,E,A,NA
YT,2022.25,2022 Q2,Organismes communautaires à but non lucratif,Demande,0.244,0.746,0.01,0,D,D,A,A
YT,2022.25,2022 Q2,Organismes communautaires à but non lucratif,Importations,0,0.044000000000000004,0,0.956,A,B,A,B
YT,2022.25,2022 Q2,Organismes communautaires à but non lucratif,Exportations,0,0.044000000000000004,0,0.956,A,B,A,B
YT,2022.25,2022 Q2,Organismes communautaires à but non lucratif,Résultat opérationnel,0.157,0.825,0.018000000000000002,0,C,C,A,A
YT,2022.25,2022 Q2,Organismes communautaires à but non lucratif,Dépenses opérationnelles,0.266,0.7240000000000001,0.01,0,D,D,A,A
YT,2022.25,2022 Q2,Organismes communautaires à but non lucratif,Rentabilité,0.11199999999999999,0.35200000000000004,0.018000000000000002,NA,C,E,A,NA
YT,2022.25,2022 Q2,Organismes communautaires à but non lucratif,Réserves de trésorerie,0.078,NA,NA,0.062,B,NA,NA,B
YT,2022.25,2022 Q2,Organismes communautaires à but non lucratif,Dépenses en capital,0.134,0.631,0.11199999999999999,0.12300000000000001,C,E,D,C
YT,2022.25,2022 Q2,Organismes communautaires à but non lucratif,Dépenses liées à la formation,NA,NA,0,0.09300000000000001,NA,NA,A,C
YT,2022.25,2022 Q2,Organismes communautaires à but non lucratif,Budget de marketing,0.08,0.848,0,0.071,B,C,A,B
YT,2022.25,2022 Q2,Organismes communautaires à but non lucratif,Dépenses liées à la recherche et au développement,0.063,NA,0,NA,B,NA,A,NA
YT,2022.25,2022 Q2,Institutions commerciales à but non lucratif,Nombre d'employés,0.912,0.08800000000000001,0,0,C,C,A,A
YT,2022.25,2022 Q2,Institutions commerciales à but non lucratif,Postes vacants,0.059000000000000004,0.081,0,0.86,B,C,A,E
YT,2022.25,2022 Q2,Institutions commerciales à but non lucratif,Ventes,0.081,NA,0,NA,C,NA,A,NA
YT,2022.25,2022 Q2,Institutions commerciales à but non lucratif,Prix de vente,0.08199999999999999,NA,0,NA,C,NA,A,NA
YT,2022.25,2022 Q2,Institutions commerciales à but non lucratif,Demande,NA,0.08199999999999999,NA,0,NA,C,NA,A
YT,2022.25,2022 Q2,Institutions commerciales à but non lucratif,Importations,0,0.052000000000000005,0,0.948,A,C,A,C
YT,2022.25,2022 Q2,Institutions commerciales à but non lucratif,Exportations,0,0.052000000000000005,0,0.948,A,C,A,C
YT,2022.25,2022 Q2,Institutions commerciales à but non lucratif,Résultat opérationnel,NA,NA,0,0,NA,NA,A,A
