,Unnamed: 0,Group,Attribute,Year,QuestionNo.,Estimate,cv,CI Lower,CI Upper,Unweightedn,QuestionText,QuestionGroup,Region,Province,Marker
146,146,Marital status (original),"Célibataire, jamais marié.e",2018,marstat_6/fg1fgiv,0.239445670526165,8.00081240416794,0.201897466634848,0.276993874417481,1150,Percentage of donors,Percentage of total donors,46,MB,
147,147,Marital status (original),"Célibataire, jamais marié.e",2018,marstat_6/fg1fgiv,0.214414993946944,8.59736929287266,0.17828492211383,0.250545065780059,1003,Percentage of donors,Percentage of total donors,47,SK,
148,148,Marital status (original),"Célibataire, jamais marié.e",2018,marstat_6/fg1fgiv,0.20769385381895494,8.28710252135223,0.173959340620755,0.241428367017155,1412,Percentage of donors,Percentage of total donors,48,AB,
149,149,Marital status (original),"Célibataire, jamais marié.e",2018,marstat_6/fg1fgiv,0.206470513047566,7.388679128920621,0.176570392817743,0.23637063327738894,2177,Percentage of donors,Percentage of total donors,59,BC,
150,150,Education,Sans diplôme d'études secondaires,2018,dh1ged_1/fg1fgiv,0.147737392202575,11.048094294459801,0.11574653391142098,0.17972825049372895,932,Percentage of donors,Percentage of total donors,10,NL,
151,151,Education,Sans diplôme d'études secondaires,2018,dh1ged_1/fg1fgiv,0.0766217858305872,18.2488478390846,0.0492164069287954,0.104027164732379,656,Percentage of donors,Percentage of total donors,11,PE,*
152,152,Education,Sans diplôme d'études secondaires,2018,dh1ged_1/fg1fgiv,0.094750220740519,13.7046030967185,0.0692998107022938,0.120200630778744,998,Percentage of donors,Percentage of total donors,12,NS,
153,153,Education,Sans diplôme d'études secondaires,2018,dh1ged_1/fg1fgiv,0.10559283199180497,13.3331253680533,0.0779988426956263,0.133186821287984,999,Percentage of donors,Percentage of total donors,13,NB,
154,154,Education,Sans diplôme d'études secondaires,2018,dh1ged_1/fg1fgiv,0.129724806550692,9.002550037821901,0.10683528754116403,0.15261432556022,1873,Percentage of donors,Percentage of total donors,24,QC,
155,155,Education,Sans diplôme d'études secondaires,2018,dh1ged_1/fg1fgiv,0.0879188360549029,8.42079266279125,0.0734083154184077,0.102429356691398,4067,Percentage of donors,Percentage of total donors,35,ON,
156,156,Education,Sans diplôme d'études secondaires,2018,dh1ged_1/fg1fgiv,0.08989052874851801,13.0632085623086,0.0668754806567641,0.11290557684027197,1023,Percentage of donors,Percentage of total donors,46,MB,
157,157,Education,Sans diplôme d'études secondaires,2018,dh1ged_1/fg1fgiv,0.0805691933370049,19.595381223814,0.0496255944000029,0.111512792274007,882,Percentage of donors,Percentage of total donors,47,SK,*
158,158,Education,Sans diplôme d'études secondaires,2018,dh1ged_1/fg1fgiv,0.0879867767561226,15.808341154251199,0.0607251480172881,0.115248405494957,1295,Percentage of donors,Percentage of total donors,48,AB,
159,159,Education,Sans diplôme d'études secondaires,2018,dh1ged_1/fg1fgiv,0.084658374772132,12.7280108590416,0.06353912166768799,0.10577762787657598,2031,Percentage of donors,Percentage of total donors,59,BC,
160,160,Education,Diplôme d'études secondaires,2018,dh1ged_2/fg1fgiv,0.260031138915226,8.757502372618411,0.215398382073984,0.304663895756468,932,Percentage of donors,Percentage of total donors,10,NL,
161,161,Education,Diplôme d'études secondaires,2018,dh1ged_2/fg1fgiv,0.260934761049943,9.246689890845339,0.213645086808227,0.308224435291659,656,Percentage of donors,Percentage of total donors,11,PE,
162,162,Education,Diplôme d'études secondaires,2018,dh1ged_2/fg1fgiv,0.254072952480766,8.88765500157132,0.209814755911616,0.29833114904991603,998,Percentage of donors,Percentage of total donors,12,NS,
163,163,Education,Diplôme d'études secondaires,2018,dh1ged_2/fg1fgiv,0.29287511524863896,7.00569473181214,0.25266069863282503,0.333089531864453,999,Percentage of donors,Percentage of total donors,13,NB,
164,164,Education,Diplôme d'études secondaires,2018,dh1ged_2/fg1fgiv,0.233599427125783,6.676985115201662,0.20302908687564605,0.26416976737591896,1873,Percentage of donors,Percentage of total donors,24,QC,
165,165,Education,Diplôme d'études secondaires,2018,dh1ged_2/fg1fgiv,0.23091351097744606,4.749600017032769,0.209417668388694,0.252409353566199,4067,Percentage of donors,Percentage of total donors,35,ON,
166,166,Education,Diplôme d'études secondaires,2018,dh1ged_2/fg1fgiv,0.289755883798712,8.02613404572922,0.244174577928713,0.33533718966871,1023,Percentage of donors,Percentage of total donors,46,MB,
167,167,Education,Diplôme d'études secondaires,2018,dh1ged_2/fg1fgiv,0.304821506274578,7.77866524633491,0.258348712877761,0.351294299671395,882,Percentage of donors,Percentage of total donors,47,SK,
168,168,Education,Diplôme d'études secondaires,2018,dh1ged_2/fg1fgiv,0.247265914641548,7.328097311303308,0.211751589026078,0.28278024025701803,1295,Percentage of donors,Percentage of total donors,48,AB,
169,169,Education,Diplôme d'études secondaires,2018,dh1ged_2/fg1fgiv,0.235081267693173,7.01661181284814,0.20275217136126605,0.26741036402508,2031,Percentage of donors,Percentage of total donors,59,BC,
170,170,Education,Diplôme post-secondaire,2018,dh1ged_3/fg1fgiv,0.39562789656486697,5.6576344697463705,0.3517576694193449,0.4394981237103879,932,Percentage of donors,Percentage of total donors,10,NL,
171,171,Education,Diplôme post-secondaire,2018,dh1ged_3/fg1fgiv,0.351091157968845,7.243506301097209,0.30124670599504305,0.40093560994264704,656,Percentage of donors,Percentage of total donors,11,PE,
172,172,Education,Diplôme post-secondaire,2018,dh1ged_3/fg1fgiv,0.383219308171412,6.365991156553808,0.335404600547968,0.431034015794855,998,Percentage of donors,Percentage of total donors,12,NS,
173,173,Education,Diplôme post-secondaire,2018,dh1ged_3/fg1fgiv,0.348991046325441,6.0233417553109,0.307790793509058,0.390191299141825,999,Percentage of donors,Percentage of total donors,13,NB,
174,174,Education,Diplôme post-secondaire,2018,dh1ged_3/fg1fgiv,0.385886315580246,4.81590997219206,0.3494624672847311,0.42231016387576,1873,Percentage of donors,Percentage of total donors,24,QC,
175,175,Education,Diplôme post-secondaire,2018,dh1ged_3/fg1fgiv,0.31716282921169103,3.5093305789962703,0.29534785745884,0.33897780096454194,4067,Percentage of donors,Percentage of total donors,35,ON,
176,176,Education,Diplôme post-secondaire,2018,dh1ged_3/fg1fgiv,0.315082797876,6.78876896952484,0.2731586915628349,0.35700690418916503,1023,Percentage of donors,Percentage of total donors,46,MB,
177,177,Education,Diplôme post-secondaire,2018,dh1ged_3/fg1fgiv,0.360420742064391,6.2244434603619805,0.316450546835832,0.40439093729295095,882,Percentage of donors,Percentage of total donors,47,SK,
178,178,Education,Diplôme post-secondaire,2018,dh1ged_3/fg1fgiv,0.365167881265763,5.650625544616232,0.32472545604258,0.4056103064889461,1295,Percentage of donors,Percentage of total donors,48,AB,
179,179,Education,Diplôme post-secondaire,2018,dh1ged_3/fg1fgiv,0.30748490714215504,5.03188312630888,0.277159793312949,0.33781002097136104,2031,Percentage of donors,Percentage of total donors,59,BC,
180,180,Education,Diplôme universtaire,2018,dh1ged_4/fg1fgiv,0.196603572317332,8.70786516973132,0.163049039868383,0.23015810476628,932,Percentage of donors,Percentage of total donors,10,NL,
181,181,Education,Diplôme universtaire,2018,dh1ged_4/fg1fgiv,0.311352295150625,7.22446111579017,0.267265795292589,0.35543879500866205,656,Percentage of donors,Percentage of total donors,11,PE,
182,182,Education,Diplôme universtaire,2018,dh1ged_4/fg1fgiv,0.267957518607303,6.60238787764676,0.233282630115712,0.302632407098895,998,Percentage of donors,Percentage of total donors,12,NS,
183,183,Education,Diplôme universtaire,2018,dh1ged_4/fg1fgiv,0.252541006434115,6.91019094994469,0.218337546030117,0.28674446683811305,999,Percentage of donors,Percentage of total donors,13,NB,
184,184,Education,Diplôme universtaire,2018,dh1ged_4/fg1fgiv,0.25078945074328,5.38726317619505,0.224308989386751,0.277269912099809,1873,Percentage of donors,Percentage of total donors,24,QC,
185,185,Education,Diplôme universtaire,2018,dh1ged_4/fg1fgiv,0.36400482375596,3.19984742213444,0.34117594926957,0.38683369824235,4067,Percentage of donors,Percentage of total donors,35,ON,
186,186,Education,Diplôme universtaire,2018,dh1ged_4/fg1fgiv,0.305270789576771,6.786248062858862,0.264667326922145,0.345874252231396,1023,Percentage of donors,Percentage of total donors,46,MB,
187,187,Education,Diplôme universtaire,2018,dh1ged_4/fg1fgiv,0.25418855832402604,8.16783333744977,0.21349637836484694,0.29488073828320505,882,Percentage of donors,Percentage of total donors,47,SK,
188,188,Education,Diplôme universtaire,2018,dh1ged_4/fg1fgiv,0.299579427336567,6.16323405876977,0.26339108097274,0.335767773700393,1295,Percentage of donors,Percentage of total donors,48,AB,
189,189,Education,Diplôme universtaire,2018,dh1ged_4/fg1fgiv,0.37277545039254,4.4877694658751,0.339986619341647,0.405564281443434,2031,Percentage of donors,Percentage of total donors,59,BC,
190,190,Situation d'activité,Employé.e,2018,dlfs_1/fg1fgiv,0.470762419447947,4.1127977817019,0.432814564326986,0.5087102745689079,1099,Percentage of donors,Percentage of total donors,10,NL,
191,191,Situation d'activité,Employé.e,2018,dlfs_1/fg1fgiv,0.5230171603607,4.99521136263654,0.47181150855302,0.57422281216838,740,Percentage of donors,Percentage of total donors,11,PE,
192,192,Situation d'activité,Employé.e,2018,dlfs_1/fg1fgiv,0.526870178143359,4.09517258966361,0.484581518709539,0.5691588375771789,1103,Percentage of donors,Percentage of total donors,12,NS,
193,193,Situation d'activité,Employé.e,2018,dlfs_1/fg1fgiv,0.5669058339268039,3.1776081994942404,0.531598952036918,0.60221271581669,1106,Percentage of donors,Percentage of total donors,13,NB,
194,194,Situation d'activité,Employé.e,2018,dlfs_1/fg1fgiv,0.558071375993381,2.64359598006996,0.5291557285100561,0.5869870234767071,2013,Percentage of donors,Percentage of total donors,24,QC,
195,195,Situation d'activité,Employé.e,2018,dlfs_1/fg1fgiv,0.596216464926932,1.71523005833178,0.576172924560924,0.6162600052929399,4346,Percentage of donors,Percentage of total donors,35,ON,
196,196,Situation d'activité,Employé.e,2018,dlfs_1/fg1fgiv,0.578524692581615,3.81681874378318,0.535246259596007,0.6218031255672231,1150,Percentage of donors,Percentage of total donors,46,MB,
197,197,Situation d'activité,Employé.e,2018,dlfs_1/fg1fgiv,0.584061495332445,3.61968628637956,0.542625516795144,0.625497473869745,1003,Percentage of donors,Percentage of total donors,47,SK,
198,198,Situation d'activité,Employé.e,2018,dlfs_1/fg1fgiv,0.622541094925105,3.11610658316566,0.584519667268528,0.660562522581682,1412,Percentage of donors,Percentage of total donors,48,AB,
199,199,Situation d'activité,Employé.e,2018,dlfs_1/fg1fgiv,0.5834837016944611,2.7974395340009504,0.5514919862190629,0.61547541716986,2177,Percentage of donors,Percentage of total donors,59,BC,
200,200,Situation d'activité,Au chômage,2018,dlfs_2/fg1fgiv,0.0206202332788984,31.205585526824894,0.008008522544213309,0.0332319440135834,1099,Percentage of donors,Percentage of total donors,10,NL,*
201,201,Situation d'activité,Au chômage,2018,dlfs_2/fg1fgiv,0.0208183057237564,35.0179914995957,0.00652986932569124,0.0351067421218215,740,Percentage of donors,Percentage of total donors,11,PE,...
202,202,Situation d'activité,Au chômage,2018,dlfs_2/fg1fgiv,0.0357422851399374,28.7985181297757,0.015567888862613996,0.0559166814172607,1103,Percentage of donors,Percentage of total donors,12,NS,*
203,203,Situation d'activité,Au chômage,2018,dlfs_2/fg1fgiv,0.00454508466005577,53.42358147012,-0.000213996021364589,0.00930416534147613,1106,Percentage of donors,Percentage of total donors,13,NB,...
204,204,Situation d'activité,Au chômage,2018,dlfs_2/fg1fgiv,0.0307083524531707,20.9603460013414,0.018092893495477,0.0433238114108644,2013,Percentage of donors,Percentage of total donors,24,QC,*
205,205,Situation d'activité,Au chômage,2018,dlfs_2/fg1fgiv,0.0344491539477197,18.707200671612,0.0218182202253578,0.0470800876700817,4346,Percentage of donors,Percentage of total donors,35,ON,*
206,206,Situation d'activité,Au chômage,2018,dlfs_2/fg1fgiv,0.0194582808819507,32.6063319260156,0.00702303134990585,0.0318935304139955,1150,Percentage of donors,Percentage of total donors,46,MB,*
207,207,Situation d'activité,Au chômage,2018,dlfs_2/fg1fgiv,0.00308846240916307,59.1248633776874,-0.00049052821741807,0.00666745303574422,1003,Percentage of donors,Percentage of total donors,47,SK,...
208,208,Situation d'activité,Au chômage,2018,dlfs_2/fg1fgiv,0.0427731569246079,24.9686805214678,0.0218409514790182,0.0637053623701977,1412,Percentage of donors,Percentage of total donors,48,AB,*
209,209,Situation d'activité,Au chômage,2018,dlfs_2/fg1fgiv,0.0256958396868224,26.1027063561445,0.012549754478436,0.0388419248952088,2177,Percentage of donors,Percentage of total donors,59,BC,*
210,210,Situation d'activité,Pas dans la population active,2018,dlfs_3/fg1fgiv,0.3438173535828969,4.98082644741255,0.310253076816712,0.377381630349081,1099,Percentage of donors,Percentage of total donors,10,NL,
211,211,Situation d'activité,Pas dans la population active,2018,dlfs_3/fg1fgiv,0.309770103794599,6.73688766208338,0.268867882145743,0.350672325443455,740,Percentage of donors,Percentage of total donors,11,PE,
212,212,Situation d'activité,Pas dans la population active,2018,dlfs_3/fg1fgiv,0.357581247376438,6.08749638225304,0.314917250176399,0.4002452445764779,1103,Percentage of donors,Percentage of total donors,12,NS,
213,213,Situation d'activité,Pas dans la population active,2018,dlfs_3/fg1fgiv,0.334946116194277,4.6950270958962,0.30412409317912203,0.365768139209431,1106,Percentage of donors,Percentage of total donors,13,NB,
214,214,Situation d'activité,Pas dans la population active,2018,dlfs_3/fg1fgiv,0.326859431193547,4.1029167010222,0.300574804613644,0.353144057773451,2013,Percentage of donors,Percentage of total donors,24,QC,
215,215,Situation d'activité,Pas dans la population active,2018,dlfs_3/fg1fgiv,0.30728475166882696,2.63822043469586,0.291395619382713,0.323173883954942,4346,Percentage of donors,Percentage of total donors,35,ON,
216,216,Situation d'activité,Pas dans la population active,2018,dlfs_3/fg1fgiv,0.271941183670828,6.597087545697678,0.23677904179455,0.307103325547106,1150,Percentage of donors,Percentage of total donors,46,MB,
217,217,Situation d'activité,Pas dans la population active,2018,dlfs_3/fg1fgiv,0.2652103894633589,6.22653236342064,0.232844699168506,0.297576079758213,1003,Percentage of donors,Percentage of total donors,47,SK,
218,218,Situation d'activité,Pas dans la population active,2018,dlfs_3/fg1fgiv,0.248355991179634,5.548789135894508,0.221346216996132,0.275365765363135,1412,Percentage of donors,Percentage of total donors,48,AB,
219,219,Situation d'activité,Pas dans la population active,2018,dlfs_3/fg1fgiv,0.3001226856744389,4.52709390073772,0.2734929768467,0.326752394502178,2177,Percentage of donors,Percentage of total donors,59,BC,
220,220,Situation d'activité,Unable to determine,2018,dlfs_4/fg1fgiv,0.164799993690258,9.20381683623535,0.135071476420635,0.19452851095988105,1099,Percentage of donors,Percentage of total donors,10,NL,
221,221,Situation d'activité,Unable to determine,2018,dlfs_4/fg1fgiv,0.14639443012094502,14.573419672918101,0.104579236127634,0.188209624114255,740,Percentage of donors,Percentage of total donors,11,PE,
222,222,Situation d'activité,Unable to determine,2018,dlfs_4/fg1fgiv,0.0798062893402651,12.5229791433007,0.0602181643437903,0.0993944143367399,1103,Percentage of donors,Percentage of total donors,12,NS,
223,223,Situation d'activité,Unable to determine,2018,dlfs_4/fg1fgiv,0.0936029652188638,13.022528101603001,0.0697120382271826,0.117493892210545,1106,Percentage of donors,Percentage of total donors,13,NB,
224,224,Situation d'activité,Unable to determine,2018,dlfs_4/fg1fgiv,0.0843608403599006,11.095281089053302,0.0660154356278558,0.102706245091945,2013,Percentage of donors,Percentage of total donors,24,QC,
225,225,Situation d'activité,Unable to determine,2018,dlfs_4/fg1fgiv,0.0620496294565206,8.66812390896421,0.0515078871850332,0.0725913717280081,4346,Percentage of donors,Percentage of total donors,35,ON,
226,226,Situation d'activité,Unable to determine,2018,dlfs_4/fg1fgiv,0.130075842865607,13.973273412652302,0.094451825269169,0.16569986046204402,1150,Percentage of donors,Percentage of total donors,46,MB,
227,227,Situation d'activité,Unable to determine,2018,dlfs_4/fg1fgiv,0.14763965279503302,12.287698249377598,0.112082936707551,0.18319636888251506,1003,Percentage of donors,Percentage of total donors,47,SK,
228,228,Situation d'activité,Unable to determine,2018,dlfs_4/fg1fgiv,0.0863297569706534,13.155368817067899,0.0640704500585565,0.10858906388275,1412,Percentage of donors,Percentage of total donors,48,AB,
229,229,Situation d'activité,Unable to determine,2018,dlfs_4/fg1fgiv,0.0906977729442776,13.2443163079231,0.06715409770414,0.114241448184415,2177,Percentage of donors,Percentage of total donors,59,BC,
230,230,Personal income category,Moins de 25 000 $,2018,incg2_1/fg1fgiv,0.35763940901158703,5.61165127277426,0.318303957985439,0.396974860037734,1099,Percentage of donors,Percentage of total donors,10,NL,
231,231,Personal income category,Moins de 25 000 $,2018,incg2_1/fg1fgiv,0.3786115073338969,5.40226645039894,0.338523183201221,0.418699831466574,740,Percentage of donors,Percentage of total donors,11,PE,
232,232,Personal income category,Moins de 25 000 $,2018,incg2_1/fg1fgiv,0.377698911393384,4.99685082196,0.340708410844353,0.414689411942415,1103,Percentage of donors,Percentage of total donors,12,NS,
233,233,Personal income category,Moins de 25 000 $,2018,incg2_1/fg1fgiv,0.35912781432246504,4.608743846364269,0.32668789957985306,0.391567729065077,1106,Percentage of donors,Percentage of total donors,13,NB,
234,234,Personal income category,Moins de 25 000 $,2018,incg2_1/fg1fgiv,0.34896040229749203,4.19196457323392,0.320289468122022,0.377631336472961,2013,Percentage of donors,Percentage of total donors,24,QC,
235,235,Personal income category,Moins de 25 000 $,2018,incg2_1/fg1fgiv,0.354213947557948,2.85058562265668,0.334423854361675,0.374004040754221,4346,Percentage of donors,Percentage of total donors,35,ON,
236,236,Personal income category,Moins de 25 000 $,2018,incg2_1/fg1fgiv,0.312354779039621,6.3191328834443405,0.273668787348466,0.35104077073077594,1150,Percentage of donors,Percentage of total donors,46,MB,
237,237,Personal income category,Moins de 25 000 $,2018,incg2_1/fg1fgiv,0.31152065921851696,6.029178670821638,0.274708346869846,0.3483329715671889,1003,Percentage of donors,Percentage of total donors,47,SK,
238,238,Personal income category,Moins de 25 000 $,2018,incg2_1/fg1fgiv,0.313309495461416,5.82972479424376,0.277510593861038,0.34910839706179403,1412,Percentage of donors,Percentage of total donors,48,AB,
239,239,Personal income category,Moins de 25 000 $,2018,incg2_1/fg1fgiv,0.316942520690125,4.62947696397703,0.288184398407662,0.345700642972588,2177,Percentage of donors,Percentage of total donors,59,BC,
240,240,Personal income category,25 000 $ à 49 999 $,2018,incg2_2/fg1fgiv,0.28971164760795,5.99436812531231,0.255674163053534,0.323749132162366,1099,Percentage of donors,Percentage of total donors,10,NL,
241,241,Personal income category,25 000 $ à 49 999 $,2018,incg2_2/fg1fgiv,0.326560248593218,6.114672861800232,0.287423509592809,0.365696987593628,740,Percentage of donors,Percentage of total donors,11,PE,
242,242,Personal income category,25 000 $ à 49 999 $,2018,incg2_2/fg1fgiv,0.299281636125972,5.47675506081589,0.267156019033434,0.3314072532185109,1103,Percentage of donors,Percentage of total donors,12,NS,
243,243,Personal income category,25 000 $ à 49 999 $,2018,incg2_2/fg1fgiv,0.326999811735896,5.37388395758687,0.292558167389362,0.36144145608243,1106,Percentage of donors,Percentage of total donors,13,NB,
244,244,Personal income category,25 000 $ à 49 999 $,2018,incg2_2/fg1fgiv,0.335962433841407,3.9207521202102704,0.310145289920226,0.361779577762588,2013,Percentage of donors,Percentage of total donors,24,QC,
245,245,Personal income category,25 000 $ à 49 999 $,2018,incg2_2/fg1fgiv,0.27505191224187703,3.16203562618464,0.25800563614399896,0.29209818833975504,4346,Percentage of donors,Percentage of total donors,35,ON,
246,246,Personal income category,25 000 $ à 49 999 $,2018,incg2_2/fg1fgiv,0.311094999666786,5.92284218988907,0.274981358129455,0.34720864120411704,1150,Percentage of donors,Percentage of total donors,46,MB,
247,247,Personal income category,25 000 $ à 49 999 $,2018,incg2_2/fg1fgiv,0.273002280373639,6.24124485369866,0.239606962114097,0.30639759863318,1003,Percentage of donors,Percentage of total donors,47,SK,
248,248,Personal income category,25 000 $ à 49 999 $,2018,incg2_2/fg1fgiv,0.25742456615947,6.2401227293552495,0.22594047132456305,0.2889086609943761,1412,Percentage of donors,Percentage of total donors,48,AB,
249,249,Personal income category,25 000 $ à 49 999 $,2018,incg2_2/fg1fgiv,0.2925535051590301,4.94997742956028,0.264170615060351,0.320936395257709,2177,Percentage of donors,Percentage of total donors,59,BC,
250,250,Personal income category,"50,000 $ a 74,999 $",2018,incg2_3/fg1fgiv,0.172613647348205,7.601077295903009,0.14689794624282998,0.19832934845358,1099,Percentage of donors,Percentage of total donors,10,NL,
251,251,Personal income category,"50,000 $ a 74,999 $",2018,incg2_3/fg1fgiv,0.16605156118738298,10.3774036808508,0.13227777378742694,0.199825348587339,740,Percentage of donors,Percentage of total donors,11,PE,
252,252,Personal income category,"50,000 $ a 74,999 $",2018,incg2_3/fg1fgiv,0.170479496760815,8.06618177149415,0.14352766727607,0.197431326245561,1103,Percentage of donors,Percentage of total donors,12,NS,
253,253,Personal income category,"50,000 $ a 74,999 $",2018,incg2_3/fg1fgiv,0.16225992319726198,8.279486692355581,0.135929201092989,0.188590645301536,1106,Percentage of donors,Percentage of total donors,13,NB,
254,254,Personal income category,"50,000 $ a 74,999 $",2018,incg2_3/fg1fgiv,0.17158472331497698,6.19971668787364,0.150735083657646,0.19243436297230895,2013,Percentage of donors,Percentage of total donors,24,QC,
255,255,Personal income category,"50,000 $ a 74,999 $",2018,incg2_3/fg1fgiv,0.17913189634285398,4.161973379024641,0.164519538048603,0.193744254637105,4346,Percentage of donors,Percentage of total donors,35,ON,
256,256,Personal income category,"50,000 $ a 74,999 $",2018,incg2_3/fg1fgiv,0.194256277495469,7.657212305058991,0.165102566667475,0.223409988323463,1150,Percentage of donors,Percentage of total donors,46,MB,
257,257,Personal income category,"50,000 $ a 74,999 $",2018,incg2_3/fg1fgiv,0.16312531970442,9.90561042061084,0.131455126674443,0.19479551273439705,1003,Percentage of donors,Percentage of total donors,47,SK,
258,258,Personal income category,"50,000 $ a 74,999 $",2018,incg2_3/fg1fgiv,0.17454744758584198,7.661733991131362,0.148336141433814,0.20075875373787105,1412,Percentage of donors,Percentage of total donors,48,AB,
259,259,Personal income category,"50,000 $ a 74,999 $",2018,incg2_3/fg1fgiv,0.201215144464147,6.02321630335971,0.17746111912101895,0.22496916980727505,2177,Percentage of donors,Percentage of total donors,59,BC,
260,260,Personal income category,75 000 $ à 99 999 $,2018,incg2_4/fg1fgiv,0.0990083473261383,9.835383675450501,0.0799225104120281,0.118094184240248,1099,Percentage of donors,Percentage of total donors,10,NL,
261,261,Personal income category,75 000 $ à 99 999 $,2018,incg2_4/fg1fgiv,0.0922729538976475,12.7165499206887,0.069274861459209,0.115271046336086,740,Percentage of donors,Percentage of total donors,11,PE,
262,262,Personal income category,75 000 $ à 99 999 $,2018,incg2_4/fg1fgiv,0.0906151546808601,10.2283348276029,0.0724493824937157,0.108780926868004,1103,Percentage of donors,Percentage of total donors,12,NS,
263,263,Personal income category,75 000 $ à 99 999 $,2018,incg2_4/fg1fgiv,0.0926373205620217,11.013808748313599,0.0726400092841854,0.112634631839858,1106,Percentage of donors,Percentage of total donors,13,NB,
264,264,Personal income category,75 000 $ à 99 999 $,2018,incg2_4/fg1fgiv,0.0750420096942331,9.484789509779821,0.0610918157767535,0.0889922036117128,2013,Percentage of donors,Percentage of total donors,24,QC,
265,265,Personal income category,75 000 $ à 99 999 $,2018,incg2_4/fg1fgiv,0.0935729520520462,5.52786793202304,0.0834348634945422,0.10371104060955,4346,Percentage of donors,Percentage of total donors,35,ON,
266,266,Personal income category,75 000 $ à 99 999 $,2018,incg2_4/fg1fgiv,0.104907467865673,12.9045992852194,0.078373694276211,0.131441241455135,1150,Percentage of donors,Percentage of total donors,46,MB,
267,267,Personal income category,75 000 $ à 99 999 $,2018,incg2_4/fg1fgiv,0.133389909011343,9.715362583101859,0.10799012165991803,0.158789696362768,1003,Percentage of donors,Percentage of total donors,47,SK,
268,268,Personal income category,75 000 $ à 99 999 $,2018,incg2_4/fg1fgiv,0.0900325111839045,11.1748723216378,0.0703132779174809,0.109751744450328,1412,Percentage of donors,Percentage of total donors,48,AB,
269,269,Personal income category,75 000 $ à 99 999 $,2018,incg2_4/fg1fgiv,0.0876024030141529,9.134655688494481,0.0719184225514975,0.10328638347680802,2177,Percentage of donors,Percentage of total donors,59,BC,
270,270,Personal income category,100 000 $ à 124 999 $,2018,incg2_5/fg1fgiv,0.03737433123477,18.486062631164106,0.0238328571982304,0.0509158052713096,1099,Percentage of donors,Percentage of total donors,10,NL,*
271,271,Personal income category,100 000 $ à 124 999 $,2018,incg2_5/fg1fgiv,0.0244489416921953,30.068717150430107,0.0100402995367897,0.0388575838476009,740,Percentage of donors,Percentage of total donors,11,PE,*
272,272,Personal income category,100 000 $ à 124 999 $,2018,incg2_5/fg1fgiv,0.0238450620616421,20.9759263910607,0.014041865775716998,0.0336482583475672,1103,Percentage of donors,Percentage of total donors,12,NS,*
273,273,Personal income category,100 000 $ à 124 999 $,2018,incg2_5/fg1fgiv,0.032828203438616,20.2752676592108,0.0197826711725539,0.045873735704678,1106,Percentage of donors,Percentage of total donors,13,NB,*
274,274,Personal income category,100 000 $ à 124 999 $,2018,incg2_5/fg1fgiv,0.0340904006379794,15.595664714368,0.0236700079354224,0.0445107933405364,2013,Percentage of donors,Percentage of total donors,24,QC,
275,275,Personal income category,100 000 $ à 124 999 $,2018,incg2_5/fg1fgiv,0.0468116875385452,8.46275684836372,0.0390471740016397,0.0545762010754508,4346,Percentage of donors,Percentage of total donors,35,ON,
276,276,Personal income category,100 000 $ à 124 999 $,2018,incg2_5/fg1fgiv,0.0417708721805975,19.457904169646,0.025840801796495,0.057700942564699986,1150,Percentage of donors,Percentage of total donors,46,MB,*
277,277,Personal income category,100 000 $ à 124 999 $,2018,incg2_5/fg1fgiv,0.0528489964227949,22.0180784328095,0.030042201883383,0.0756557909622068,1003,Percentage of donors,Percentage of total donors,47,SK,*
278,278,Personal income category,100 000 $ à 124 999 $,2018,incg2_5/fg1fgiv,0.0696716059470863,12.892032457429302,0.0520670407785179,0.0872761711156547,1412,Percentage of donors,Percentage of total donors,48,AB,
279,279,Personal income category,100 000 $ à 124 999 $,2018,incg2_5/fg1fgiv,0.0419489402165017,14.240028714025199,0.0302410147374972,0.0536568656955061,2177,Percentage of donors,Percentage of total donors,59,BC,
280,280,Personal income category,125 000 $ et plus,2018,incg2_6/fg1fgiv,0.0436526174713507,16.383330204804,0.0296354402167973,0.0576697947259041,1099,Percentage of donors,Percentage of total donors,10,NL,
281,281,Personal income category,125 000 $ et plus,2018,incg2_6/fg1fgiv,0.0120547872956585,39.6384173838159,0.0026894386594504107,0.0214201359318666,740,Percentage of donors,Percentage of total donors,11,PE,...
282,282,Personal income category,125 000 $ et plus,2018,incg2_6/fg1fgiv,0.0380797389773267,17.5442853534127,0.024985576176749003,0.0511739017779043,1103,Percentage of donors,Percentage of total donors,12,NS,*
283,283,Personal income category,125 000 $ et plus,2018,incg2_6/fg1fgiv,0.0261469267437386,21.7475473642703,0.0150019535943234,0.0372918998931539,1106,Percentage of donors,Percentage of total donors,13,NB,*
284,284,Personal income category,125 000 $ et plus,2018,incg2_6/fg1fgiv,0.0343600302139115,14.165188102371197,0.0248205661998314,0.0438994942279916,2013,Percentage of donors,Percentage of total donors,24,QC,
285,285,Personal income category,125 000 $ et plus,2018,incg2_6/fg1fgiv,0.0512176042667299,7.25137731553481,0.0439383338222687,0.0584968747111912,4346,Percentage of donors,Percentage of total donors,35,ON,
286,286,Personal income category,125 000 $ et plus,2018,incg2_6/fg1fgiv,0.0356156037518538,22.491419618994197,0.0199154006683224,0.0513158068353853,1150,Percentage of donors,Percentage of total donors,46,MB,*
