Group,Attribute,Year,QuestionNo,Estimate,cv,CI Lower,CI Upper,Unweightedn,QuestionText,QuestionGroup,Region,Marker
Personal income category,"$80,000 to $99,999",2013,incg1_5 / vd1dhrs,0.040245597,26.69267059,0.019139246,0.061351947,83,Percentage of donations,Percentage of total donations,BC,*

Personal income category,"$100,000 to $119,999",2013,incg1_6 / vd1dhrs,0.03621392,22.72754884,0.020043143,0.052384696,277,Percentage of donations,Percentage of total donations,CA,*

Personal income category,"$100,000 to $119,999",2013,incg1_6 / vd1dhrs,0.022600156,23.6608119,0.012094001,0.033106312,54,Percentage of donations,Percentage of total donations,AT,*

Personal income category,"$100,000 to $119,999",2013,incg1_6 / vd1dhrs,0.013942856,37.36712629,0.003706528,0.024179183,32,Percentage of donations,Percentage of total donations,QC,…

Personal income category,"$100,000 to $119,999",2013,incg1_6 / vd1dhrs,0.026913607,24.7335897,0.013834991,0.039992224,71,Percentage of donations,Percentage of total donations,ON,*

Personal income category,"$100,000 to $119,999",2013,incg1_6 / vd1dhrs,0.035257597,26.04579716,0.017215247,0.053299947,45,Percentage of donations,Percentage of total donations,PR,*

Personal income category,"$100,000 to $119,999",2013,incg1_6 / vd1dhrs,0.110072354,48.08289022,0.006087147,0.21405756,32,Percentage of donations,Percentage of total donations,AB,…

Personal income category,"$100,000 to $119,999",2013,incg1_6 / vd1dhrs,0.024333217,23.78891204,0.012960169,0.035706264,43,Percentage of donations,Percentage of total donations,BC,*

Personal income category,"$120,000 and more",2013,incg1_7 / vd1dhrs,0.04901819,12.20924907,0.03725977,0.06077661,430,Percentage of donations,Percentage of total donations,CA,

Personal income category,"$120,000 and more",2013,incg1_7 / vd1dhrs,0.022850362,24.95167803,0.011648362,0.034052363,70,Percentage of donations,Percentage of total donations,AT,*

Personal income category,"$120,000 and more",2013,incg1_7 / vd1dhrs,0.05706081,50.30121077,0.0006686,0.113453019,52,Percentage of donations,Percentage of total donations,QC,…

Personal income category,"$120,000 and more",2013,incg1_7 / vd1dhrs,0.044195867,15.15561386,0.031035805,0.057355929,140,Percentage of donations,Percentage of total donations,ON,

Personal income category,"$120,000 and more",2013,incg1_7 / vd1dhrs,0.043170652,28.09353245,0.019342097,0.066999206,47,Percentage of donations,Percentage of total donations,PR,*

Personal income category,"$120,000 and more",2013,incg1_7 / vd1dhrs,0.077875327,24.06402891,0.041056414,0.11469424,59,Percentage of donations,Percentage of total donations,AB,*

Personal income category,"$120,000 and more",2013,incg1_7 / vd1dhrs,0.046818675,24.39175998,0.024381664,0.069255686,62,Percentage of donations,Percentage of total donations,BC,*

Family income category,"Less than $20,000",2013,hhincg1_1 / vd1dhrs,0.04258119,11.46040575,0.032993355,0.052169024,483,Percentage of donations,Percentage of total donations,CA,

Family income category,"Less than $20,000",2013,hhincg1_1 / vd1dhrs,0.053482138,20.54293152,0.031896051,0.075068224,149,Percentage of donations,Percentage of total donations,AT,*

Family income category,"Less than $20,000",2013,hhincg1_1 / vd1dhrs,0.069374891,24.25568128,0.036313697,0.102436084,82,Percentage of donations,Percentage of total donations,QC,*

Family income category,"Less than $20,000",2013,hhincg1_1 / vd1dhrs,0.037767587,20.87668615,0.022276441,0.053258733,94,Percentage of donations,Percentage of total donations,ON,*

Family income category,"Less than $20,000",2013,hhincg1_1 / vd1dhrs,0.038245578,23.19849511,0.020813716,0.055677441,69,Percentage of donations,Percentage of total donations,PR,*

Family income category,"Less than $20,000",2013,hhincg1_1 / vd1dhrs,0.012901417,43.09172168,0.001978616,0.023824217,19,Percentage of donations,Percentage of total donations,AB,…

Family income category,"Less than $20,000",2013,hhincg1_1 / vd1dhrs,0.055092115,24.40207579,0.02867904,0.08150519,70,Percentage of donations,Percentage of total donations,BC,*

Family income category,"$20,000 to $39,999",2013,hhincg1_2 / vd1dhrs,0.108495571,7.411493735,0.092696902,0.124294239,1060,Percentage of donations,Percentage of total donations,CA,

Family income category,"$20,000 to $39,999",2013,hhincg1_2 / vd1dhrs,0.130803142,15.89487799,0.089954454,0.171651831,311,Percentage of donations,Percentage of total donations,AT,

Family income category,"$20,000 to $39,999",2013,hhincg1_2 / vd1dhrs,0.117944858,16.26257499,0.080259637,0.155630079,184,Percentage of donations,Percentage of total donations,QC,

Family income category,"$20,000 to $39,999",2013,hhincg1_2 / vd1dhrs,0.102930464,13.33347948,0.075966101,0.129894827,211,Percentage of donations,Percentage of total donations,ON,

Family income category,"$20,000 to $39,999",2013,hhincg1_2 / vd1dhrs,0.124239872,16.89626963,0.082996462,0.165483282,151,Percentage of donations,Percentage of total donations,PR,*

Family income category,"$20,000 to $39,999",2013,hhincg1_2 / vd1dhrs,0.068426443,25.22003533,0.034520768,0.102332118,53,Percentage of donations,Percentage of total donations,AB,*

Family income category,"$20,000 to $39,999",2013,hhincg1_2 / vd1dhrs,0.132053293,14.86318435,0.093490912,0.170615674,150,Percentage of donations,Percentage of total donations,BC,

Family income category,"$40,000 to $59,999",2013,hhincg1_3 / vd1dhrs,0.13561419,7.38934414,0.115925638,0.155302741,1204,Percentage of donations,Percentage of total donations,CA,

Family income category,"$40,000 to $59,999",2013,hhincg1_3 / vd1dhrs,0.233374649,17.14503561,0.154761569,0.311987729,351,Percentage of donations,Percentage of total donations,AT,*

Family income category,"$40,000 to $59,999",2013,hhincg1_3 / vd1dhrs,0.189663954,12.39473687,0.143476412,0.235851497,231,Percentage of donations,Percentage of total donations,QC,

Family income category,"$40,000 to $59,999",2013,hhincg1_3 / vd1dhrs,0.111563192,14.43303069,0.079927218,0.143199166,231,Percentage of donations,Percentage of total donations,ON,

Family income category,"$40,000 to $59,999",2013,hhincg1_3 / vd1dhrs,0.099155063,16.67973276,0.066660798,0.131649329,172,Percentage of donations,Percentage of total donations,PR,*

Family income category,"$40,000 to $59,999",2013,hhincg1_3 / vd1dhrs,0.084001301,28.04726576,0.037712143,0.130290459,61,Percentage of donations,Percentage of total donations,AB,*

Family income category,"$40,000 to $59,999",2013,hhincg1_3 / vd1dhrs,0.167202254,16.77334762,0.112100602,0.222303906,158,Percentage of donations,Percentage of total donations,BC,*

Family income category,"$60,000 to $79,999",2013,hhincg1_4 / vd1dhrs,0.148593688,11.80560577,0.114127649,0.183059728,1087,Percentage of donations,Percentage of total donations,CA,

Family income category,"$60,000 to $79,999",2013,hhincg1_4 / vd1dhrs,0.149265214,15.89417346,0.102653046,0.195877381,298,Percentage of donations,Percentage of total donations,AT,

Family income category,"$60,000 to $79,999",2013,hhincg1_4 / vd1dhrs,0.127317947,14.47241869,0.09111587,0.163520023,187,Percentage of donations,Percentage of total donations,QC,

Family income category,"$60,000 to $79,999",2013,hhincg1_4 / vd1dhrs,0.166671953,19.4985497,0.102820972,0.230522934,213,Percentage of donations,Percentage of total donations,ON,*

Family income category,"$60,000 to $79,999",2013,hhincg1_4 / vd1dhrs,0.142658558,19.1977583,0.088850033,0.196467083,174,Percentage of donations,Percentage of total donations,PR,*

Family income category,"$60,000 to $79,999",2013,hhincg1_4 / vd1dhrs,0.143920334,38.74631953,0.034359493,0.253481174,66,Percentage of donations,Percentage of total donations,AB,…

Family income category,"$60,000 to $79,999",2013,hhincg1_4 / vd1dhrs,0.122603463,13.76001882,0.089457968,0.155748958,149,Percentage of donations,Percentage of total donations,BC,

Family income category,"$80,000 to $99,999",2013,hhincg1_5 / vd1dhrs,0.127065761,8.739486875,0.105247646,0.148883875,995,Percentage of donations,Percentage of total donations,CA,

Family income category,"$80,000 to $99,999",2013,hhincg1_5 / vd1dhrs,0.129263402,14.67816016,0.09198563,0.166541173,258,Percentage of donations,Percentage of total donations,AT,

Family income category,"$80,000 to $99,999",2013,hhincg1_5 / vd1dhrs,0.120184036,16.45101994,0.081338389,0.159029683,172,Percentage of donations,Percentage of total donations,QC,

Family income category,"$80,000 to $99,999",2013,hhincg1_5 / vd1dhrs,0.130241205,16.50268906,0.088012685,0.172469725,203,Percentage of donations,Percentage of total donations,ON,*

Family income category,"$80,000 to $99,999",2013,hhincg1_5 / vd1dhrs,0.144173785,15.43950836,0.100439452,0.187908118,164,Percentage of donations,Percentage of total donations,PR,

Family income category,"$80,000 to $99,999",2013,hhincg1_5 / vd1dhrs,0.107649101,21.65332448,0.061852027,0.153446176,59,Percentage of donations,Percentage of total donations,AB,*

Family income category,"$80,000 to $99,999",2013,hhincg1_5 / vd1dhrs,0.131841639,14.75970941,0.0936091,0.170074179,139,Percentage of donations,Percentage of total donations,BC,

Family income category,"$100,000 to $119,999",2013,hhincg1_6 / vd1dhrs,0.128182283,12.44204775,0.096847795,0.159516772,791,Percentage of donations,Percentage of total donations,CA,

Family income category,"$100,000 to $119,999",2013,hhincg1_6 / vd1dhrs,0.096001296,14.40241721,0.068835951,0.123166641,197,Percentage of donations,Percentage of total donations,AT,

Family income category,"$100,000 to $119,999",2013,hhincg1_6 / vd1dhrs,0.117323373,24.08863905,0.061796969,0.172849776,119,Percentage of donations,Percentage of total donations,QC,*

Family income category,"$100,000 to $119,999",2013,hhincg1_6 / vd1dhrs,0.144637077,21.73552798,0.082870637,0.206403518,204,Percentage of donations,Percentage of total donations,ON,*

Family income category,"$100,000 to $119,999",2013,hhincg1_6 / vd1dhrs,0.11587269,19.22570236,0.072103748,0.159641632,121,Percentage of donations,Percentage of total donations,PR,*

Family income category,"$100,000 to $119,999",2013,hhincg1_6 / vd1dhrs,0.134945959,25.53861701,0.067234838,0.202657079,55,Percentage of donations,Percentage of total donations,AB,*

Family income category,"$100,000 to $119,999",2013,hhincg1_6 / vd1dhrs,0.108608515,18.37691809,0.069394682,0.147822348,95,Percentage of donations,Percentage of total donations,BC,*

Family income category,"$120,000 to $139,999",2013,hhincg1_7 / vd1dhrs,0.074363227,9.368999041,0.06067478,0.088051673,605,Percentage of donations,Percentage of total donations,CA,

Family income category,"$120,000 to $139,999",2013,hhincg1_7 / vd1dhrs,0.062169734,15.69063139,0.043004145,0.081335323,145,Percentage of donations,Percentage of total donations,AT,

Family income category,"$120,000 to $139,999",2013,hhincg1_7 / vd1dhrs,0.071173595,21.24805484,0.041460983,0.100886206,97,Percentage of donations,Percentage of total donations,QC,*

Family income category,"$120,000 to $139,999",2013,hhincg1_7 / vd1dhrs,0.067000548,17.38855817,0.044110607,0.089890488,140,Percentage of donations,Percentage of total donations,ON,*

Family income category,"$120,000 to $139,999",2013,hhincg1_7 / vd1dhrs,0.06242476,21.56449229,0.035976393,0.088873127,72,Percentage of donations,Percentage of total donations,PR,*

Family income category,"$120,000 to $139,999",2013,hhincg1_7 / vd1dhrs,0.118457768,21.95959371,0.067349567,0.169565968,63,Percentage of donations,Percentage of total donations,AB,*

Family income category,"$120,000 to $139,999",2013,hhincg1_7 / vd1dhrs,0.071453228,19.08854222,0.044655538,0.098250918,88,Percentage of donations,Percentage of total donations,BC,*

Family income category,"$140,000 and more",2013,hhincg1_8 / vd1dhrs,0.235104091,5.990540723,0.20743283,0.262775352,1494,Percentage of donations,Percentage of total donations,CA,

Family income category,"$140,000 and more",2013,hhincg1_8 / vd1dhrs,0.145640427,12.87418177,0.108801724,0.182479129,285,Percentage of donations,Percentage of total donations,AT,

Family income category,"$140,000 and more",2013,hhincg1_8 / vd1dhrs,0.187017347,17.29074645,0.123484492,0.250550203,192,Percentage of donations,Percentage of total donations,QC,*

Family income category,"$140,000 and more",2013,hhincg1_8 / vd1dhrs,0.239187974,9.290246325,0.195529424,0.282846525,448,Percentage of donations,Percentage of total donations,ON,

Family income category,"$140,000 and more",2013,hhincg1_8 / vd1dhrs,0.273229693,14.92147943,0.193127848,0.353331539,202,Percentage of donations,Percentage of total donations,PR,

Family income category,"$140,000 and more",2013,hhincg1_8 / vd1dhrs,0.329697678,16.44822108,0.223151576,0.43624378,178,Percentage of donations,Percentage of total donations,AB,

Family income category,"$140,000 and more",2013,hhincg1_8 / vd1dhrs,0.211145493,14.82218327,0.149656591,0.272634394,189,Percentage of donations,Percentage of total donations,BC,

Frequency of religious attendance,At least once a week,2013,ree_02_1 / vd1dhrs,0.321679669,5.508104852,0.286867703,0.356491636,1803,Percentage of donations,Percentage of total donations,CA,

Frequency of religious attendance,At least once a week,2013,ree_02_1 / vd1dhrs,0.37734309,8.389055887,0.315148554,0.439537625,590,Percentage of donations,Percentage of total donations,AT,

Frequency of religious attendance,At least once a week,2013,ree_02_1 / vd1dhrs,0.191411718,17.13386257,0.126976019,0.255847416,150,Percentage of donations,Percentage of total donations,QC,*

Frequency of religious attendance,At least once a week,2013,ree_02_1 / vd1dhrs,0.339069031,8.975724952,0.279274646,0.398863416,425,Percentage of donations,Percentage of total donations,ON,

Frequency of religious attendance,At least once a week,2013,ree_02_1 / vd1dhrs,0.325879417,10.64112357,0.257748041,0.394010793,308,Percentage of donations,Percentage of total donations,PR,

Frequency of religious attendance,At least once a week,2013,ree_02_1 / vd1dhrs,0.402577895,14.671155,0.286535423,0.518620367,133,Percentage of donations,Percentage of total donations,AB,

Frequency of religious attendance,At least once a week,2013,ree_02_1 / vd1dhrs,0.282492253,11.41812639,0.219119273,0.345865233,197,Percentage of donations,Percentage of total donations,BC,

Frequency of religious attendance,At least once a month,2013,ree_02_2 / vd1dhrs,0.100289437,7.571398394,0.085370632,0.115208242,851,Percentage of donations,Percentage of total donations,CA,

Frequency of religious attendance,At least once a month,2013,ree_02_2 / vd1dhrs,0.116464646,20.54027447,0.069464079,0.163465212,263,Percentage of donations,Percentage of total donations,AT,*

Frequency of religious attendance,At least once a month,2013,ree_02_2 / vd1dhrs,0.126326441,18.67268663,0.079981342,0.17267154,115,Percentage of donations,Percentage of total donations,QC,*

Frequency of religious attendance,At least once a month,2013,ree_02_2 / vd1dhrs,0.098620767,13.05720042,0.073320728,0.123920806,215,Percentage of donations,Percentage of total donations,ON,

Frequency of religious attendance,At least once a month,2013,ree_02_2 / vd1dhrs,0.139749775,17.22744029,0.092448308,0.187051242,142,Percentage of donations,Percentage of total donations,PR,*

Frequency of religious attendance,At least once a month,2013,ree_02_2 / vd1dhrs,0.095168854,25.95591739,0.046636209,0.1437015,55,Percentage of donations,Percentage of total donations,AB,*

Frequency of religious attendance,At least once a month,2013,ree_02_2 / vd1dhrs,0.053781204,24.07105344,0.028346402,0.079216007,61,Percentage of donations,Percentage of total donations,BC,*

Frequency of religious attendance,At least 3 times a year,2013,ree_02_3 / vd1dhrs,0.100583476,9.536797104,0.081736923,0.119430028,831,Percentage of donations,Percentage of total donations,CA,

Frequency of religious attendance,At least 3 times a year,2013,ree_02_3 / vd1dhrs,0.111803658,16.70120981,0.075117124,0.148490192,231,Percentage of donations,Percentage of total donations,AT,*

Frequency of religious attendance,At least 3 times a year,2013,ree_02_3 / vd1dhrs,0.076891881,17.17296701,0.050948381,0.102835381,143,Percentage of donations,Percentage of total donations,QC,*

Frequency of religious attendance,At least 3 times a year,2013,ree_02_3 / vd1dhrs,0.10292397,16.96446479,0.068618811,0.137229128,188,Percentage of donations,Percentage of total donations,ON,*

Frequency of religious attendance,At least 3 times a year,2013,ree_02_3 / vd1dhrs,0.11712366,18.55124041,0.074434232,0.159813087,136,Percentage of donations,Percentage of total donations,PR,*

Frequency of religious attendance,At least 3 times a year,2013,ree_02_3 / vd1dhrs,0.09893612,26.75502632,0.046928977,0.150943263,52,Percentage of donations,Percentage of total donations,AB,*

Frequency of religious attendance,At least 3 times a year,2013,ree_02_3 / vd1dhrs,0.101284261,18.52918413,0.064411895,0.138156627,81,Percentage of donations,Percentage of total donations,BC,*

Frequency of religious attendance,Once or twice a year,2013,ree_02_4 / vd1dhrs,0.139103796,11.46022597,0.107782848,0.170424745,1041,Percentage of donations,Percentage of total donations,CA,

Frequency of religious attendance,Once or twice a year,2013,ree_02_4 / vd1dhrs,0.09068296,11.43304521,0.070312992,0.111052928,251,Percentage of donations,Percentage of total donations,AT,

Frequency of religious attendance,Once or twice a year,2013,ree_02_4 / vd1dhrs,0.205496411,13.32239295,0.151707937,0.259284884,232,Percentage of donations,Percentage of total donations,QC,

Frequency of religious attendance,Once or twice a year,2013,ree_02_4 / vd1dhrs,0.133872855,24.9943177,0.068131817,0.199613892,217,Percentage of donations,Percentage of total donations,ON,*

Frequency of religious attendance,Once or twice a year,2013,ree_02_4 / vd1dhrs,0.10698698,19.31795047,0.066380559,0.147593402,147,Percentage of donations,Percentage of total donations,PR,*

Frequency of religious attendance,Once or twice a year,2013,ree_02_4 / vd1dhrs,0.138407429,21.8335669,0.079034724,0.197780134,78,Percentage of donations,Percentage of total donations,AB,*

Frequency of religious attendance,Once or twice a year,2013,ree_02_4 / vd1dhrs,0.140145619,18.15619737,0.090152854,0.190138385,116,Percentage of donations,Percentage of total donations,BC,*

Frequency of religious attendance,Not at all,2013,ree_02_5 / vd1dhrs,0.338343622,5.036390092,0.304864035,0.371823209,2683,Percentage of donations,Percentage of total donations,CA,

Frequency of religious attendance,Not at all,2013,ree_02_5 / vd1dhrs,0.303705647,13.40846743,0.223697401,0.383713893,539,Percentage of donations,Percentage of total donations,AT,

Frequency of religious attendance,Not at all,2013,ree_02_5 / vd1dhrs,0.39987355,7.832816731,0.338335549,0.461411551,526,Percentage of donations,Percentage of total donations,QC,

Frequency of religious attendance,Not at all,2013,ree_02_5 / vd1dhrs,0.325513378,9.585752303,0.264208111,0.386818644,586,Percentage of donations,Percentage of total donations,ON,

Frequency of religious attendance,Not at all,2013,ree_02_5 / vd1dhrs,0.310260168,13.53397401,0.227760138,0.392760197,338,Percentage of donations,Percentage of total donations,PR,

Frequency of religious attendance,Not at all,2013,ree_02_5 / vd1dhrs,0.264909702,17.5168158,0.173738901,0.356080503,193,Percentage of donations,Percentage of total donations,AB,*

Frequency of religious attendance,Not at all,2013,ree_02_5 / vd1dhrs,0.422296662,8.241238706,0.353919215,0.490674109,501,Percentage of donations,Percentage of total donations,BC,

Immigration status,Native-born,2013,dcit2_1 / vd1dhrs,0.805665602,1.97945085,0.77433258,0.836998624,6191,Percentage of donations,Percentage of total donations,CA,

Immigration status,Native-born,2013,dcit2_1 / vd1dhrs,0.933608306,2.031691409,0.896341241,0.970875372,1752,Percentage of donations,Percentage of total donations,AT,

Immigration status,Native-born,2013,dcit2_1 / vd1dhrs,0.871981709,2.641901872,0.826720432,0.917242985,1058,Percentage of donations,Percentage of total donations,QC,

Immigration status,Native-born,2013,dcit2_1 / vd1dhrs,0.757113105,4.026704792,0.697214971,0.81701124,1261,Percentage of donations,Percentage of total donations,ON,

Immigration status,Native-born,2013,dcit2_1 / vd1dhrs,0.905964807,2.160952151,0.867500384,0.94442923,971,Percentage of donations,Percentage of total donations,PR,

Immigration status,Native-born,2013,dcit2_1 / vd1dhrs,0.833634986,4.247592863,0.764065057,0.903204914,428,Percentage of donations,Percentage of total donations,AB,

Immigration status,Native-born,2013,dcit2_1 / vd1dhrs,0.726977818,4.700564685,0.659838963,0.794116674,721,Percentage of donations,Percentage of total donations,BC,

Immigration status,Naturalized,2013,dcit2_2 / vd1dhrs,0.164938662,9.431853407,0.134373813,0.195503511,787,Percentage of donations,Percentage of total donations,CA,

Immigration status,Naturalized,2013,dcit2_2 / vd1dhrs,0.03867419,30.11617829,0.015790617,0.061557762,76,Percentage of donations,Percentage of total donations,AT,*

Immigration status,Naturalized,2013,dcit2_2 / vd1dhrs,0.094738282,21.43215728,0.054845517,0.134631046,93,Percentage of donations,Percentage of total donations,QC,*

Immigration status,Naturalized,2013,dcit2_2 / vd1dhrs,0.215758811,13.88398203,0.156903545,0.274614077,302,Percentage of donations,Percentage of total donations,ON,

Immigration status,Naturalized,2013,dcit2_2 / vd1dhrs,0.051461119,24.2122187,0.026980829,0.075941409,72,Percentage of donations,Percentage of total donations,PR,*

Immigration status,Naturalized,2013,dcit2_2 / vd1dhrs,0.144365523,24.35110422,0.075296249,0.213434797,65,Percentage of donations,Percentage of total donations,AB,*

Immigration status,Naturalized,2013,dcit2_2 / vd1dhrs,0.240384784,14.12572568,0.173670246,0.307099322,179,Percentage of donations,Percentage of total donations,BC,

Immigration status,Non-Canadian,2013,dcit2_3 / vd1dhrs,0.029395736,14.88008749,0.020801791,0.037989681,225,Percentage of donations,Percentage of total donations,CA,

Immigration status,Non-Canadian,2013,dcit2_3 / vd1dhrs,0.027717504,58.32231277,-0.004043308,0.059478316,32,Percentage of donations,Percentage of total donations,AT,…

Immigration status,Non-Canadian,2013,dcit2_3 / vd1dhrs,0.03328001,32.567224,0.011985535,0.054574484,31,Percentage of donations,Percentage of total donations,QC,*

Immigration status,Non-Canadian,2013,dcit2_3 / vd1dhrs,0.027128084,29.17060394,0.011580343,0.042675824,67,Percentage of donations,Percentage of total donations,ON,*

Immigration status,Non-Canadian,2013,dcit2_3 / vd1dhrs,0.042574074,36.46241093,0.012074531,0.073073617,36,Percentage of donations,Percentage of total donations,PR,…

Immigration status,Non-Canadian,2013,dcit2_3 / vd1dhrs,0.021999491,41.62875332,0.004006276,0.039992707,18,Percentage of donations,Percentage of total donations,AB,…

Immigration status,Non-Canadian,2013,dcit2_3 / vd1dhrs,0.032637398,23.84294233,0.017348432,0.047926364,41,Percentage of donations,Percentage of total donations,BC,*
