,Unnamed: 0,Group,Attribute,Year,QuestionNo.,Estimate,cv,CI Lower,CI Upper,Unweightedn,QuestionText,QuestionGroup,Region,Province,Marker
179,179,État civil,"Célibataire, jamais marié.e",2013,fg1fgiv,0.718428261,3.527305108,0.668760506,0.768096015,761,Donor flag,Donation rate,AT,,
180,180,État civil,Marié.e/union de fait,2013,fg1fgiv,0.835514555,1.820617226,0.80570052,0.86532859,1059,Donor flag,Donation rate,BC,,
181,181,État civil,Veuf.ve,2013,fg1fgiv,0.728144361,6.736431657,0.632006271,0.824282451,169,Donor flag,Donation rate,BC,,
182,182,État civil,Séparé.e/divorcé.e,2013,fg1fgiv,0.779613067,4.619959983,0.709019454,0.850206681,208,Donor flag,Donation rate,BC,,
183,183,État civil,"Célibataire, jamais marié.e",2013,fg1fgiv,0.654778167,5.663660712,0.582094051,0.727462282,380,Donor flag,Donation rate,BC,,
184,184,État civil,Marié.e/union de fait,2013,fg1fgiv,0.891112359,0.980454657,0.873988246,0.908236471,1741,Donor flag,Donation rate,ON,,
185,185,État civil,Veuf.ve,2013,fg1fgiv,0.872950401,3.050826368,0.820752246,0.925148556,263,Donor flag,Donation rate,ON,,
186,186,État civil,Séparé.e/divorcé.e,2013,fg1fgiv,0.830826498,3.094422295,0.780437234,0.881215761,359,Donor flag,Donation rate,ON,,
187,187,État civil,"Célibataire, jamais marié.e",2013,fg1fgiv,0.701969608,3.380952557,0.655453274,0.748485941,672,Donor flag,Donation rate,ON,,
188,188,État civil,Marié.e/union de fait,2013,fg1fgiv,0.918986208,0.982028092,0.901298116,0.9366743,1203,Donor flag,Donation rate,PR,,
189,189,État civil,Veuf.ve,2013,fg1fgiv,0.86005297,3.299847962,0.804428329,0.915677611,242,Donor flag,Donation rate,PR,,
190,190,État civil,Séparé.e/divorcé.e,2013,fg1fgiv,0.833221666,3.936638105,0.768933041,0.897510291,254,Donor flag,Donation rate,PR,,
191,191,État civil,"Célibataire, jamais marié.e",2013,fg1fgiv,0.687821578,4.18997971,0.631336231,0.744306926,487,Donor flag,Donation rate,PR,,
192,192,État civil,Marié.e/union de fait,2013,fg1fgiv,0.867669087,1.211216043,0.847071145,0.888267029,1422,Donor flag,Donation rate,QC,,
193,193,État civil,Veuf.ve,2013,fg1fgiv,0.814997679,4.269413416,0.746799516,0.883195841,200,Donor flag,Donation rate,QC,,
194,194,État civil,Séparé.e/divorcé.e,2013,fg1fgiv,0.749362215,3.964325498,0.691137256,0.807587173,340,Donor flag,Donation rate,QC,,
195,195,État civil,"Célibataire, jamais marié.e",2013,fg1fgiv,0.696868282,3.375013489,0.650771108,0.742965456,671,Donor flag,Donation rate,QC,,
196,196,Situation d'activité,Employé.e,2013,fg1fgiv,0.894473084,1.769992125,0.863442732,0.925503436,653,Donor flag,Donation rate,AB,,
197,197,Situation d'activité,Au chômage,2013,fg1fgiv,0.73433588,16.21090986,0.501016813,0.967654947,24,Donor flag,Donation rate,AB,,
198,198,Situation d'activité,Pas dans la population active,2013,fg1fgiv,0.786101288,4.010473367,0.724310713,0.847891863,292,Donor flag,Donation rate,AB,,
199,199,Situation d'activité,Unable to determine,2013,fg1fgiv,0.697428165,9.953204207,0.561374425,0.833481906,69,Donor flag,Donation rate,AB,,
200,200,Situation d'activité,Employé.e,2013,fg1fgiv,0.890436945,1.119940639,0.870891469,0.909982422,1974,Donor flag,Donation rate,AT,,
201,201,Situation d'activité,Au chômage,2013,fg1fgiv,0.627081814,8.161972273,0.52676646,0.727397169,173,Donor flag,Donation rate,AT,,
202,202,Situation d'activité,Pas dans la population active,2013,fg1fgiv,0.81094782,1.713770002,0.783708671,0.838186969,1629,Donor flag,Donation rate,AT,,
203,203,Situation d'activité,Unable to determine,2013,fg1fgiv,0.814093033,4.328786002,0.745023225,0.88316284,225,Donor flag,Donation rate,AT,,
204,204,Situation d'activité,Employé.e,2013,fg1fgiv,0.806358365,2.2697849,0.770485928,0.842230803,933,Donor flag,Donation rate,BC,,
205,205,Situation d'activité,Au chômage,2013,fg1fgiv,0.820430252,6.365346309,0.718074609,0.922785896,51,Donor flag,Donation rate,BC,,
206,206,Situation d'activité,Pas dans la population active,2013,fg1fgiv,0.72612148,3.332332964,0.678696652,0.773546308,711,Donor flag,Donation rate,BC,,
207,207,Situation d'activité,Unable to determine,2013,fg1fgiv,0.822039124,6.45910538,0.717972145,0.926106103,123,Donor flag,Donation rate,BC,,
208,208,Situation d'activité,Employé.e,2013,fg1fgiv,0.865983515,1.270817134,0.844413981,0.88755305,1687,Donor flag,Donation rate,ON,,
209,209,Situation d'activité,Au chômage,2013,fg1fgiv,0.78256346,6.738697644,0.679205572,0.885921348,96,Donor flag,Donation rate,ON,,
210,210,Situation d'activité,Pas dans la population active,2013,fg1fgiv,0.79687212,2.078050781,0.764416278,0.829327962,1087,Donor flag,Donation rate,ON,,
211,211,Situation d'activité,Unable to determine,2013,fg1fgiv,0.733476582,5.96996495,0.647653101,0.819300063,166,Donor flag,Donation rate,ON,,
212,212,Situation d'activité,Employé.e,2013,fg1fgiv,0.881153902,1.438582354,0.856309154,0.905998649,1223,Donor flag,Donation rate,PR,,
213,213,Situation d'activité,Au chômage,2013,fg1fgiv,0.690932938,11.69700848,0.532531619,0.849334257,53,Donor flag,Donation rate,PR,,
214,214,Situation d'activité,Pas dans la population active,2013,fg1fgiv,0.77558821,2.732775413,0.734046609,0.817129811,814,Donor flag,Donation rate,PR,,
215,215,Situation d'activité,Unable to determine,2013,fg1fgiv,0.899910895,3.908201246,0.830978318,0.968843473,96,Donor flag,Donation rate,PR,,
216,216,Situation d'activité,Employé.e,2013,fg1fgiv,0.840667288,1.438856527,0.816959571,0.864375005,1478,Donor flag,Donation rate,QC,,
217,217,Situation d'activité,Au chômage,2013,fg1fgiv,0.70270658,8.896589946,0.580175662,0.825237497,84,Donor flag,Donation rate,QC,,
218,218,Situation d'activité,Pas dans la population active,2013,fg1fgiv,0.758105671,2.357589392,0.723075198,0.793136145,923,Donor flag,Donation rate,QC,,
219,219,Situation d'activité,Unable to determine,2013,fg1fgiv,0.880136895,3.28658895,0.823442032,0.936831758,150,Donor flag,Donation rate,QC,,
220,220,Catégorie de revenu personnel,Moins de 20 000 $,2013,fg1fgiv,0.82113577,7.308254658,0.703516973,0.938754567,50,Donor flag,Donation rate,AB,,
221,221,Catégorie de revenu personnel,20 000 $ à 39 999 $,2013,fg1fgiv,0.79052633,5.665020219,0.702752329,0.878300331,125,Donor flag,Donation rate,AB,,
222,222,Catégorie de revenu personnel,40 000 $ à 59 999 $,2013,fg1fgiv,0.806466079,5.94378897,0.712515908,0.900416251,122,Donor flag,Donation rate,AB,,
223,223,Catégorie de revenu personnel,60 000 $ à 79 999 $,2013,fg1fgiv,0.854906223,4.571123665,0.778313142,0.931499304,120,Donor flag,Donation rate,AB,,
224,224,Catégorie de revenu personnel,80 000 $ à 99 999 $,2013,fg1fgiv,0.823915139,5.382094222,0.737002713,0.910827564,116,Donor flag,Donation rate,AB,,
225,225,Catégorie de revenu personnel,100 000 $ à 119 999 $,2013,fg1fgiv,0.808583823,6.393016224,0.70726761,0.909900035,102,Donor flag,Donation rate,AB,,
226,226,Catégorie de revenu personnel,$120 000 à 139 999 $,2013,fg1fgiv,0.79195423,6.784817379,0.686640175,0.897268285,97,Donor flag,Donation rate,AB,,
227,227,Catégorie de revenu personnel,140 000 $ et plus,2013,fg1fgiv,0.913783712,2.154878009,0.87519021,0.952377214,306,Donor flag,Donation rate,AB,,
228,228,Catégorie de revenu personnel,Moins de 20 000 $,2013,fg1fgiv,0.734430464,3.715637092,0.680945456,0.787915471,425,Donor flag,Donation rate,AT,,
229,229,Catégorie de revenu personnel,20 000 $ à 39 999 $,2013,fg1fgiv,0.804334614,2.610373602,0.763182939,0.845486289,765,Donor flag,Donation rate,AT,,
230,230,Catégorie de revenu personnel,40 000 $ à 59 999 $,2013,fg1fgiv,0.835230458,2.244561731,0.798486497,0.871974419,788,Donor flag,Donation rate,AT,,
231,231,Catégorie de revenu personnel,60 000 $ à 79 999 $,2013,fg1fgiv,0.864724674,2.378905506,0.824406289,0.90504306,561,Donor flag,Donation rate,AT,,
232,232,Catégorie de revenu personnel,80 000 $ à 99 999 $,2013,fg1fgiv,0.874276028,2.568334915,0.830266337,0.918285719,468,Donor flag,Donation rate,AT,,
233,233,Catégorie de revenu personnel,100 000 $ à 119 999 $,2013,fg1fgiv,0.878032351,3.269299834,0.821770585,0.934294117,320,Donor flag,Donation rate,AT,,
234,234,Catégorie de revenu personnel,$120 000 à 139 999 $,2013,fg1fgiv,0.855141626,4.02395703,0.787698224,0.922585029,235,Donor flag,Donation rate,AT,,
235,235,Catégorie de revenu personnel,140 000 $ et plus,2013,fg1fgiv,0.870551045,2.929567389,0.82056534,0.92053675,439,Donor flag,Donation rate,AT,,
236,236,Catégorie de revenu personnel,Moins de 20 000 $,2013,fg1fgiv,0.579438973,9.93738137,0.466582168,0.692295778,138,Donor flag,Donation rate,BC,,
237,237,Catégorie de revenu personnel,20 000 $ à 39 999 $,2013,fg1fgiv,0.698981151,5.358288534,0.625573783,0.772388518,319,Donor flag,Donation rate,BC,,
238,238,Catégorie de revenu personnel,40 000 $ à 59 999 $,2013,fg1fgiv,0.814654064,3.876074764,0.752765064,0.876543064,302,Donor flag,Donation rate,BC,,
239,239,Catégorie de revenu personnel,60 000 $ à 79 999 $,2013,fg1fgiv,0.793089204,4.899434641,0.716931105,0.869247304,253,Donor flag,Donation rate,BC,,
240,240,Catégorie de revenu personnel,80 000 $ à 99 999 $,2013,fg1fgiv,0.877844734,3.001443142,0.826203582,0.929485886,230,Donor flag,Donation rate,BC,,
241,241,Catégorie de revenu personnel,100 000 $ à 119 999 $,2013,fg1fgiv,0.75223429,6.395041273,0.657948863,0.846519716,161,Donor flag,Donation rate,BC,,
242,242,Catégorie de revenu personnel,$120 000 à 139 999 $,2013,fg1fgiv,0.809932115,6.137925661,0.712496364,0.907367865,133,Donor flag,Donation rate,BC,,
243,243,Catégorie de revenu personnel,140 000 $ et plus,2013,fg1fgiv,0.789096194,4.680251912,0.716711412,0.861480975,282,Donor flag,Donation rate,BC,,
244,244,Catégorie de revenu personnel,Moins de 20 000 $,2013,fg1fgiv,0.687835342,6.186281535,0.60443607,0.771234614,192,Donor flag,Donation rate,ON,,
245,245,Catégorie de revenu personnel,20 000 $ à 39 999 $,2013,fg1fgiv,0.803845193,3.06942807,0.75548612,0.852204267,437,Donor flag,Donation rate,ON,,
246,246,Catégorie de revenu personnel,40 000 $ à 59 999 $,2013,fg1fgiv,0.793940453,3.269862037,0.743058304,0.844822603,457,Donor flag,Donation rate,ON,,
247,247,Catégorie de revenu personnel,60 000 $ à 79 999 $,2013,fg1fgiv,0.817866223,3.258920551,0.765626107,0.87010634,398,Donor flag,Donation rate,ON,,
248,248,Catégorie de revenu personnel,80 000 $ à 99 999 $,2013,fg1fgiv,0.808343332,3.654120375,0.750450233,0.866236432,359,Donor flag,Donation rate,ON,,
249,249,Catégorie de revenu personnel,100 000 $ à 119 999 $,2013,fg1fgiv,0.886168903,2.655649626,0.84004401,0.932293796,295,Donor flag,Donation rate,ON,,
250,250,Catégorie de revenu personnel,$120 000 à 139 999 $,2013,fg1fgiv,0.848881544,3.694741217,0.78740928,0.910353808,252,Donor flag,Donation rate,ON,,
251,251,Catégorie de revenu personnel,140 000 $ et plus,2013,fg1fgiv,0.887377287,1.897027271,0.854383667,0.920370908,646,Donor flag,Donation rate,ON,,
252,252,Catégorie de revenu personnel,Moins de 20 000 $,2013,fg1fgiv,0.698231957,6.063109646,0.615257726,0.781206187,178,Donor flag,Donation rate,PR,,
253,253,Catégorie de revenu personnel,20 000 $ à 39 999 $,2013,fg1fgiv,0.839174011,2.907574126,0.791351661,0.886996361,363,Donor flag,Donation rate,PR,,
254,254,Catégorie de revenu personnel,40 000 $ à 59 999 $,2013,fg1fgiv,0.828430701,3.220204154,0.776144429,0.880716974,361,Donor flag,Donation rate,PR,,
255,255,Catégorie de revenu personnel,60 000 $ à 79 999 $,2013,fg1fgiv,0.873046773,2.827620519,0.824662221,0.921431325,334,Donor flag,Donation rate,PR,,
256,256,Catégorie de revenu personnel,80 000 $ à 99 999 $,2013,fg1fgiv,0.848344493,3.631180765,0.787967955,0.90872103,279,Donor flag,Donation rate,PR,,
257,257,Catégorie de revenu personnel,100 000 $ à 119 999 $,2013,fg1fgiv,0.918911623,2.595732988,0.872161597,0.965661648,211,Donor flag,Donation rate,PR,,
258,258,Catégorie de revenu personnel,$120 000 à 139 999 $,2013,fg1fgiv,0.782626237,6.028370166,0.690155907,0.875096566,142,Donor flag,Donation rate,PR,,
259,259,Catégorie de revenu personnel,140 000 $ et plus,2013,fg1fgiv,0.851646241,3.069265907,0.800414179,0.902878304,318,Donor flag,Donation rate,PR,,
260,260,Catégorie de revenu personnel,Moins de 20 000 $,2013,fg1fgiv,0.640669443,6.138365763,0.563590657,0.717748229,227,Donor flag,Donation rate,QC,,
261,261,Catégorie de revenu personnel,20 000 $ à 39 999 $,2013,fg1fgiv,0.730538858,3.542514857,0.679816073,0.781261643,480,Donor flag,Donation rate,QC,,
262,262,Catégorie de revenu personnel,40 000 $ à 59 999 $,2013,fg1fgiv,0.792331368,2.991836069,0.745869921,0.838792816,488,Donor flag,Donation rate,QC,,
263,263,Catégorie de revenu personnel,60 000 $ à 79 999 $,2013,fg1fgiv,0.849881284,2.590930512,0.806723203,0.893039365,390,Donor flag,Donation rate,QC,,
264,264,Catégorie de revenu personnel,80 000 $ à 99 999 $,2013,fg1fgiv,0.805181863,3.219479893,0.754374367,0.855989359,347,Donor flag,Donation rate,QC,,
265,265,Catégorie de revenu personnel,100 000 $ à 119 999 $,2013,fg1fgiv,0.878366292,3.311752764,0.821352272,0.935380311,223,Donor flag,Donation rate,QC,,
266,266,Catégorie de revenu personnel,$120 000 à 139 999 $,2013,fg1fgiv,0.882286469,3.162514151,0.827598703,0.936974236,177,Donor flag,Donation rate,QC,,
267,267,Catégorie de revenu personnel,140 000 $ et plus,2013,fg1fgiv,0.87665589,2.835136682,0.827942175,0.925369604,303,Donor flag,Donation rate,QC,,
268,268,Fréquence de la fréquentation religieuse,Au moins 1 fois par semaine,2013,fg1fgiv,0.952080441,2.353747767,0.908158487,0.996002395,191,Donor flag,Donation rate,AB,,
269,269,Fréquence de la fréquentation religieuse,Au moins 1 fois par mois,2013,fg1fgiv,0.924572513,3.944603939,0.853091208,0.996053819,86,Donor flag,Donation rate,AB,,
270,270,Fréquence de la fréquentation religieuse,Au moins 3 fois par mois,2013,fg1fgiv,0.965329318,1.752664877,0.932168711,0.998489925,96,Donor flag,Donation rate,AB,,
271,271,Fréquence de la fréquentation religieuse,1 ou 2 fois par an,2013,fg1fgiv,0.86773091,4.045927875,0.798920951,0.936540868,131,Donor flag,Donation rate,AB,,
272,272,Fréquence de la fréquentation religieuse,Pas du tout,2013,fg1fgiv,0.788057423,3.139141599,0.739571367,0.836543479,456,Donor flag,Donation rate,AB,,
273,273,Fréquence de la fréquentation religieuse,Non indiqué,2013,fg1fgiv,0.688790248,9.828452472,0.556105739,0.821474757,78,Donor flag,Donation rate,AB,,
274,274,Fréquence de la fréquentation religieuse,Au moins 1 fois par semaine,2013,fg1fgiv,0.940947865,1.444534743,0.91430741,0.967588321,884,Donor flag,Donation rate,AT,,
275,275,Fréquence de la fréquentation religieuse,Au moins 1 fois par mois,2013,fg1fgiv,0.922792609,2.161263291,0.88370313,0.961882087,459,Donor flag,Donation rate,AT,,
276,276,Fréquence de la fréquentation religieuse,Au moins 3 fois par mois,2013,fg1fgiv,0.90815098,2.170296032,0.869520943,0.946781017,443,Donor flag,Donation rate,AT,,
277,277,Fréquence de la fréquentation religieuse,1 ou 2 fois par an,2013,fg1fgiv,0.8875756,2.045472166,0.851992235,0.923158966,542,Donor flag,Donation rate,AT,,
278,278,Fréquence de la fréquentation religieuse,Pas du tout,2013,fg1fgiv,0.751301901,2.158265262,0.719520913,0.783082889,1423,Donor flag,Donation rate,AT,,
279,279,Fréquence de la fréquentation religieuse,Non indiqué,2013,fg1fgiv,0.812575096,4.134760449,0.74672416,0.878426032,250,Donor flag,Donation rate,AT,,
280,280,Fréquence de la fréquentation religieuse,Au moins 1 fois par semaine,2013,fg1fgiv,0.894475099,3.601587807,0.831334259,0.957615939,274,Donor flag,Donation rate,BC,,
281,281,Fréquence de la fréquentation religieuse,Au moins 1 fois par mois,2013,fg1fgiv,0.801590466,5.753772659,0.711193609,0.891987323,104,Donor flag,Donation rate,BC,,
282,282,Fréquence de la fréquentation religieuse,Au moins 3 fois par mois,2013,fg1fgiv,0.745824351,7.849582825,0.631080023,0.860568679,132,Donor flag,Donation rate,BC,,
283,283,Fréquence de la fréquentation religieuse,1 ou 2 fois par an,2013,fg1fgiv,0.759901357,6.215915713,0.667322795,0.852479918,195,Donor flag,Donation rate,BC,,
284,284,Fréquence de la fréquentation religieuse,Pas du tout,2013,fg1fgiv,0.749432575,2.711459159,0.709605013,0.789260137,978,Donor flag,Donation rate,BC,,
285,285,Fréquence de la fréquentation religieuse,Non indiqué,2013,fg1fgiv,0.815131684,6.173260841,0.716505894,0.913757473,135,Donor flag,Donation rate,BC,,
286,286,Fréquence de la fréquentation religieuse,Au moins 1 fois par semaine,2013,fg1fgiv,0.897296261,1.887614382,0.864099384,0.930493137,598,Donor flag,Donation rate,ON,,
287,287,Fréquence de la fréquentation religieuse,Au moins 1 fois par mois,2013,fg1fgiv,0.905817997,2.709668249,0.857711342,0.953924651,337,Donor flag,Donation rate,ON,,
288,288,Fréquence de la fréquentation religieuse,Au moins 3 fois par mois,2013,fg1fgiv,0.902109564,2.407595162,0.859540819,0.944678308,321,Donor flag,Donation rate,ON,,
289,289,Fréquence de la fréquentation religieuse,1 ou 2 fois par an,2013,fg1fgiv,0.824000972,3.087595269,0.774135931,0.873866013,369,Donor flag,Donation rate,ON,,
290,290,Fréquence de la fréquentation religieuse,Pas du tout,2013,fg1fgiv,0.78282892,2.094728975,0.750689148,0.814968692,1216,Donor flag,Donation rate,ON,,
291,291,Fréquence de la fréquentation religieuse,Non indiqué,2013,fg1fgiv,0.772357949,4.899113681,0.698195472,0.846520427,195,Donor flag,Donation rate,ON,,
292,292,Fréquence de la fréquentation religieuse,Au moins 1 fois par semaine,2013,fg1fgiv,0.892327031,2.73807685,0.844440015,0.940214047,445,Donor flag,Donation rate,PR,,
293,293,Fréquence de la fréquentation religieuse,Au moins 1 fois par mois,2013,fg1fgiv,0.943823103,2.26253733,0.901969346,0.98567686,229,Donor flag,Donation rate,PR,,
294,294,Fréquence de la fréquentation religieuse,Au moins 3 fois par mois,2013,fg1fgiv,0.946459084,1.844978287,0.912234262,0.980683906,239,Donor flag,Donation rate,PR,,
295,295,Fréquence de la fréquentation religieuse,1 ou 2 fois par an,2013,fg1fgiv,0.8429548,3.507415456,0.785006648,0.900902952,290,Donor flag,Donation rate,PR,,
296,296,Fréquence de la fréquentation religieuse,Pas du tout,2013,fg1fgiv,0.756540054,2.533566998,0.718972544,0.794107564,866,Donor flag,Donation rate,PR,,
297,297,Fréquence de la fréquentation religieuse,Non indiqué,2013,fg1fgiv,0.88881827,3.729670054,0.823845485,0.953791054,117,Donor flag,Donation rate,PR,,
298,298,Fréquence de la fréquentation religieuse,Au moins 1 fois par semaine,2013,fg1fgiv,0.912583523,2.308471862,0.871293483,0.953873562,280,Donor flag,Donation rate,QC,,
299,299,Fréquence de la fréquentation religieuse,Au moins 1 fois par mois,2013,fg1fgiv,0.882913439,2.910691333,0.83254455,0.933282328,195,Donor flag,Donation rate,QC,,
300,300,Fréquence de la fréquentation religieuse,Au moins 3 fois par mois,2013,fg1fgiv,0.899596263,2.571489154,0.854256376,0.94493615,277,Donor flag,Donation rate,QC,,
301,301,Fréquence de la fréquentation religieuse,1 ou 2 fois par an,2013,fg1fgiv,0.835534286,2.962282666,0.787023438,0.884045134,447,Donor flag,Donation rate,QC,,
302,302,Fréquence de la fréquentation religieuse,Pas du tout,2013,fg1fgiv,0.743149355,2.079047284,0.712867076,0.773431635,1232,Donor flag,Donation rate,QC,,
303,303,Fréquence de la fréquentation religieuse,Non indiqué,2013,fg1fgiv,0.868224054,3.081442151,0.815787526,0.920660581,204,Donor flag,Donation rate,QC,,
304,304,Statut d'immigration,Né.e au Canada,2013,fg1fgiv,0.86429556,1.878706511,0.832470494,0.896120626,774,Donor flag,Donation rate,AB,,
305,305,Statut d'immigration,Naturalisé.e,2013,fg1fgiv,0.872980609,3.71561235,0.80940609,0.936555129,141,Donor flag,Donation rate,AB,,
306,306,Statut d'immigration,Non canadien.ne,2013,fg1fgiv,0.785058166,9.48880273,0.639055312,0.931061019,44,Donor flag,Donation rate,AB,,
307,307,Statut d'immigration,Unknown,2013,fg1fgiv,0.707236172,9.17456269,0.58006229,0.834410054,79,Donor flag,Donation rate,AB,,
308,308,Statut d'immigration,Né.e au Canada,2013,fg1fgiv,0.847703444,1.042347448,0.830385172,0.865021716,3550,Donor flag,Donation rate,AT,,
309,309,Statut d'immigration,Naturalisé.e,2013,fg1fgiv,0.824043685,7.116367385,0.709107524,0.938979846,122,Donor flag,Donation rate,AT,,
310,310,Statut d'immigration,Non canadien.ne,2013,fg1fgiv,0.766140943,8.599891414,0.637004229,0.895277657,72,Donor flag,Donation rate,AT,,
311,311,Statut d'immigration,Unknown,2013,fg1fgiv,0.825826401,3.875066437,0.763104963,0.888547839,257,Donor flag,Donation rate,AT,,
312,312,Statut d'immigration,Né.e au Canada,2013,fg1fgiv,0.801747271,1.951475951,0.77108186,0.832412681,1213,Donor flag,Donation rate,BC,,
313,313,Statut d'immigration,Naturalisé.e,2013,fg1fgiv,0.747772109,4.44748917,0.682589423,0.812954795,359,Donor flag,Donation rate,BC,,
314,314,Statut d'immigration,Non canadien.ne,2013,fg1fgiv,0.633338944,10.40489432,0.504180752,0.762497136,91,Donor flag,Donation rate,BC,,
315,315,Statut d'immigration,Unknown,2013,fg1fgiv,0.806758346,5.734185575,0.716088412,0.897428281,155,Donor flag,Donation rate,BC,,
316,316,Statut d'immigration,Né.e au Canada,2013,fg1fgiv,0.831390858,1.345558043,0.809465042,0.853316675,2123,Donor flag,Donation rate,ON,,
317,317,Statut d'immigration,Naturalisé.e,2013,fg1fgiv,0.868406008,1.920610254,0.835716367,0.901095649,592,Donor flag,Donation rate,ON,,
318,318,Statut d'immigration,Non canadien.ne,2013,fg1fgiv,0.819934103,4.779038564,0.743132979,0.896735227,126,Donor flag,Donation rate,ON,,
319,319,Statut d'immigration,Unknown,2013,fg1fgiv,0.751217483,5.178638034,0.674969329,0.827465638,195,Donor flag,Donation rate,ON,,
320,320,Statut d'immigration,Né.e au Canada,2013,fg1fgiv,0.843077903,1.347616486,0.820809857,0.865345949,1840,Donor flag,Donation rate,PR,,
321,321,Statut d'immigration,Naturalisé.e,2013,fg1fgiv,0.921595585,2.614996617,0.874361054,0.968830117,167,Donor flag,Donation rate,PR,,
322,322,Statut d'immigration,Non canadien.ne,2013,fg1fgiv,0.731575317,8.345103373,0.611918112,0.851232523,83,Donor flag,Donation rate,PR,,
323,323,Statut d'immigration,Unknown,2013,fg1fgiv,0.882047166,4.351080751,0.806826523,0.957267809,96,Donor flag,Donation rate,PR,,
324,324,Statut d'immigration,Né.e au Canada,2013,fg1fgiv,0.815259763,1.264045473,0.795061836,0.83545769,2183,Donor flag,Donation rate,QC,,
325,325,Statut d'immigration,Naturalisé.e,2013,fg1fgiv,0.766825267,4.891732495,0.693304978,0.840345556,208,Donor flag,Donation rate,QC,,
326,326,Statut d'immigration,Non canadien.ne,2013,fg1fgiv,0.720591028,7.317614692,0.61724198,0.823940076,88,Donor flag,Donation rate,QC,,
327,327,Statut d'immigration,Unknown,2013,fg1fgiv,0.88305902,3.083917658,0.829683687,0.936434352,156,Donor flag,Donation rate,QC,,
328,328,Immigration status (dcit2),Né.e au Canada,2013,fg1fgiv,0.862353555,1.878458785,0.830604185,0.894102926,780,Donor flag,Donation rate,AB,,
329,329,Immigration status (dcit2),Naturalisé.e,2013,fg1fgiv,0.864023925,3.360568917,0.807114176,0.920933673,172,Donor flag,Donation rate,AB,,
330,330,Immigration status (dcit2),Non canadien.ne,2013,fg1fgiv,0.767828504,17.36507572,0.506498664,1.029158343,16,Donor flag,Donation rate,AB,,*
331,331,Immigration status (dcit2),Unknown,2013,fg1fgiv,0.691058616,10.20621431,0.552820546,0.829296685,70,Donor flag,Donation rate,AB,,
332,332,Immigration status (dcit2),Né.e au Canada,2013,fg1fgiv,0.847921718,1.038205567,0.830667821,0.865175615,3575,Donor flag,Donation rate,AT,,
333,333,Immigration status (dcit2),Naturalisé.e,2013,fg1fgiv,0.892934613,3.11316175,0.838450556,0.947418669,164,Donor flag,Donation rate,AT,,
334,334,Immigration status (dcit2),Non canadien.ne,2013,fg1fgiv,0.582044395,18.84307328,0.367085244,0.797003547,41,Donor flag,Donation rate,AT,,*
335,335,Immigration status (dcit2),Unknown,2013,fg1fgiv,0.817682912,4.30497617,0.748690113,0.886675711,221,Donor flag,Donation rate,AT,,
336,336,Immigration status (dcit2),Né.e au Canada,2013,fg1fgiv,0.796886506,1.961585395,0.766249114,0.827523897,1223,Donor flag,Donation rate,BC,,
337,337,Immigration status (dcit2),Naturalisé.e,2013,fg1fgiv,0.736204384,4.144190748,0.676406443,0.796002324,418,Donor flag,Donation rate,BC,,
338,338,Immigration status (dcit2),Non canadien.ne,2013,fg1fgiv,0.76473238,11.48216266,0.592632224,0.936832536,43,Donor flag,Donation rate,BC,,
339,339,Immigration status (dcit2),Unknown,2013,fg1fgiv,0.791112252,6.535165786,0.68978114,0.892443365,134,Donor flag,Donation rate,BC,,
340,340,Immigration status (dcit2),Né.e au Canada,2013,fg1fgiv,0.830461085,1.332847516,0.808766675,0.852155495,2127,Donor flag,Donation rate,ON,,
341,341,Immigration status (dcit2),Naturalisé.e,2013,fg1fgiv,0.865081268,1.83324069,0.833998156,0.896164379,659,Donor flag,Donation rate,ON,,
342,342,Immigration status (dcit2),Non canadien.ne,2013,fg1fgiv,0.822126275,6.654983315,0.714892007,0.929360543,79,Donor flag,Donation rate,ON,,
343,343,Immigration status (dcit2),Unknown,2013,fg1fgiv,0.741555559,5.614635452,0.659951202,0.823159916,171,Donor flag,Donation rate,ON,,
344,344,Immigration status (dcit2),Né.e au Canada,2013,fg1fgiv,0.842976847,1.349705836,0.82067695,0.865276745,1838,Donor flag,Donation rate,PR,,
345,345,Immigration status (dcit2),Naturalisé.e,2013,fg1fgiv,0.895548178,2.761929938,0.847069619,0.944026737,211,Donor flag,Donation rate,PR,,
346,346,Immigration status (dcit2),Non canadien.ne,2013,fg1fgiv,0.623992178,15.71640433,0.431780208,0.816204148,44,Donor flag,Donation rate,PR,,
347,347,Immigration status (dcit2),Unknown,2013,fg1fgiv,0.878844021,4.505201517,0.801241807,0.956446236,93,Donor flag,Donation rate,PR,,
348,348,Immigration status (dcit2),Né.e au Canada,2013,fg1fgiv,0.814693293,1.253444906,0.794678667,0.834707919,2186,Donor flag,Donation rate,QC,,
349,349,Immigration status (dcit2),Naturalisé.e,2013,fg1fgiv,0.795109825,3.726083944,0.737043031,0.853176618,260,Donor flag,Donation rate,QC,,
350,350,Immigration status (dcit2),Non canadien.ne,2013,fg1fgiv,0.602549753,14.46347403,0.431739623,0.773359884,42,Donor flag,Donation rate,QC,,
351,351,Immigration status (dcit2),Unknown,2013,fg1fgiv,0.883723654,3.219296022,0.827963305,0.939484003,147,Donor flag,Donation rate,QC,,
352,352,Groupe d'âge,15 à 24 ans,2013,fg1fgiv,0.665775113,10.09436833,0.534054181,0.797496046,55,Donor flag,Donation rate,10,NL,
