seriesDate,geoAbb,busChar,item2,valIncrease,valSame,valDecrease,valNA,statusIncrease,statusSame,statusDecrease,statusNA
2023.75,NB,Institutions gouvernementales,Budget de marketing,0,0.915,0,0.085,A,C,A,C
2023.75,NB,Institutions gouvernementales,Dépenses liées à la recherche et au développement,0.045,0.794,0,0.16,B,E,A,E
2023.75,NB,Entreprises,Nombre d'employés,0.11199999999999999,0.757,0.13,0,A,A,A,A
2023.75,NB,Entreprises,Postes vacants,0.071,0.5429999999999999,0.09300000000000001,0.293,A,A,A,A
2023.75,NB,Entreprises,Ventes,0.20600000000000002,0.562,0.23199999999999998,0,A,A,A,A
2023.75,NB,Entreprises,Prix de vente,0.207,0.762,0.031,0,A,A,A,A
2023.75,NB,Entreprises,Demande,0.223,0.62,0.157,0,A,A,A,A
2023.75,NB,Entreprises,Importations,0.015,0.151,0.031,0.8029999999999999,A,A,A,A
2023.75,NB,Entreprises,Exportations,0.013000000000000001,0.10099999999999999,0.028999999999999998,0.856,A,A,A,A
2023.75,NB,Entreprises,Résultat opérationnel,0.195,0.573,0.23199999999999998,0,A,A,A,A
2023.75,NB,Entreprises,Dépenses opérationnelles,0.41,0.465,0.125,0,A,A,A,A
2023.75,NB,Entreprises,Rentabilité,0.146,0.516,0.33799999999999997,0,A,A,A,A
2023.75,NB,Entreprises,Réserves de trésorerie,0.067,0.529,0.289,0.115,A,B,A,A
2023.75,NB,Entreprises,Dépenses en capital,0.145,0.618,0.105,0.131,A,A,A,A
2023.75,NB,Entreprises,Dépenses liées à la formation,0.11599999999999999,0.521,0.064,0.299,A,A,A,A
2023.75,NB,Entreprises,Budget de marketing,0.107,0.545,0.07,0.278,A,A,A,A
2023.75,NB,Entreprises,Dépenses liées à la recherche et au développement,0.038,0.28600000000000003,0.027999999999999997,0.648,A,A,A,A
2023.75,NB,Organismes communautaires à but non lucratif,Nombre d'employés,0.20600000000000002,0.772,0.022000000000000002,0,C,C,A,A
2023.75,NB,Organismes communautaires à but non lucratif,Postes vacants,0.013999999999999999,0.52,0.05,0.41700000000000004,A,C,A,C
2023.75,NB,Organismes communautaires à but non lucratif,Ventes,0.067,0.426,0.019,0.488,B,D,A,C
2023.75,NB,Organismes communautaires à but non lucratif,Prix de vente,0.053,0.366,0.057999999999999996,0.523,A,C,B,C
2023.75,NB,Organismes communautaires à but non lucratif,Demande,0.317,0.633,0.049,0,C,C,A,A
2023.75,NB,Organismes communautaires à but non lucratif,Importations,0.015,0.10400000000000001,0.002,0.879,A,C,A,C
2023.75,NB,Organismes communautaires à but non lucratif,Exportations,0,0.063,0.001,0.9359999999999999,A,A,A,A
2023.75,NB,Organismes communautaires à but non lucratif,Résultat opérationnel,0.146,0.7959999999999999,0.057999999999999996,0,B,B,A,A
2023.75,NB,Organismes communautaires à but non lucratif,Dépenses opérationnelles,0.387,0.595,0.018000000000000002,0,C,C,A,A
2023.75,NB,Organismes communautaires à but non lucratif,Rentabilité,0.013999999999999999,0.557,0.121,0.308,A,D,C,C
2023.75,NB,Organismes communautaires à but non lucratif,Réserves de trésorerie,0.027000000000000003,0.527,0.242,0.203,A,D,C,C
2023.75,NB,Organismes communautaires à but non lucratif,Dépenses en capital,0.083,0.491,0.106,0.32,B,D,C,C
2023.75,NB,Organismes communautaires à but non lucratif,Dépenses liées à la formation,0.16,0.522,0.073,0.245,C,C,C,C
2023.75,NB,Organismes communautaires à but non lucratif,Budget de marketing,0.03,0.452,0.079,0.439,A,C,C,D
2023.75,NB,Organismes communautaires à but non lucratif,Dépenses liées à la recherche et au développement,0.021,0.20600000000000002,0.015,0.758,A,B,A,C
2023.75,NB,Institutions commerciales à but non lucratif,Nombre d'employés,0.263,0.696,0.040999999999999995,0,E,E,B,A
2023.75,NB,Institutions commerciales à but non lucratif,Postes vacants,0.094,NA,0.051,0.243,D,NA,B,E
2023.75,NB,Institutions commerciales à but non lucratif,Ventes,0.009000000000000001,0.22899999999999998,0,0.762,A,D,A,E
2023.75,NB,Institutions commerciales à but non lucratif,Prix de vente,0.040999999999999995,0.175,0,0.784,B,D,A,D
2023.75,NB,Institutions commerciales à but non lucratif,Demande,0.1,0.871,0.028999999999999998,0,D,D,B,A
2023.75,NB,Institutions commerciales à but non lucratif,Importations,0,0.11800000000000001,0,0.882,A,C,A,C
2023.75,NB,Institutions commerciales à but non lucratif,Exportations,0,0.064,0.038,0.897,A,B,B,C
2023.75,NB,Institutions commerciales à but non lucratif,Résultat opérationnel,0.102,0.841,0.057,0,D,E,B,A
2023.75,NB,Institutions commerciales à but non lucratif,Dépenses opérationnelles,0.295,0.6890000000000001,0.015,0,E,E,A,A
2023.75,NB,Institutions commerciales à but non lucratif,Rentabilité,0.004,0.281,0.048,0.667,A,E,B,E
2023.75,NB,Institutions commerciales à but non lucratif,Réserves de trésorerie,0.043,NA,0.17,NA,B,NA,E,NA
2023.75,NB,Institutions commerciales à but non lucratif,Dépenses en capital,0.114,0.276,0.006999999999999999,NA,D,E,A,NA
2023.75,NB,Institutions commerciales à but non lucratif,Dépenses liées à la formation,0.052000000000000005,NA,0,NA,B,NA,A,NA
2023.75,NB,Institutions commerciales à but non lucratif,Budget de marketing,0.013000000000000001,NA,0.004,NA,A,NA,A,NA
2023.75,NB,Institutions commerciales à but non lucratif,Dépenses liées à la recherche et au développement,0.009000000000000001,0.134,0.004,0.8540000000000001,A,C,A,C
2023.75,QC,Institutions gouvernementales,Nombre d'employés,0.07400000000000001,0.924,0.002,0,C,C,A,A
2023.75,QC,Institutions gouvernementales,Postes vacants,0.006,NA,NA,NA,A,NA,NA,NA
2023.75,QC,Institutions gouvernementales,Ventes,0.035,NA,0.005,NA,B,NA,A,NA
2023.75,QC,Institutions gouvernementales,Prix de vente,0.006,NA,0,NA,A,NA,A,NA
2023.75,QC,Institutions gouvernementales,Demande,NA,NA,0.005,0,NA,NA,A,A
2023.75,QC,Institutions gouvernementales,Importations,0,0.006999999999999999,0,0.993,A,A,A,A
2023.75,QC,Institutions gouvernementales,Exportations,0,0,0.004,0.996,A,A,A,A
2023.75,QC,Institutions gouvernementales,Résultat opérationnel,0.042,0.9520000000000001,0.006,0,B,B,A,A
2023.75,QC,Institutions gouvernementales,Dépenses opérationnelles,0.054000000000000006,0.9440000000000001,0.001,0,B,B,A,A
2023.75,QC,Institutions gouvernementales,Rentabilité,0.033,0.912,0.015,0.040999999999999995,B,C,A,A
2023.75,QC,Institutions gouvernementales,Réserves de trésorerie,0.028999999999999998,0.937,0.013999999999999999,0.019,A,B,A,A
2023.75,QC,Institutions gouvernementales,Dépenses en capital,0.035,0.9390000000000001,0,0.025,A,B,A,A
2023.75,QC,Institutions gouvernementales,Dépenses liées à la formation,0.012,NA,0.001,NA,A,NA,A,NA
2023.75,QC,Institutions gouvernementales,Budget de marketing,0.001,NA,0.009000000000000001,NA,A,NA,A,NA
2023.75,QC,Institutions gouvernementales,Dépenses liées à la recherche et au développement,0.018000000000000002,NA,0,NA,A,NA,A,NA
2023.75,QC,Entreprises,Nombre d'employés,0.127,0.763,0.11,0,A,A,A,A
2023.75,QC,Entreprises,Postes vacants,0.046,0.467,0.09300000000000001,0.39399999999999996,A,A,A,A
2023.75,QC,Entreprises,Ventes,0.193,0.619,0.188,0,A,A,A,A
2023.75,QC,Entreprises,Prix de vente,0.285,0.653,0.062,0,A,A,A,A
2023.75,QC,Entreprises,Demande,0.16699999999999998,0.654,0.179,0,A,A,A,A
2023.75,QC,Entreprises,Importations,0.021,0.16,0.019,0.8,A,A,A,A
2023.75,QC,Entreprises,Exportations,0.027000000000000003,0.11,0.017,0.846,A,A,A,A
2023.75,QC,Entreprises,Résultat opérationnel,0.203,0.5760000000000001,0.221,0,A,A,A,A
2023.75,QC,Entreprises,Dépenses opérationnelles,0.376,0.523,0.10099999999999999,0,A,A,A,A
2023.75,QC,Entreprises,Rentabilité,0.128,0.58,0.292,0,A,A,A,A
2023.75,QC,Entreprises,Réserves de trésorerie,0.109,0.462,0.349,0.08,A,A,A,A
2023.75,QC,Entreprises,Dépenses en capital,0.166,0.599,0.086,0.149,A,A,A,A
2023.75,QC,Entreprises,Dépenses liées à la formation,0.14800000000000002,0.556,0.053,0.243,A,A,A,A
2023.75,QC,Entreprises,Budget de marketing,0.106,0.518,0.081,0.295,A,A,A,A
2023.75,QC,Entreprises,Dépenses liées à la recherche et au développement,0.061,0.322,0.036000000000000004,0.581,A,A,A,A
2023.75,QC,Organismes communautaires à but non lucratif,Nombre d'employés,0.168,0.6920000000000001,0.14,0,C,C,C,A
2023.75,QC,Organismes communautaires à but non lucratif,Postes vacants,0.032,0.418,0.122,0.428,A,C,B,C
2023.75,QC,Organismes communautaires à but non lucratif,Ventes,0.129,0.34700000000000003,0.114,0.41,B,C,C,C
2023.75,QC,Organismes communautaires à but non lucratif,Prix de vente,0.10400000000000001,0.42100000000000004,0.002,0.473,B,C,A,C
2023.75,QC,Organismes communautaires à but non lucratif,Demande,0.344,0.505,0.151,0,C,C,C,A
2023.75,QC,Organismes communautaires à but non lucratif,Importations,0.003,0.09300000000000001,0.003,0.9009999999999999,A,C,A,C
2023.75,QC,Organismes communautaires à but non lucratif,Exportations,0,0.08800000000000001,0.003,0.909,A,C,A,C
2023.75,QC,Organismes communautaires à but non lucratif,Résultat opérationnel,0.244,0.5770000000000001,0.179,0,C,C,C,A
2023.75,QC,Organismes communautaires à but non lucratif,Dépenses opérationnelles,0.389,0.5529999999999999,0.057999999999999996,0,C,C,B,A
2023.75,QC,Organismes communautaires à but non lucratif,Rentabilité,0.047,0.493,0.166,0.294,A,C,B,C
2023.75,QC,Organismes communautaires à but non lucratif,Réserves de trésorerie,0.127,0.493,0.21100000000000002,0.16899999999999998,C,C,B,B
2023.75,QC,Organismes communautaires à but non lucratif,Dépenses en capital,0.19899999999999998,0.451,0.086,0.265,C,C,B,C
2023.75,QC,Organismes communautaires à but non lucratif,Dépenses liées à la formation,0.147,0.611,0.026000000000000002,0.217,C,C,A,C
2023.75,QC,Organismes communautaires à but non lucratif,Budget de marketing,0.111,0.433,0.044000000000000004,0.41200000000000003,B,C,A,C
2023.75,QC,Organismes communautaires à but non lucratif,Dépenses liées à la recherche et au développement,0.046,0.23399999999999999,0.039,0.68,A,C,A,C
2023.75,QC,Institutions commerciales à but non lucratif,Nombre d'employés,NA,NA,0.023,0,NA,NA,A,A
2023.75,QC,Institutions commerciales à but non lucratif,Postes vacants,0.034,0.6809999999999999,0.16399999999999998,0.121,B,E,E,C
2023.75,QC,Institutions commerciales à but non lucratif,Ventes,NA,0.376,0.054000000000000006,0.215,NA,E,B,E
2023.75,QC,Institutions commerciales à but non lucratif,Prix de vente,NA,0.32299999999999995,0.001,0.27,NA,E,A,E
2023.75,QC,Institutions commerciales à but non lucratif,Demande,NA,NA,0.031,0,NA,NA,A,A
2023.75,QC,Institutions commerciales à but non lucratif,Importations,0.001,0.095,0.005,0.9,A,C,A,C
2023.75,QC,Institutions commerciales à but non lucratif,Exportations,0,0.084,0.006,0.91,A,C,A,C
2023.75,QC,Institutions commerciales à but non lucratif,Résultat opérationnel,NA,NA,0.063,0,NA,NA,B,A
2023.75,QC,Institutions commerciales à but non lucratif,Dépenses opérationnelles,0.593,0.373,0.034,0,E,E,B,A
2023.75,QC,Institutions commerciales à but non lucratif,Rentabilité,NA,NA,0.084,0.10800000000000001,NA,NA,B,C
2023.75,QC,Institutions commerciales à but non lucratif,Réserves de trésorerie,NA,NA,0.07200000000000001,0.094,NA,NA,B,C
2023.75,QC,Institutions commerciales à but non lucratif,Dépenses en capital,NA,0.41700000000000004,0.04,0.218,NA,E,A,E
2023.75,QC,Institutions commerciales à but non lucratif,Dépenses liées à la formation,NA,NA,0.019,0.053,NA,NA,A,B
2023.75,QC,Institutions commerciales à but non lucratif,Budget de marketing,NA,0.306,0.025,0.139,NA,E,A,C
2023.75,QC,Institutions commerciales à but non lucratif,Dépenses liées à la recherche et au développement,NA,0.23399999999999999,0.008,0.415,NA,D,A,E
2023.75,ON,Institutions gouvernementales,Nombre d'employés,0.099,0.83,0.071,0,D,E,C,A
2023.75,ON,Institutions gouvernementales,Postes vacants,0.006999999999999999,NA,0.008,NA,A,NA,A,NA
2023.75,ON,Institutions gouvernementales,Ventes,0.087,NA,0.034,NA,D,NA,B,NA
2023.75,ON,Institutions gouvernementales,Prix de vente,0.094,NA,0,NA,D,NA,A,NA
2023.75,ON,Institutions gouvernementales,Demande,0.748,0.214,0.038,0,E,E,B,A
2023.75,ON,Institutions gouvernementales,Importations,0,0.069,0.003,0.9279999999999999,A,C,A,C
2023.75,ON,Institutions gouvernementales,Exportations,0,0.034,0,0.966,A,B,A,B
2023.75,ON,Institutions gouvernementales,Résultat opérationnel,0.094,0.825,0.081,0,D,E,C,A
2023.75,ON,Institutions gouvernementales,Dépenses opérationnelles,0.8190000000000001,0.17,0.011000000000000001,0,E,D,A,A
2023.75,ON,Institutions gouvernementales,Rentabilité,0.087,NA,0.083,NA,D,NA,C,NA
2023.75,ON,Institutions gouvernementales,Réserves de trésorerie,0.087,NA,0.049,NA,D,NA,B,NA
2023.75,ON,Institutions gouvernementales,Dépenses en capital,0.128,NA,0.011000000000000001,NA,E,NA,A,NA
2023.75,ON,Institutions gouvernementales,Dépenses liées à la formation,0.159,NA,0.01,NA,E,NA,A,NA
2023.75,ON,Institutions gouvernementales,Budget de marketing,0.087,NA,0.01,NA,D,NA,A,NA
2023.75,ON,Institutions gouvernementales,Dépenses liées à la recherche et au développement,0,NA,0.048,NA,A,NA,B,NA
2023.75,ON,Entreprises,Nombre d'employés,0.10099999999999999,0.7759999999999999,0.122,0,A,A,A,A
2023.75,ON,Entreprises,Postes vacants,0.051,0.557,0.08900000000000001,0.302,A,B,A,A
2023.75,ON,Entreprises,Ventes,0.149,0.6,0.251,0,A,A,A,A
2023.75,ON,Entreprises,Prix de vente,0.21600000000000003,0.696,0.08800000000000001,0,A,A,A,A
2023.75,ON,Entreprises,Demande,0.161,0.5820000000000001,0.258,0,A,B,A,A
2023.75,ON,Entreprises,Importations,0.01,0.18,0.071,0.7390000000000001,A,A,A,A
2023.75,ON,Entreprises,Exportations,0.01,0.149,0.04,0.8,A,A,A,A
2023.75,ON,Entreprises,Résultat opérationnel,0.157,0.542,0.3,0,A,B,A,A
2023.75,ON,Entreprises,Dépenses opérationnelles,0.38,0.507,0.113,0,A,B,A,A
2023.75,ON,Entreprises,Rentabilité,0.087,0.513,0.4,0,A,B,B,A
2023.75,ON,Entreprises,Réserves de trésorerie,0.06,0.49700000000000005,0.371,0.07200000000000001,A,B,A,A
2023.75,ON,Entreprises,Dépenses en capital,0.184,0.5379999999999999,0.11800000000000001,0.159,A,B,A,A
2023.75,ON,Entreprises,Dépenses liées à la formation,0.128,0.501,0.085,0.287,A,B,A,A
2023.75,ON,Entreprises,Budget de marketing,0.149,0.527,0.107,0.217,A,B,A,A
2023.75,ON,Entreprises,Dépenses liées à la recherche et au développement,0.073,0.325,0.07200000000000001,0.529,A,A,A,B
2023.75,ON,Organismes communautaires à but non lucratif,Nombre d'employés,0.17600000000000002,0.802,0.023,0,C,C,A,A
2023.75,ON,Organismes communautaires à but non lucratif,Postes vacants,0.044000000000000004,0.578,0.032,0.34700000000000003,A,D,A,D
2023.75,ON,Organismes communautaires à but non lucratif,Ventes,0.036000000000000004,0.29,0.028999999999999998,0.645,A,C,A,C
2023.75,ON,Organismes communautaires à but non lucratif,Prix de vente,0.052000000000000005,0.28300000000000003,0.006,0.659,A,C,A,C
2023.75,ON,Organismes communautaires à but non lucratif,Demande,0.40399999999999997,0.5710000000000001,0.025,0,C,C,A,A
2023.75,ON,Organismes communautaires à but non lucratif,Importations,0.005,0.048,0.025,0.9209999999999999,A,A,A,A
2023.75,ON,Organismes communautaires à but non lucratif,Exportations,0.004,0.021,0.021,0.953,A,A,A,A
2023.75,ON,Organismes communautaires à but non lucratif,Résultat opérationnel,0.222,0.7040000000000001,0.07400000000000001,0,C,C,A,A
2023.75,ON,Organismes communautaires à but non lucratif,Dépenses opérationnelles,0.5,0.483,0.016,0,D,D,A,A
2023.75,ON,Organismes communautaires à but non lucratif,Rentabilité,0.013999999999999999,0.344,0.10099999999999999,0.54,A,C,A,C
2023.75,ON,Organismes communautaires à but non lucratif,Réserves de trésorerie,0.03,0.631,0.16699999999999998,0.171,A,C,B,C
2023.75,ON,Organismes communautaires à but non lucratif,Dépenses en capital,0.193,0.513,0.037000000000000005,0.256,C,D,A,C
2023.75,ON,Organismes communautaires à but non lucratif,Dépenses liées à la formation,0.091,0.648,0.017,0.243,A,C,A,C
2023.75,ON,Organismes communautaires à but non lucratif,Budget de marketing,0.068,0.48700000000000004,0.019,0.42700000000000005,A,D,A,D
2023.75,ON,Organismes communautaires à but non lucratif,Dépenses liées à la recherche et au développement,0.033,0.198,0.017,0.7509999999999999,A,C,A,C
2023.75,ON,Institutions commerciales à but non lucratif,Nombre d'employés,0.22399999999999998,0.708,0.067,0,D,E,B,A
2023.75,ON,Institutions commerciales à but non lucratif,Postes vacants,0.040999999999999995,0.568,0.064,0.327,A,E,B,E
2023.75,ON,Institutions commerciales à but non lucratif,Ventes,0.084,0.523,0.057999999999999996,0.335,B,E,B,E
2023.75,ON,Institutions commerciales à but non lucratif,Prix de vente,0.204,0.429,0.02,0.34700000000000003,E,E,A,E
2023.75,ON,Institutions commerciales à but non lucratif,Demande,0.315,0.634,0.051,0,E,E,A,A
2023.75,ON,Institutions commerciales à but non lucratif,Importations,0.016,0.152,0.001,0.831,A,C,A,C
2023.75,ON,Institutions commerciales à but non lucratif,Exportations,0.003,0.124,0.019,0.8540000000000001,A,C,A,C
2023.75,ON,Institutions commerciales à but non lucratif,Résultat opérationnel,0.106,0.622,0.272,0,B,E,E,A
2023.75,ON,Institutions commerciales à but non lucratif,Dépenses opérationnelles,0.332,0.6459999999999999,0.022000000000000002,0,D,D,A,A
2023.75,ON,Institutions commerciales à but non lucratif,Rentabilité,0.051,0.315,0.435,0.19899999999999998,A,D,E,E
2023.75,ON,Institutions commerciales à but non lucratif,Réserves de trésorerie,0.23800000000000002,0.512,0.215,0.035,E,E,E,A
2023.75,ON,Institutions commerciales à but non lucratif,Dépenses en capital,0.152,0.522,0.162,0.16399999999999998,C,E,E,D
2023.75,ON,Institutions commerciales à but non lucratif,Dépenses liées à la formation,0.129,0.652,0.047,0.172,B,E,B,E
2023.75,ON,Institutions commerciales à but non lucratif,Budget de marketing,0.132,0.6459999999999999,0.039,0.184,B,E,A,E
2023.75,ON,Institutions commerciales à but non lucratif,Dépenses liées à la recherche et au développement,0.064,0.359,0.048,0.529,B,D,B,E
2023.75,MB,Institutions gouvernementales,Nombre d'employés,0.10400000000000001,0.8959999999999999,0,0,C,C,A,A
2023.75,MB,Institutions gouvernementales,Postes vacants,0,NA,NA,0.044000000000000004,A,NA,NA,B
2023.75,MB,Institutions gouvernementales,Ventes,0,0.03,NA,NA,A,A,NA,NA
2023.75,MB,Institutions gouvernementales,Prix de vente,NA,0.03,0,NA,NA,A,A,NA
2023.75,MB,Institutions gouvernementales,Demande,NA,NA,NA,0,NA,NA,NA,A
2023.75,MB,Institutions gouvernementales,Importations,0,0.055,NA,NA,A,B,NA,NA
2023.75,MB,Institutions gouvernementales,Exportations,0,NA,0,NA,A,NA,A,NA
2023.75,MB,Institutions gouvernementales,Résultat opérationnel,NA,NA,NA,0,NA,NA,NA,A
2023.75,MB,Institutions gouvernementales,Dépenses opérationnelles,NA,NA,0,0,NA,NA,A,A
2023.75,MB,Institutions gouvernementales,Rentabilité,0,0.122,0.8220000000000001,0.055999999999999994,A,D,D,B
2023.75,MB,Institutions gouvernementales,Réserves de trésorerie,0,0.091,0.023,0.8859999999999999,A,C,A,C
2023.75,MB,Institutions gouvernementales,Dépenses en capital,NA,NA,0,0.09699999999999999,NA,NA,A,C
2023.75,MB,Institutions gouvernementales,Dépenses liées à la formation,0.005,0.934,0,0.061,A,B,A,B
2023.75,MB,Institutions gouvernementales,Budget de marketing,0.003,0.07,0,0.927,A,B,A,B
2023.75,MB,Institutions gouvernementales,Dépenses liées à la recherche et au développement,0.003,0.038,0,0.9590000000000001,A,B,A,B
2023.75,MB,Entreprises,Nombre d'employés,0.07200000000000001,0.828,0.1,0,A,A,A,A
2023.75,MB,Entreprises,Postes vacants,0.053,0.556,0.032,0.359,A,A,A,A
2023.75,MB,Entreprises,Ventes,0.177,0.6829999999999999,0.14,0,A,A,A,A
2023.75,MB,Entreprises,Prix de vente,0.243,0.6629999999999999,0.09300000000000001,0,A,A,A,A
2023.75,MB,Entreprises,Demande,0.203,0.618,0.179,0,A,A,A,A
2023.75,MB,Entreprises,Importations,0.04,0.21,0.054000000000000006,0.696,A,A,A,A
2023.75,MB,Entreprises,Exportations,0.016,0.145,0.025,0.8140000000000001,A,A,A,A
2023.75,MB,Entreprises,Résultat opérationnel,0.18100000000000002,0.603,0.21600000000000003,0,A,A,A,A
2023.75,MB,Entreprises,Dépenses opérationnelles,0.46,0.496,0.044000000000000004,0,A,A,A,A
2023.75,MB,Entreprises,Rentabilité,0.124,0.583,0.293,0,A,A,A,A
2023.75,MB,Entreprises,Réserves de trésorerie,0.09,0.556,0.275,0.08,A,A,A,A
2023.75,MB,Entreprises,Dépenses en capital,0.196,0.5820000000000001,0.065,0.156,A,A,A,A
2023.75,MB,Entreprises,Dépenses liées à la formation,0.12300000000000001,0.539,0.059000000000000004,0.27899999999999997,A,A,A,A
2023.75,MB,Entreprises,Budget de marketing,0.111,0.5670000000000001,0.076,0.245,A,A,A,A
2023.75,MB,Entreprises,Dépenses liées à la recherche et au développement,0.081,0.317,0.039,0.563,A,A,A,A
2023.75,MB,Organismes communautaires à but non lucratif,Nombre d'employés,0.275,0.7070000000000001,0.018000000000000002,0,D,C,A,A
2023.75,MB,Organismes communautaires à but non lucratif,Postes vacants,0.07400000000000001,0.591,0.121,0.214,B,C,C,B
2023.75,MB,Organismes communautaires à but non lucratif,Ventes,0.085,0.461,0.017,0.43700000000000006,B,C,A,C
2023.75,MB,Organismes communautaires à but non lucratif,Prix de vente,0.139,0.35200000000000004,0.013999999999999999,0.496,C,C,A,C
2023.75,MB,Organismes communautaires à but non lucratif,Demande,0.379,0.569,0.052000000000000005,0,C,C,A,A
2023.75,MB,Organismes communautaires à but non lucratif,Importations,0,0.077,0.001,0.9209999999999999,A,B,A,B
2023.75,MB,Organismes communautaires à but non lucratif,Exportations,0,0.018000000000000002,0,0.982,A,A,A,A
2023.75,MB,Organismes communautaires à but non lucratif,Résultat opérationnel,0.22399999999999998,0.7070000000000001,0.068,0,C,C,A,A
2023.75,MB,Organismes communautaires à but non lucratif,Dépenses opérationnelles,0.5539999999999999,0.434,0.012,0,C,C,A,A
2023.75,MB,Organismes communautaires à but non lucratif,Rentabilité,0.052000000000000005,0.45299999999999996,0.126,0.369,A,C,B,C
2023.75,MB,Organismes communautaires à but non lucratif,Réserves de trésorerie,0.13699999999999998,0.48,0.188,0.196,C,C,B,B
2023.75,MB,Organismes communautaires à but non lucratif,Dépenses en capital,0.171,0.5429999999999999,0.042,0.245,B,C,A,C
2023.75,MB,Organismes communautaires à but non lucratif,Dépenses liées à la formation,0.248,0.527,0.035,0.18899999999999997,C,C,A,B
2023.75,MB,Organismes communautaires à but non lucratif,Budget de marketing,0.247,0.431,0.042,0.281,C,C,A,C
2023.75,MB,Organismes communautaires à but non lucratif,Dépenses liées à la recherche et au développement,0.069,0.20800000000000002,0.022000000000000002,0.701,B,C,A,C
2023.75,MB,Institutions commerciales à but non lucratif,Nombre d'employés,0.065,0.887,0.049,0,A,B,B,A
2023.75,MB,Institutions commerciales à but non lucratif,Postes vacants,0.026000000000000002,0.58,0.10800000000000001,0.285,A,E,C,E
2023.75,MB,Institutions commerciales à but non lucratif,Ventes,0.047,0.304,0,0.649,A,E,A,E
2023.75,MB,Institutions commerciales à but non lucratif,Prix de vente,0.018000000000000002,0.20600000000000002,0.006,0.7709999999999999,A,C,A,D
2023.75,MB,Institutions commerciales à but non lucratif,Demande,0.157,0.8370000000000001,0.005,0,C,C,A,A
2023.75,MB,Institutions commerciales à but non lucratif,Importations,0.013999999999999999,0.053,0,0.9329999999999999,A,A,A,A
2023.75,MB,Institutions commerciales à but non lucratif,Exportations,0.013999999999999999,0.016,0.037000000000000005,0.9329999999999999,A,A,A,A
2023.75,MB,Institutions commerciales à but non lucratif,Résultat opérationnel,0.049,0.9079999999999999,0.044000000000000004,0,A,B,B,A
2023.75,MB,Institutions commerciales à but non lucratif,Dépenses opérationnelles,0.547,0.447,0.005,0,E,E,A,A
2023.75,MB,Institutions commerciales à but non lucratif,Rentabilité,0.044000000000000004,0.33799999999999997,0.091,0.527,A,E,D,E
2023.75,MB,Institutions commerciales à but non lucratif,Réserves de trésorerie,0.069,0.652,0.156,0.122,A,E,C,D
2023.75,MB,Institutions commerciales à but non lucratif,Dépenses en capital,0.048,0.353,NA,0.365,B,E,NA,E
2023.75,MB,Institutions commerciales à but non lucratif,Dépenses liées à la formation,0.209,0.705,0,0.086,D,E,A,B
2023.75,MB,Institutions commerciales à but non lucratif,Budget de marketing,0.078,0.418,0,0.504,B,E,A,E
2023.75,MB,Institutions commerciales à but non lucratif,Dépenses liées à la recherche et au développement,0.025,0.159,0,0.8170000000000001,A,C,A,C
2023.75,SK,Institutions gouvernementales,Nombre d'employés,0.021,0.9790000000000001,0,0,A,A,A,A
2023.75,SK,Institutions gouvernementales,Postes vacants,0.011000000000000001,0.873,0.022000000000000002,0.095,A,E,A,E
2023.75,SK,Institutions gouvernementales,Ventes,0,0.899,0,0.10099999999999999,A,E,A,E
2023.75,SK,Institutions gouvernementales,Prix de vente,0.02,0.8740000000000001,0,0.105,A,E,A,E
2023.75,SK,Institutions gouvernementales,Demande,0.01,0.99,0,0,A,A,A,A
2023.75,SK,Institutions gouvernementales,Importations,0,0.026000000000000002,0,0.9740000000000001,A,B,A,B
2023.75,SK,Institutions gouvernementales,Exportations,0,0,0,1,A,A,A,A
2023.75,SK,Institutions gouvernementales,Résultat opérationnel,0.099,0.89,0.011000000000000001,0,E,E,A,A
2023.75,SK,Institutions gouvernementales,Dépenses opérationnelles,0.105,0.884,0.011000000000000001,0,E,E,A,A
2023.75,SK,Institutions gouvernementales,Rentabilité,0.01,0.872,0.022000000000000002,0.09699999999999999,A,E,A,E
2023.75,SK,Institutions gouvernementales,Réserves de trésorerie,0.005,0.9740000000000001,0.005,0.017,A,A,A,A
2023.75,SK,Institutions gouvernementales,Dépenses en capital,0.01,0.895,0,0.095,A,E,A,E
2023.75,SK,Institutions gouvernementales,Dépenses liées à la formation,0.006,0.9840000000000001,0,0.01,A,A,A,A
2023.75,SK,Institutions gouvernementales,Budget de marketing,0,0.899,0.006,0.095,A,E,A,E
2023.75,SK,Institutions gouvernementales,Dépenses liées à la recherche et au développement,0,0.053,0,0.9470000000000001,A,B,A,B
2023.75,SK,Entreprises,Nombre d'employés,0.1,0.7809999999999999,0.11900000000000001,0,A,A,A,A
2023.75,SK,Entreprises,Postes vacants,0.068,0.611,0.044000000000000004,0.278,A,B,A,A
2023.75,SK,Entreprises,Ventes,0.145,0.688,0.168,0,A,A,A,A
2023.75,SK,Entreprises,Prix de vente,0.265,0.635,0.099,0,A,B,A,A
2023.75,SK,Entreprises,Demande,0.145,0.6559999999999999,0.19899999999999998,0,A,A,A,A
2023.75,SK,Entreprises,Importations,0.032,0.26899999999999996,0.038,0.6609999999999999,A,A,A,A
2023.75,SK,Entreprises,Exportations,0.034,0.201,0.022000000000000002,0.7440000000000001,A,A,A,A
2023.75,SK,Entreprises,Résultat opérationnel,0.184,0.5760000000000001,0.24,0,A,A,A,A
