Group,Attribute,Year,QuestionNo,Estimate,cv,CI Lower,CI Upper,Unweightedn,QuestionText,QuestionGroup,Province,Region,Marker
Statut d'immigration,Naturalisé.e,2013,dcit2_2 / vd1dhrs,0.036654,40.60931,0.007409,0.065899,22,Percentage of donations,Percentage of total donations,NB,13,...
Statut d'immigration,Non canadien.ne,2013,dcit2_3 / vd1dhrs,0.065537,78.10357,-0.03503,0.166105,6,Percentage of donations,Percentage of total donations,NB,13,...
Fréquence de la fréquentation religieuse,Pas du tout,2013,ree_02_5 / vd1dhrs,0.298543,18.90112,0.187677,0.409409,136,Percentage of donations,Percentage of total donations,NB,13,*
Situation d'activité,Pas dans la population active,2013,dlfs_3 / vd1dhrs,0.373269,14.10913,0.269796,0.476741,204,Percentage of donations,Percentage of total donations,NB,13,
Fréquence de la fréquentation religieuse,1 ou 2 fois par an,2013,ree_02_4 / vd1dhrs,0.09319,20.51242,0.055633,0.130747,71,Percentage of donations,Percentage of total donations,NB,13,*
Éducation,Diplôme post-secondaire,2013,dh1ged_3 / vd1dhrs,0.297785,19.00934,0.186567,0.409002,166,Percentage of donations,Percentage of total donations,NB,13,*
État civil,Séparé.e/divorcé.e,2013,marstat2_2 / vd1dhrs,0.081852,31.74881,0.030794,0.132909,54,Percentage of donations,Percentage of total donations,NB,13,*
État civil,"Célibataire, jamais marié.e",2013,marstat2_4 / vd1dhrs,0.194477,18.47532,0.123884,0.265071,98,Percentage of donations,Percentage of total donations,NB,13,*
Situation d'activité,Au chômage,2013,dlfs_2 / vd1dhrs,0.057536,80.28712,-0.03322,0.148296,16,Percentage of donations,Percentage of total donations,NB,13,...
Éducation,Diplôme universtaire,2013,dh1ged_4 / vd1dhrs,0.314762,17.43833,0.20692,0.422605,173,Percentage of donations,Percentage of total donations,NB,13,*
État civil,Veuf.ve,2013,marstat2_3 / vd1dhrs,0.042608,23.88416,0.022614,0.062602,62,Percentage of donations,Percentage of total donations,NB,13,*
Catégorie de revenu personnel,100 000 $ à 119 999 $,2013,incg1_6 / vd1dhrs,0.013943,37.36713,0.003707,0.024179,32,Percentage of donations,Percentage of total donations,QC,24,...
Catégorie de revenu familial,100 000 $ à 119 999 $,2013,hhincg1_6 / vd1dhrs,0.117323,24.08864,0.061797,0.17285,119,Percentage of donations,Percentage of total donations,QC,24,*
Catégorie de revenu personnel,120 000 $ et plus,2013,incg1_7 / vd1dhrs,0.057061,50.30121,0.000669,0.113453,52,Percentage of donations,Percentage of total donations,QC,24,...
Catégorie de revenu familial,120 000 $ à 139 999 $,2013,hhincg1_7 / vd1dhrs,0.071174,21.24805,0.041461,0.100886,97,Percentage of donations,Percentage of total donations,QC,24,*
Catégorie de revenu familial,140 000 $ et plus,2013,hhincg1_8 / vd1dhrs,0.187017,17.29075,0.123484,0.25055,192,Percentage of donations,Percentage of total donations,QC,24,*
Catégorie de revenu personnel,20 000 $ à 39 999 $,2013,incg1_2 / vd1dhrs,0.271859,10.8429,0.213944,0.329774,339,Percentage of donations,Percentage of total donations,QC,24,
Catégorie de revenu familial,20 000 $ à 39 999 $,2013,hhincg1_2 / vd1dhrs,0.117945,16.26257,0.08026,0.15563,184,Percentage of donations,Percentage of total donations,QC,24,
Catégorie de revenu personnel,40 000 $ à 59 999 $,2013,incg1_3 / vd1dhrs,0.173444,13.4727,0.127533,0.219355,278,Percentage of donations,Percentage of total donations,QC,24,
Catégorie de revenu familial,40 000 $ à 59 999 $,2013,hhincg1_3 / vd1dhrs,0.189664,12.39474,0.143476,0.235851,231,Percentage of donations,Percentage of total donations,QC,24,
Catégorie de revenu personnel,60 000 $ à 79 999 $,2013,incg1_4 / vd1dhrs,0.069607,18.48093,0.044333,0.094882,165,Percentage of donations,Percentage of total donations,QC,24,*
Catégorie de revenu familial,60 000 $ à 79 999 $,2013,hhincg1_4 / vd1dhrs,0.127318,14.47242,0.091116,0.16352,187,Percentage of donations,Percentage of total donations,QC,24,
Catégorie de revenu personnel,80 000 $ à 99 999 $,2013,incg1_5 / vd1dhrs,0.051539,24.60702,0.026622,0.076457,77,Percentage of donations,Percentage of total donations,QC,24,*
Catégorie de revenu familial,80 000 $ à 99 999 $,2013,hhincg1_5 / vd1dhrs,0.120184,16.45102,0.081338,0.15903,172,Percentage of donations,Percentage of total donations,QC,24,
Groupe d'âge,15 à 24 ans,2013,agegr10_1 / vd1dhrs,0.145314,16.1391,0.099237,0.191392,118,Percentage of donations,Percentage of total donations,QC,24,
Groupe d'âge,25 à 34 ans,2013,agegr10_2 / vd1dhrs,0.110159,16.60699,0.074216,0.146102,178,Percentage of donations,Percentage of total donations,QC,24,*
Groupe d'âge,35 à 44 ans,2013,agegr10_3 / vd1dhrs,0.138086,14.55745,0.098591,0.17758,268,Percentage of donations,Percentage of total donations,QC,24,
Groupe d'âge,45 à 54 ans,2013,agegr10_4 / vd1dhrs,0.210965,17.45218,0.138628,0.283303,222,Percentage of donations,Percentage of total donations,QC,24,*
Groupe d'âge,55 à 64 ans,2013,agegr10_5 / vd1dhrs,0.179874,14.59448,0.128297,0.231452,239,Percentage of donations,Percentage of total donations,QC,24,
Groupe d'âge,65 à 74 ans,2013,agegr10_6 / vd1dhrs,0.1473,14.79023,0.104496,0.190103,163,Percentage of donations,Percentage of total donations,QC,24,
Groupe d'âge,75 ans et plus,2013,agegr10_7 / vd1dhrs,0.068302,20.02079,0.041435,0.095169,76,Percentage of donations,Percentage of total donations,QC,24,*
Fréquence de la fréquentation religieuse,Au moins 3 fois par mois,2013,ree_02_3 / vd1dhrs,0.076892,17.17297,0.050948,0.102835,143,Percentage of donations,Percentage of total donations,QC,24,*
Fréquence de la fréquentation religieuse,Au moins 1 fois par mois,2013,ree_02_2 / vd1dhrs,0.126326,18.67269,0.079981,0.172672,115,Percentage of donations,Percentage of total donations,QC,24,*
Fréquence de la fréquentation religieuse,Au moins 1 fois par semaine,2013,ree_02_1 / vd1dhrs,0.191412,17.13386,0.126976,0.255847,150,Percentage of donations,Percentage of total donations,QC,24,*
Situation d'activité,Employé.e,2013,dlfs_1 / vd1dhrs,0.557221,6.872327,0.481983,0.632458,742,Percentage of donations,Percentage of total donations,QC,24,
Genre,Femmes,2013,sex_2 / vd1dhrs,0.436584,7.524086,0.372045,0.501123,707,Percentage of donations,Percentage of total donations,QC,24,
Éducation,Diplôme d'études secondaires,2013,dh1ged_2 / vd1dhrs,0.21642,12.56547,0.162991,0.269849,220,Percentage of donations,Percentage of total donations,QC,24,
Catégorie de revenu personnel,Moins de 20 000 $,2013,incg1_1 / vd1dhrs,0.362546,9.348444,0.295957,0.429136,321,Percentage of donations,Percentage of total donations,QC,24,
Catégorie de revenu familial,Moins de 20 000 $,2013,hhincg1_1 / vd1dhrs,0.069375,24.25568,0.036314,0.102436,82,Percentage of donations,Percentage of total donations,QC,24,*
Éducation,Sans diplôme d'études secondaires,2013,dh1ged_1 / vd1dhrs,0.10006,18.67205,0.063352,0.136768,109,Percentage of donations,Percentage of total donations,QC,24,*
Genre,Hommes,2013,sex_1 / vd1dhrs,0.563416,5.830323,0.498877,0.627955,557,Percentage of donations,Percentage of total donations,QC,24,
État civil,Marié.e/union de fait,2013,marstat2_1 / vd1dhrs,0.637046,4.7397,0.577723,0.696369,705,Percentage of donations,Percentage of total donations,QC,24,
Statut d'immigration,Né.e au Canada,2013,dcit2_1 / vd1dhrs,0.871982,2.641902,0.82672,0.917243,1058,Percentage of donations,Percentage of total donations,QC,24,
Statut d'immigration,Naturalisé.e,2013,dcit2_2 / vd1dhrs,0.094738,21.43216,0.054846,0.134631,93,Percentage of donations,Percentage of total donations,QC,24,*
Statut d'immigration,Non canadien.ne,2013,dcit2_3 / vd1dhrs,0.03328,32.56722,0.011986,0.054574,31,Percentage of donations,Percentage of total donations,QC,24,*
Fréquence de la fréquentation religieuse,Pas du tout,2013,ree_02_5 / vd1dhrs,0.399874,7.832817,0.338336,0.461412,526,Percentage of donations,Percentage of total donations,QC,24,
Situation d'activité,Pas dans la population active,2013,dlfs_3 / vd1dhrs,0.384372,9.3079,0.31408,0.454664,399,Percentage of donations,Percentage of total donations,QC,24,
Fréquence de la fréquentation religieuse,1 ou 2 fois par an,2013,ree_02_4 / vd1dhrs,0.205496,13.32239,0.151708,0.259285,232,Percentage of donations,Percentage of total donations,QC,24,
Éducation,Diplôme post-secondaire,2013,dh1ged_3 / vd1dhrs,0.322489,9.788458,0.260469,0.384509,423,Percentage of donations,Percentage of total donations,QC,24,
État civil,Séparé.e/divorcé.e,2013,marstat2_2 / vd1dhrs,0.080712,17.42842,0.053074,0.108349,152,Percentage of donations,Percentage of total donations,QC,24,*
État civil,"Célibataire, jamais marié.e",2013,marstat2_4 / vd1dhrs,0.235514,11.26306,0.183397,0.28763,342,Percentage of donations,Percentage of total donations,QC,24,
Situation d'activité,Au chômage,2013,dlfs_2 / vd1dhrs,0.058407,28.93738,0.0252,0.091614,43,Percentage of donations,Percentage of total donations,QC,24,*
Éducation,Diplôme universtaire,2013,dh1ged_4 / vd1dhrs,0.361031,9.980761,0.290234,0.431827,430,Percentage of donations,Percentage of total donations,QC,24,
État civil,Veuf.ve,2013,marstat2_3 / vd1dhrs,0.046728,25.67674,0.023155,0.070302,65,Percentage of donations,Percentage of total donations,QC,24,*
Catégorie de revenu personnel,100 000 $ à 119 999 $,2013,incg1_6 / vd1dhrs,0.026914,24.73359,0.013835,0.039992,71,Percentage of donations,Percentage of total donations,ON,35,*
Catégorie de revenu familial,100 000 $ à 119 999 $,2013,hhincg1_6 / vd1dhrs,0.144637,21.73553,0.082871,0.206404,204,Percentage of donations,Percentage of total donations,ON,35,*
Catégorie de revenu personnel,120 000 $ et plus,2013,incg1_7 / vd1dhrs,0.044196,15.15561,0.031036,0.057356,140,Percentage of donations,Percentage of total donations,ON,35,
Catégorie de revenu familial,120 000 $ à 139 999 $,2013,hhincg1_7 / vd1dhrs,0.067001,17.38856,0.044111,0.08989,140,Percentage of donations,Percentage of total donations,ON,35,*
Catégorie de revenu familial,140 000 $ et plus,2013,hhincg1_8 / vd1dhrs,0.239188,9.290246,0.195529,0.282847,448,Percentage of donations,Percentage of total donations,ON,35,
Catégorie de revenu personnel,20 000 $ à 39 999 $,2013,incg1_2 / vd1dhrs,0.247084,14.05432,0.178857,0.315311,360,Percentage of donations,Percentage of total donations,ON,35,
Catégorie de revenu familial,20 000 $ à 39 999 $,2013,hhincg1_2 / vd1dhrs,0.10293,13.33348,0.075966,0.129895,211,Percentage of donations,Percentage of total donations,ON,35,
Catégorie de revenu personnel,40 000 $ à 59 999 $,2013,incg1_3 / vd1dhrs,0.146803,10.56939,0.116318,0.177288,326,Percentage of donations,Percentage of total donations,ON,35,
Catégorie de revenu familial,40 000 $ à 59 999 $,2013,hhincg1_3 / vd1dhrs,0.111563,14.43303,0.079927,0.143199,231,Percentage of donations,Percentage of total donations,ON,35,
Catégorie de revenu personnel,60 000 $ à 79 999 $,2013,incg1_4 / vd1dhrs,0.097353,14.0341,0.070509,0.124196,217,Percentage of donations,Percentage of total donations,ON,35,
Catégorie de revenu familial,60 000 $ à 79 999 $,2013,hhincg1_4 / vd1dhrs,0.166672,19.49855,0.102821,0.230523,213,Percentage of donations,Percentage of total donations,ON,35,*
Catégorie de revenu personnel,80 000 $ à 99 999 $,2013,incg1_5 / vd1dhrs,0.055734,16.09079,0.038114,0.073354,163,Percentage of donations,Percentage of total donations,ON,35,
Catégorie de revenu familial,80 000 $ à 99 999 $,2013,hhincg1_5 / vd1dhrs,0.130241,16.50269,0.088013,0.17247,203,Percentage of donations,Percentage of total donations,ON,35,*
Groupe d'âge,15 à 24 ans,2013,agegr10_1 / vd1dhrs,0.17129,15.63157,0.118684,0.223896,174,Percentage of donations,Percentage of total donations,ON,35,
Groupe d'âge,25 à 34 ans,2013,agegr10_2 / vd1dhrs,0.145049,21.67741,0.083272,0.206825,206,Percentage of donations,Percentage of total donations,ON,35,*
Groupe d'âge,35 à 44 ans,2013,agegr10_3 / vd1dhrs,0.129729,12.12505,0.098825,0.160634,312,Percentage of donations,Percentage of total donations,ON,35,
Groupe d'âge,45 à 54 ans,2013,agegr10_4 / vd1dhrs,0.17008,12.69155,0.12767,0.21249,329,Percentage of donations,Percentage of total donations,ON,35,
Groupe d'âge,55 à 64 ans,2013,agegr10_5 / vd1dhrs,0.191712,12.53142,0.144511,0.238913,342,Percentage of donations,Percentage of total donations,ON,35,
Groupe d'âge,65 à 74 ans,2013,agegr10_6 / vd1dhrs,0.139982,12.26243,0.106257,0.173707,251,Percentage of donations,Percentage of total donations,ON,35,
Groupe d'âge,75 ans et plus,2013,agegr10_7 / vd1dhrs,0.052159,15.33165,0.036447,0.06787,130,Percentage of donations,Percentage of total donations,ON,35,
Fréquence de la fréquentation religieuse,Au moins 3 fois par mois,2013,ree_02_3 / vd1dhrs,0.102924,16.96446,0.068619,0.137229,188,Percentage of donations,Percentage of total donations,ON,35,*
Fréquence de la fréquentation religieuse,Au moins 1 fois par mois,2013,ree_02_2 / vd1dhrs,0.098621,13.0572,0.073321,0.123921,215,Percentage of donations,Percentage of total donations,ON,35,
Fréquence de la fréquentation religieuse,Au moins 1 fois par semaine,2013,ree_02_1 / vd1dhrs,0.339069,8.975725,0.279275,0.398863,425,Percentage of donations,Percentage of total donations,ON,35,
Situation d'activité,Employé.e,2013,dlfs_1 / vd1dhrs,0.565933,6.03948,0.49878,0.633086,1028,Percentage of donations,Percentage of total donations,ON,35,
Genre,Femmes,2013,sex_2 / vd1dhrs,0.509334,6.651164,0.442775,0.575892,998,Percentage of donations,Percentage of total donations,ON,35,
Éducation,Diplôme d'études secondaires,2013,dh1ged_2 / vd1dhrs,0.236642,11.17423,0.184689,0.288595,363,Percentage of donations,Percentage of total donations,ON,35,
Catégorie de revenu personnel,Moins de 20 000 $,2013,incg1_1 / vd1dhrs,0.381917,8.539247,0.317842,0.445993,467,Percentage of donations,Percentage of total donations,ON,35,
Catégorie de revenu familial,Moins de 20 000 $,2013,hhincg1_1 / vd1dhrs,0.037768,20.87669,0.022276,0.053259,94,Percentage of donations,Percentage of total donations,ON,35,*
Éducation,Sans diplôme d'études secondaires,2013,dh1ged_1 / vd1dhrs,0.135984,26.19283,0.066004,0.205963,139,Percentage of donations,Percentage of total donations,ON,35,*
Genre,Hommes,2013,sex_1 / vd1dhrs,0.490666,6.904206,0.424108,0.557225,746,Percentage of donations,Percentage of total donations,ON,35,
État civil,Marié.e/union de fait,2013,marstat2_1 / vd1dhrs,0.604912,5.124044,0.544014,0.665811,1033,Percentage of donations,Percentage of total donations,ON,35,
Statut d'immigration,Né.e au Canada,2013,dcit2_1 / vd1dhrs,0.757113,4.026705,0.697215,0.817011,1261,Percentage of donations,Percentage of total donations,ON,35,
Statut d'immigration,Naturalisé.e,2013,dcit2_2 / vd1dhrs,0.215759,13.88398,0.156904,0.274614,302,Percentage of donations,Percentage of total donations,ON,35,
Statut d'immigration,Non canadien.ne,2013,dcit2_3 / vd1dhrs,0.027128,29.1706,0.01158,0.042676,67,Percentage of donations,Percentage of total donations,ON,35,*
Fréquence de la fréquentation religieuse,Pas du tout,2013,ree_02_5 / vd1dhrs,0.325513,9.585752,0.264208,0.386819,586,Percentage of donations,Percentage of total donations,ON,35,
Situation d'activité,Pas dans la population active,2013,dlfs_3 / vd1dhrs,0.371738,9.209794,0.304473,0.439004,563,Percentage of donations,Percentage of total donations,ON,35,
Fréquence de la fréquentation religieuse,1 ou 2 fois par an,2013,ree_02_4 / vd1dhrs,0.133873,24.99432,0.068132,0.199614,217,Percentage of donations,Percentage of total donations,ON,35,*
Éducation,Diplôme post-secondaire,2013,dh1ged_3 / vd1dhrs,0.263506,10.46082,0.209348,0.317663,485,Percentage of donations,Percentage of total donations,ON,35,
État civil,Séparé.e/divorcé.e,2013,marstat2_2 / vd1dhrs,0.05935,15.88466,0.040828,0.077873,193,Percentage of donations,Percentage of total donations,ON,35,
État civil,"Célibataire, jamais marié.e",2013,marstat2_4 / vd1dhrs,0.294799,10.37215,0.234723,0.354874,400,Percentage of donations,Percentage of total donations,ON,35,
Situation d'activité,Au chômage,2013,dlfs_2 / vd1dhrs,0.062328,33.19846,0.021674,0.102983,56,Percentage of donations,Percentage of total donations,ON,35,*
Éducation,Diplôme universtaire,2013,dh1ged_4 / vd1dhrs,0.363869,8.20623,0.305202,0.422536,657,Percentage of donations,Percentage of total donations,ON,35,
État civil,Veuf.ve,2013,marstat2_3 / vd1dhrs,0.040938,15.87296,0.028171,0.053705,117,Percentage of donations,Percentage of total donations,ON,35,
Catégorie de revenu personnel,100 000 $ à 119 999 $,2013,incg1_6 / vd1dhrs,0.041457,36.24384,0.011936,0.070979,21,Percentage of donations,Percentage of total donations,MB,46,...
Catégorie de revenu familial,100 000 $ à 119 999 $,2013,hhincg1_6 / vd1dhrs,0.102514,31.15552,0.039763,0.165266,66,Percentage of donations,Percentage of total donations,MB,46,*
Catégorie de revenu personnel,120 000 $ et plus,2013,incg1_7 / vd1dhrs,0.03581,39.53838,0.007992,0.063628,20,Percentage of donations,Percentage of total donations,MB,46,...
Catégorie de revenu familial,120 000 $ à 139 999 $,2013,hhincg1_7 / vd1dhrs,0.073684,31.80176,0.027645,0.119724,37,Percentage of donations,Percentage of total donations,MB,46,*
Catégorie de revenu familial,140 000 $ et plus,2013,hhincg1_8 / vd1dhrs,0.251561,23.7953,0.133953,0.369168,96,Percentage of donations,Percentage of total donations,MB,46,*
Catégorie de revenu personnel,20 000 $ à 39 999 $,2013,incg1_2 / vd1dhrs,0.315911,17.16706,0.209359,0.422463,187,Percentage of donations,Percentage of total donations,MB,46,*
Catégorie de revenu familial,20 000 $ à 39 999 $,2013,hhincg1_2 / vd1dhrs,0.132902,19.94216,0.08083,0.184974,99,Percentage of donations,Percentage of total donations,MB,46,*
Catégorie de revenu personnel,40 000 $ à 59 999 $,2013,incg1_3 / vd1dhrs,0.131482,23.02923,0.071991,0.190973,132,Percentage of donations,Percentage of total donations,MB,46,*
Catégorie de revenu familial,40 000 $ à 59 999 $,2013,hhincg1_3 / vd1dhrs,0.114145,22.45101,0.063795,0.164494,98,Percentage of donations,Percentage of total donations,MB,46,*
Catégorie de revenu personnel,60 000 $ à 79 999 $,2013,incg1_4 / vd1dhrs,0.090735,33.2656,0.031432,0.150037,72,Percentage of donations,Percentage of total donations,MB,46,*
Catégorie de revenu familial,60 000 $ à 79 999 $,2013,hhincg1_4 / vd1dhrs,0.166169,26.78373,0.078726,0.253612,97,Percentage of donations,Percentage of total donations,MB,46,*
Catégorie de revenu personnel,80 000 $ à 99 999 $,2013,incg1_5 / vd1dhrs,0.038357,34.71619,0.012195,0.06452,40,Percentage of donations,Percentage of total donations,MB,46,...
Catégorie de revenu familial,80 000 $ à 99 999 $,2013,hhincg1_5 / vd1dhrs,0.119856,24.90669,0.061205,0.178508,84,Percentage of donations,Percentage of total donations,MB,46,*
Groupe d'âge,15 à 24 ans,2013,agegr10_1 / vd1dhrs,0.130273,21.74557,0.074615,0.185931,58,Percentage of donations,Percentage of total donations,MB,46,*
Groupe d'âge,25 à 34 ans,2013,agegr10_2 / vd1dhrs,0.178609,24.40374,0.092972,0.264246,78,Percentage of donations,Percentage of total donations,MB,46,*
Groupe d'âge,35 à 44 ans,2013,agegr10_3 / vd1dhrs,0.136319,25.98461,0.066725,0.205914,107,Percentage of donations,Percentage of total donations,MB,46,*
Groupe d'âge,45 à 54 ans,2013,agegr10_4 / vd1dhrs,0.145702,22.85051,0.080289,0.211115,98,Percentage of donations,Percentage of total donations,MB,46,*
Groupe d'âge,55 à 64 ans,2013,agegr10_5 / vd1dhrs,0.201645,27.93506,0.090972,0.312317,127,Percentage of donations,Percentage of total donations,MB,46,*
Groupe d'âge,65 à 74 ans,2013,agegr10_6 / vd1dhrs,0.134739,22.69663,0.074655,0.194823,84,Percentage of donations,Percentage of total donations,MB,46,*
Groupe d'âge,75 ans et plus,2013,agegr10_7 / vd1dhrs,0.072713,20.37557,0.043604,0.101822,63,Percentage of donations,Percentage of total donations,MB,46,*
Fréquence de la fréquentation religieuse,Au moins 3 fois par mois,2013,ree_02_3 / vd1dhrs,0.0951,32.33197,0.034689,0.155512,59,Percentage of donations,Percentage of total donations,MB,46,*
Fréquence de la fréquentation religieuse,Au moins 1 fois par mois,2013,ree_02_2 / vd1dhrs,0.149343,25.42988,0.074727,0.22396,76,Percentage of donations,Percentage of total donations,MB,46,*
Fréquence de la fréquentation religieuse,Au moins 1 fois par semaine,2013,ree_02_1 / vd1dhrs,0.325519,15.24893,0.227993,0.423044,181,Percentage of donations,Percentage of total donations,MB,46,
Situation d'activité,Employé.e,2013,dlfs_1 / vd1dhrs,0.565606,10.08559,0.453528,0.677683,374,Percentage of donations,Percentage of total donations,MB,46,
Genre,Femmes,2013,sex_2 / vd1dhrs,0.496927,10.58087,0.393623,0.600231,355,Percentage of donations,Percentage of total donations,MB,46,
Éducation,Diplôme d'études secondaires,2013,dh1ged_2 / vd1dhrs,0.256524,17.44382,0.168607,0.344441,157,Percentage of donations,Percentage of total donations,MB,46,*
Catégorie de revenu personnel,Moins de 20 000 $,2013,incg1_1 / vd1dhrs,0.346248,14.17346,0.249828,0.442668,143,Percentage of donations,Percentage of total donations,MB,46,
Catégorie de revenu familial,Moins de 20 000 $,2013,hhincg1_1 / vd1dhrs,0.039169,32.85422,0.013885,0.064452,38,Percentage of donations,Percentage of total donations,MB,46,*
Éducation,Sans diplôme d'études secondaires,2013,dh1ged_1 / vd1dhrs,0.099557,22.62707,0.055298,0.143816,62,Percentage of donations,Percentage of total donations,MB,46,*
Genre,Hommes,2013,sex_1 / vd1dhrs,0.503073,10.4516,0.399769,0.606377,260,Percentage of donations,Percentage of total donations,MB,46,
État civil,Marié.e/union de fait,2013,marstat2_1 / vd1dhrs,0.538952,10.67392,0.425927,0.651978,342,Percentage of donations,Percentage of total donations,MB,46,
Statut d'immigration,Né.e au Canada,2013,dcit2_1 / vd1dhrs,0.888829,3.410157,0.829277,0.948381,508,Percentage of donations,Percentage of total donations,MB,46,
Statut d'immigration,Naturalisé.e,2013,dcit2_2 / vd1dhrs,0.053258,27.92069,0.024043,0.082474,56,Percentage of donations,Percentage of total donations,MB,46,*
Statut d'immigration,Non canadien.ne,2013,dcit2_3 / vd1dhrs,0.057913,45.4498,0.006199,0.109627,27,Percentage of donations,Percentage of total donations,MB,46,...
Fréquence de la fréquentation religieuse,Pas du tout,2013,ree_02_5 / vd1dhrs,0.359589,18.38561,0.229696,0.489483,197,Percentage of donations,Percentage of total donations,MB,46,*
Situation d'activité,Pas dans la population active,2013,dlfs_3 / vd1dhrs,0.408054,14.05688,0.295358,0.52075,199,Percentage of donations,Percentage of total donations,MB,46,
Fréquence de la fréquentation religieuse,1 ou 2 fois par an,2013,ree_02_4 / vd1dhrs,0.070448,25.99593,0.034467,0.10643,73,Percentage of donations,Percentage of total donations,MB,46,*
Éducation,Diplôme post-secondaire,2013,dh1ged_3 / vd1dhrs,0.317157,15.56809,0.220148,0.414167,196,Percentage of donations,Percentage of total donations,MB,46,
État civil,Séparé.e/divorcé.e,2013,marstat2_2 / vd1dhrs,0.051552,23.6016,0.027647,0.075457,81,Percentage of donations,Percentage of total donations,MB,46,*
État civil,"Célibataire, jamais marié.e",2013,marstat2_4 / vd1dhrs,0.34816,18.00123,0.225025,0.471296,135,Percentage of donations,Percentage of total donations,MB,46,*
Situation d'activité,Au chômage,2013,dlfs_2 / vd1dhrs,0.026341,48.22243,0.001384,0.051297,16,Percentage of donations,Percentage of total donations,MB,46,...
Éducation,Diplôme universtaire,2013,dh1ged_4 / vd1dhrs,0.326762,18.57827,0.20749,0.446034,172,Percentage of donations,Percentage of total donations,MB,46,*
État civil,Veuf.ve,2013,marstat2_3 / vd1dhrs,0.061336,22.41063,0.034329,0.088342,57,Percentage of donations,Percentage of total donations,MB,46,*
Catégorie de revenu personnel,100 000 $ à 119 999 $,2013,incg1_6 / vd1dhrs,0.027776,33.67251,0.0094,0.046151,24,Percentage of donations,Percentage of total donations,SK,46,...
Catégorie de revenu familial,100 000 $ à 119 999 $,2013,hhincg1_6 / vd1dhrs,0.131994,21.94462,0.075085,0.188904,55,Percentage of donations,Percentage of total donations,SK,46,*
Catégorie de revenu personnel,120 000 $ et plus,2013,incg1_7 / vd1dhrs,0.052054,37.98249,0.013209,0.090899,27,Percentage of donations,Percentage of total donations,SK,46,...
Catégorie de revenu familial,120 000 $ à 139 999 $,2013,hhincg1_7 / vd1dhrs,0.048836,23.83683,0.025965,0.071708,35,Percentage of donations,Percentage of total donations,SK,46,*
Catégorie de revenu familial,140 000 $ et plus,2013,hhincg1_8 / vd1dhrs,0.299381,16.87315,0.200133,0.398629,106,Percentage of donations,Percentage of total donations,SK,46,*
Catégorie de revenu personnel,20 000 $ à 39 999 $,2013,incg1_2 / vd1dhrs,0.260608,13.7332,0.19029,0.330925,128,Percentage of donations,Percentage of total donations,SK,46,
Catégorie de revenu familial,20 000 $ à 39 999 $,2013,hhincg1_2 / vd1dhrs,0.113786,29.82436,0.047111,0.180461,52,Percentage of donations,Percentage of total donations,SK,46,*
Catégorie de revenu personnel,40 000 $ à 59 999 $,2013,incg1_3 / vd1dhrs,0.152943,16.57775,0.103128,0.202758,102,Percentage of donations,Percentage of total donations,SK,46,*
Catégorie de revenu familial,40 000 $ à 59 999 $,2013,hhincg1_3 / vd1dhrs,0.081065,25.17502,0.040969,0.121162,74,Percentage of donations,Percentage of total donations,SK,46,*
Catégorie de revenu personnel,60 000 $ à 79 999 $,2013,incg1_4 / vd1dhrs,0.108618,22.73664,0.060097,0.15714,69,Percentage of donations,Percentage of total donations,SK,46,*
Catégorie de revenu familial,60 000 $ à 79 999 $,2013,hhincg1_4 / vd1dhrs,0.114285,19.3734,0.070784,0.157785,77,Percentage of donations,Percentage of total donations,SK,46,*
Catégorie de revenu personnel,80 000 $ à 99 999 $,2013,incg1_5 / vd1dhrs,0.055608,31.61395,0.021068,0.090147,42,Percentage of donations,Percentage of total donations,SK,46,*
Catégorie de revenu familial,80 000 $ à 99 999 $,2013,hhincg1_5 / vd1dhrs,0.173521,19.13716,0.108278,0.238764,80,Percentage of donations,Percentage of total donations,SK,46,*
Groupe d'âge,15 à 24 ans,2013,agegr10_1 / vd1dhrs,0.229641,19.02581,0.1438,0.315482,35,Percentage of donations,Percentage of total donations,SK,46,*
Groupe d'âge,25 à 34 ans,2013,agegr10_2 / vd1dhrs,0.128254,21.43575,0.074239,0.182269,76,Percentage of donations,Percentage of total donations,SK,46,*
Groupe d'âge,35 à 44 ans,2013,agegr10_3 / vd1dhrs,0.168757,16.22979,0.114946,0.222569,83,Percentage of donations,Percentage of total donations,SK,46,
Groupe d'âge,45 à 54 ans,2013,agegr10_4 / vd1dhrs,0.171689,17.21701,0.113612,0.229766,92,Percentage of donations,Percentage of total donations,SK,46,*
Groupe d'âge,55 à 64 ans,2013,agegr10_5 / vd1dhrs,0.12959,18.25719,0.083105,0.176074,97,Percentage of donations,Percentage of total donations,SK,46,*
Groupe d'âge,65 à 74 ans,2013,agegr10_6 / vd1dhrs,0.099526,22.84247,0.054859,0.144192,78,Percentage of donations,Percentage of total donations,SK,46,*
Groupe d'âge,75 ans et plus,2013,agegr10_7 / vd1dhrs,0.072543,22.41936,0.040589,0.104497,49,Percentage of donations,Percentage of total donations,SK,46,*
Fréquence de la fréquentation religieuse,Au moins 3 fois par mois,2013,ree_02_3 / vd1dhrs,0.143655,21.68332,0.082455,0.204854,77,Percentage of donations,Percentage of total donations,SK,46,*
Fréquence de la fréquentation religieuse,Au moins 1 fois par mois,2013,ree_02_2 / vd1dhrs,0.128193,21.85937,0.073137,0.183248,66,Percentage of donations,Percentage of total donations,SK,46,*
